trienio,indice_trienio,Ano,campus,curso,turno,modalidade,modalidade_normalizada,escola_publica,faixa_renda,grupo_etnico,pcd,limite_salario_minimo,Nota Mínima,Nota Máxima
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,AC,AC,False,,,False,,50.313,75.802
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,AC,AC,False,,,False,,98.037,136.512
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,52.181,54.601
2019-2021,2,2021,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,19.037,19.037
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,64.336,64.336
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,13.26,13.26
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,38.698,38.698
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,83.431,83.431
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-19.708,37.407
2019-2021,2,2021,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-60.912,0.999
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,1.518,35.529
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-37.553,35.066
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-56.632,-56.632
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-30.927,-30.927
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-31.962,3.364
2019-2021,2,2021,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-25.591,29.074
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-10.898,67.95
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-31.155,71.256
2019-2021,2,2021,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,44.978,51.9
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,74.425,116.541
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-8.931,73.774
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-64.258,-22.961
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,18.823,94.124
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-48.677,23.009
2019-2021,2,2021,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-40.775,55.484
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-23.99,7.712
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-37.254,59.411
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Ciências Econômicas (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-17.699,30.922
2018-2020,1,2020,Planaltina / DF,Ciências Naturais (Licenciatura),Diurno,AC,AC,False,,,False,,-78.584,-15.361
2019-2021,2,2021,Planalti na (FUP),Ciências Naturais (Licenciatura),Diurno,AC,AC,False,,,False,,-85.5,-85.5
2019-2021,2,2021,Planalti na (FUP),Ciências Naturais (Licenciatura),Noturno,AC,AC,False,,,False,,-76.854,-20.469
2020-2022,3,2022,Planaltina / DF,Ciências Naturais (Licenciatura),Diurno,AC,AC,False,,,False,,-71.509,21.657
2020-2022,3,2022,Planaltina / DF,Ciências Naturais (Licenciatura),Noturno,AC,AC,False,,,False,,-62.526,-39.709
2021-2023,4,2023,Planaltina / DF,Ciências Naturais (Licenciatura),Diurno,AC,AC,False,,,False,,-85.11,9.258
2021-2023,4,2023,Planaltina / DF,Ciências Naturais (Licenciatura),Noturno,AC,AC,False,,,False,,-52.216,9.125
2023-2025,6,2025,Planaltina / DF,Ciências Naturais (Licenciatura),Diurno,AC,AC,False,,,False,,-78.391,13.11
2019-2021,2,2021,Planalti na (FUP),Ciências Naturais (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-90.203,-90.203
2020-2022,3,2022,Planaltina / DF,Ciências Naturais (Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-19.534,-19.534
2021-2023,4,2023,Planaltina / DF,Ciências Naturais (Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-49.692,-49.692
2018-2020,1,2020,Planaltina / DF,Ciências Naturais (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-38.144,-7.442
2020-2022,3,2022,Planaltina / DF,Ciências Naturais (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-36.562,-36.562
2020-2022,3,2022,Planaltina / DF,Ciências Naturais (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-37.156,-37.156
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-73.444,63.097
2019-2021,2,2021,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,11.533,94.463
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-7.672,71.472
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,3.024,73.106
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-15.532,69.84
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-2.423,22.985
2019-2021,2,2021,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,0.428,6.996
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-40.831,8.448
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-9.211,20.554
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-34.923,-32.091
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-58.842,12.31
2019-2021,2,2021,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-32.433,-16.98
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-64.94,10.205
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-65.302,-5.054
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-30.926,-30.926
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-79.622,13.422
2019-2021,2,2021,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-35.497,-29.515
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-45.824,-26.627
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-61.197,-32.867
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-34.495,6.009
2019-2021,2,2021,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-51.116,31.064
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-28.663,62.948
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-37.615,33.041
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-91.423,-6.3
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,-32.205,-32.205
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-62.078,-12.864
2019-2021,2,2021,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-70.502,28.724
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-80.884,-1.376
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-57.603,10.11
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-70.919,-49.487
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,AC,AC,False,,,False,,-96.333,63.42
2019-2021,2,2021,Darcy Ribeiro,Computação (Licenciatura),Noturno,AC,AC,False,,,False,,-20.863,34.167
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,AC,AC,False,,,False,,-2.433,74.983
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,AC,AC,False,,,False,,-26.5,71.725
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,AC,AC,False,,,False,,-105.03,-44.569
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,AC,AC,False,,,False,,-22.177,45.581
2019-2021,2,2021,Darcy Ribeiro,Computação (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-3.314,-3.314
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-63.586,-63.586
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,35.66,35.66
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-23.781,-23.781
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-65.745,-51.109
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,36.577,36.577
2019-2021,2,2021,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-81.096,-81.096
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-49.349,-32.293
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-5.522,-5.522
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-28.675,14.464
2019-2021,2,2021,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-57.125,-53.651
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-20.342,-8.206
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-50.802,-11.64
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-44.036,-4.601
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,EP_R2_NPPI_PCD,EP_R2_NPPI_PCD,True,R2,NPPI,True,1.5,18.874,18.874
2019-2021,2,2021,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-51.231,-44.126
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-85.346,-10.124
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,AC,AC,False,,,False,,-60.884,61.325
2019-2021,2,2021,Darcy Ribeiro,Comunicação Organizacional (Bacharelado),Noturno,AC,AC,False,,,False,,-17.502,62.26
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,AC,AC,False,,,False,,-22.175,42.588
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,AC,AC,False,,,False,,-28.122,57.848
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,AC,AC,False,,,False,,-98.302,-18.384
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,AC,AC,False,,,False,,8.45,66.357
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-41.513,4.914
2019-2021,2,2021,Darcy Ribeiro,Comunicação Organizacional (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-78.071,-78.071
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,23.426,23.426
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-9.15,-9.15
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-4.348,-4.348
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-24.715,-24.715
2019-2021,2,2021,Darcy Ribeiro,Comunicação Organizacional (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-49.352,-45.012
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-36.846,-36.846
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-56.789,-56.789
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-83.245,15.877
2019-2021,2,2021,Darcy Ribeiro,Comunicação Organizacional (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-76.574,-23.424
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-46.61,-14.593
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-49.545,-18.438
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,AC,AC,False,,,False,,42.875,95.093
2019-2021,2,2021,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,AC,AC,False,,,False,,77.921,
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,AC,AC,False,,,False,,62.484,120.186
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,AC,AC,False,,,False,,69.286,79.509
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,AC,AC,False,,,False,,40.414,48.42
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,AC,AC,False,,,False,,56.963,86.414
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,39.163,52.808
2019-2021,2,2021,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,35.413,35.413
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,64.041,64.041
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,66.561,66.561
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-45.956,-45.956
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,44.425,44.425
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-49.871,2.367
2019-2021,2,2021,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,4.223,4.223
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-26.988,-26.988
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,28.907,28.907
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-29.329,-29.329
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-43.64,29.027
2019-2021,2,2021,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,1.108,24.992
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-11.505,-0.422
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-11.438,-1.404
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-27.135,-14.554
2019-2021,2,2021,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,54.06,54.06
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,73.446,73.446
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,22.817,31.547
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-39.668,-12.554
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,50.59,50.59
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-26.233,8.751
2019-2021,2,2021,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,14.955,56.294
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,2.976,41.968
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-74.578,-74.578
