trienio,indice_trienio,Ano,campus,curso,turno,modalidade,modalidade_normalizada,escola_publica,faixa_renda,grupo_etnico,pcd,limite_salario_minimo,Nota Mínima,Nota Máxima
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Arquivologia (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,10.221,10.221
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Arquivologia (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-47.977,-47.977
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Arquivologia (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-30.721,-19.2
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Arquivologia (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-55.757,-55.757
2019-2021,2,2021,Darcy Ribeiro,Arquivologia (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-59.094,-59.094
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Arquivologia (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-34.645,-30.382
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Arquivologia (Bacharelado),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-70.619,-31.332
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Arquivologia (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-36.22,-34.267
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Arquivologia (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-66.41,-66.41
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Bacharelado),Diurno,AC,AC,False,,,False,,-35.963,47.134
2019-2021,2,2021,Darcy Ribeiro,Artes Cênicas (Bacharelado),Diurno,AC,AC,False,,,False,,-31.865,22.845
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Bacharelado),Diurno,AC,AC,False,,,False,,-35.525,88.886
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Bacharelado),Diurno,AC,AC,False,,,False,,9.492,24.387
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Bacharelado),Diurno,AC,AC,False,,,False,,27.497,29.223
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Bacharelado),Diurno,AC,AC,False,,,False,,23.679,42.35
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-64.508,-64.508
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-5.726,-5.726
2019-2021,2,2021,Darcy Ribeiro,Artes Cênicas (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,0.432,0.432
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-42.49,-42.49
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,19.746,19.746
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-6.534,-6.534
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-19.882,-1.832
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-30.791,18.165
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Bacharelado),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,-33.372,-33.372
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-58.968,-58.968
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Licenciatura),Diurno,AC,AC,False,,,False,,-12.384,29.579
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Licenciatura),Noturno,AC,AC,False,,,False,,-53.375,16.725
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Licenciatura),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-49.808,-49.808
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Licenciatura),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-62.337,-53.522
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Literatura),Diurno,AC,AC,False,,,False,,-52.165,19.702
2019-2021,2,2021,Darcy Ribeiro,Artes Cênicas (Literatura),Diurno,AC,AC,False,,,False,,18.627,18.627
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Literatura),Diurno,AC,AC,False,,,False,,-49.27,96.437
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Literatura),Diurno,AC,AC,False,,,False,,-1.077,21.881
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Literatura),Noturno,AC,AC,False,,,False,,-68.863,25.467
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Literatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,14.969,14.969
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Literatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-42.056,-5.063
2019-2021,2,2021,Darcy Ribeiro,Artes Cênicas (Literatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-10.798,-10.798
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Literatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-68.553,-68.553
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Artes Cênicas (Literatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-21.566,-21.566
2019-2021,2,2021,Darcy Ribeiro,Artes Cênicas (Literatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-49.617,-49.617
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Bacharelado),Diurno,AC,AC,False,,,False,,-54.583,41.796
2019-2021,2,2021,Darcy Ribeiro,Artes Visuais (Bacharelado),Diurno,AC,AC,False,,,False,,-68.761,10.926
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Bacharelado),Diurno,AC,AC,False,,,False,,29.41,58.914
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Bacharelado),Diurno,AC,AC,False,,,False,,-13.782,47.739
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Bacharelado),Diurno,AC,AC,False,,,False,,-25.519,9.382
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Bacharelado),Diurno,AC,AC,False,,,False,,13.225,75.062
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-21.925,-21.925
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-37.278,-37.278
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,21.489,21.489
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-73.314,-3.219
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-64.314,-16.574
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura),Noturno,AC,AC,False,,,False,,-13.502,-13.502
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura),Diurno,AC,AC,False,,,False,,-56.057,28.223
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura),Diurno,AC,AC,False,,,False,,-90.01,54.376
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura),Diurno,AC,AC,False,,,False,,-7.957,70.753
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-30.845,-30.845
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-33.237,-33.237
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-23.748,-23.748
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-23.125,-23.125
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,29.145,29.145
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-21.695,34.369
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-59.575,-16.763
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-17.979,-17.979
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-22.141,-22.141
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,AC,AC,False,,,False,,-37.863,15.722
2019-2021,2,2021,Darcy Ribeiro,Biblioteconomia (Bacharelado),Diurno,AC,AC,False,,,False,,-80.935,60.65
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,AC,AC,False,,,False,,-69.572,28.392
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,AC,AC,False,,,False,,-82.692,28.164
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,AC,AC,False,,,False,,-57.49,36.282
2019-2021,2,2021,Darcy Ribeiro,Biblioteconomia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-13.884,-13.884
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-17.598,-17.598
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-34.372,-34.372
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-46.402,-46.402
2019-2021,2,2021,Darcy Ribeiro,Biblioteconomia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-36.505,-15.885
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-72.447,-34.556
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-15.523,-15.523
2019-2021,2,2021,Darcy Ribeiro,Biblioteconomia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-41.515,-41.515
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-59.315,-59.315
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-18.898,-18.898
2019-2021,2,2021,Darcy Ribeiro,Biblioteconomia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-10.259,9.476
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-57.03,46.357
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-30.853,22.648
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-54.547,-52.729
2019-2021,2,2021,Darcy Ribeiro,Biblioteconomia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-9.93,-9.93
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-45.036,-45.036
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biblioteconomia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-45.652,-45.652
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,AC,AC,False,,,False,,47.639,102.589
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,AC,AC,False,,,False,,70.253,174.618
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,AC,AC,False,,,False,,92.094,139.272
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,AC,AC,False,,,False,,48.174,55.263
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,AC,AC,False,,,False,,78.793,119.236
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-8.39,-0.152
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,23.621,23.621
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,24.351,24.351
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-29.292,-29.292
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,29.652,29.652
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-58.578,-3.085
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,72.752,72.752
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,11.011,14.473
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-64.765,-36.085
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-78.848,-26.937
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R1_NPPI_PCD,EP_R1_NPPI_PCD,True,R1,NPPI,True,1.5,6.759,6.759
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-42.429,-6.123
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-2.765,89.849
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-4.111,3.96
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,5.725,31.993
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,25.539,29.452
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,40.429,40.429
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,5.963,29.19
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,29.597,56.051
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R2_NPPI_PCD,EP_R2_NPPI_PCD,True,R2,NPPI,True,1.5,-25.671,-25.671
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-40.62,42.573
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,20.011,28.207
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-50.159,-26.927
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-80.211,-58.11
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-67.982,8.016
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,AC,AC,False,,,False,,-36.584,45.635
2019-2021,2,2021,Darcy Ribeiro,Biologia (Licenciatura),Diurno,AC,AC,False,,,False,,61.373,143.74
2019-2021,2,2021,Darcy Ribeiro,Biologia (Licenciatura),Noturno,AC,AC,False,,,False,,5.948,
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,AC,AC,False,,,False,,-34.711,141.546
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,AC,AC,False,,,False,,1.357,67.671
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,AC,AC,False,,,False,,-14.729,54.739
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,9.788,35.977
2019-2021,2,2021,Darcy Ribeiro,Biologia (Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,45.804,45.804
2019-2021,2,2021,Darcy Ribeiro,Biologia (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,40.662,40.662
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-17.183,-17.183
2019-2021,2,2021,Darcy Ribeiro,Biologia (Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,38.006,47.711
2019-2021,2,2021,Darcy Ribeiro,Biologia (Licenciatura),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-18.134,22.642
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-45.443,-25.456
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-34.27,-8.304
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-57.415,-43.489
2019-2021,2,2021,Darcy Ribeiro,Biologia (Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,,-7.024
2019-2021,2,2021,Darcy Ribeiro,Biologia (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-25.71,32.075
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-32.04,-17.529
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-20.37,18.629
2019-2021,2,2021,Darcy Ribeiro,Biologia (Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,51.276,55.29
2019-2021,2,2021,Darcy Ribeiro,Biologia (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,19.703,40.899
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-44.203,-44.203
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,3.563,3.563
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-40.608,7.61
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-17.581,-17.581
2019-2021,2,2021,Darcy Ribeiro,Biologia (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,21.358,36.304
2019-2021,2,2021,Darcy Ribeiro,Biologia (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-26.888,-17.786
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-43.355,11.906
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biologia (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-14.417,9.672
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biotecnologia (Bacharelado),Diurno,AC,AC,False,,,False,,13.962,103.116
2019-2021,2,2021,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,AC,AC,False,,,False,,87.359,154.25
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biotecnologia (Bacharelado),Diurno,AC,AC,False,,,False,,57.009,150.391
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biotecnologia (Bacharelado),Diurno,AC,AC,False,,,False,,68.301,132.613
2022-2024,5,2024,Darcy Ribeiro (Plano Piloto) / DF,Biotecnologia (Bacharelado),Diurno,AC,AC,False,,,False,,-13.439,20.763
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Biotecnologia (Bacharelado),Diurno,AC,AC,False,,,False,,67.536,157.41
2018-2020,1,2020,Darcy Ribeiro (Plano Piloto) / DF,Biotecnologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-40.953,-1.459
2019-2021,2,2021,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,29.186,29.186
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biotecnologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,72.345,72.345
2021-2023,4,2023,Darcy Ribeiro (Plano Piloto) / DF,Biotecnologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,64.75,64.75
2023-2025,6,2025,Darcy Ribeiro (Plano Piloto) / DF,Biotecnologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,64.205,64.205
2019-2021,2,2021,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-62.356,44.477
2020-2022,3,2022,Darcy Ribeiro (Plano Piloto) / DF,Biotecnologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-50.648,-50.648
