id_oferta,id_oferta_num,curso,campus,turno,modalidade_normalizada,classe,velocidade_min,velocidade_max,consistencia,mudancas_direcao,coef_var_min,coef_var_max
Línguas Estrangeiras Aplicadas (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,591,Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Queda,-18.597,-18.598,100.0,0,-209.161,485.641
Matemática (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,592,Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,Oscilante,10.774,5.303,60.0,2,-242.572,40.215
Matemática (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,593,Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,Oscilante,15.645,15.645,66.7,1,-174.957,-174.957
Matemática (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,594,Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,25.58,35.009,66.7,1,-58.464,-290.333
Matemática (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,595,Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,-1.678,-6.469,66.7,1,-181.336,355.283
Matemática (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,596,Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-2.637,-14.863,50.0,3,-918.793,654.743
Matemática (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,598,Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,0.861,7.788,66.7,1,-6.783,77.572
Matemática (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,600,Matemática (Licenciatura),Darcy Ribeiro,Noturno,AC,Oscilante,-1.79,18.965,75.0,2,-20.943,274.916
Matemática (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,601,Matemática (Licenciatura),Darcy Ribeiro,Noturno,CN,Oscilante,-33.506,-33.506,50.0,1,-871.03,-871.03
Matemática (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,602,Matemática (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,Crescimento,61.283,43.775,100.0,0,-574.678,2550.77
Matemática (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,604,Matemática (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,Queda,-22.03,-39.063,100.0,0,-69.264,767.163
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,605,Medicina (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,0.472,-0.102,75.0,2,5.332,8.107
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,606,Medicina (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,-9.304,-9.484,75.0,2,22.231,22.29
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,607,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,-1.907,-2.686,66.7,2,3.634,17.032
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,610,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,6.737,-8.42,75.0,2,35.757,31.499
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI_PCD | EP=True | R=R1 | GE=PPI | PCD=True | SM=1.5,612,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI_PCD,Crescimento,33.337,33.337,100.0,0,-100.93,-100.93
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,613,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,5.7,-11.831,66.7,2,9.934,8.379
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,617,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-7.607,-8.985,66.7,2,13.123,13.321
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,620,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,3.291,,40.0,3,24.469,
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,621,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,1.658,-6.093,60.0,3,44.297,46.625
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,622,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,-6.239,-7.031,75.0,2,-1367.78,49.956
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,624,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,-4.44,-5.402,66.7,2,-105.298,28.33
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,626,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,4.119,-7.074,75.0,2,35.001,19.471
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,629,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-16.996,-13.746,50.0,3,418.786,112.609
Museologia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,631,Museologia (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,-3.861,-5.726,50.0,3,-19.543,49.584
Museologia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,632,Museologia (Bacharelado),Darcy Ribeiro,Diurno,CN,Crescimento,14.705,14.705,100.0,0,-27.14,-27.14
Museologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,634,Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Crescimento,2.869,57.838,100.0,0,-2.398,-117.343
Museologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,635,Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Queda,-23.665,-27.06,100.0,0,-26.294,-30.891
Música (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,636,Música (Bacharelado),Darcy Ribeiro,Diurno,AC,Crescimento,9.118,31.806,100.0,0,-143.747,140.792
Música (Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,637,Música (Licenciatura),Darcy Ribeiro,Diurno,AC,Oscilante,12.586,49.647,75.0,2,-42.91,312.956
Música (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,638,Música (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,Queda,-83.266,-83.266,100.0,0,-207.998,-207.998
Música (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,639,Música (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,Crescimento,31.072,42.722,100.0,0,148.364,146.404
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,642,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,8.819,-6.255,60.0,3,31.349,24.77
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,643,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,9.489,4.837,60.0,4,112.401,87.624
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,644,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,5.409,4.128,50.0,2,276.751,197.57
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,646,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,13.341,1.386,66.7,2,-42.466,167.632
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,648,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-9.569,-4.127,50.0,3,71.663,42.345
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,650,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-15.19,-27.462,50.0,2,-104.298,299.423
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,652,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,8.38,,40.0,3,24.806,
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,653,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,-4.661,-8.701,60.0,3,59.806,66.989
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,654,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,-2.668,-11.678,75.0,2,71.002,60.051
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,656,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,15.459,2.847,66.7,2,-158.961,34.426
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,658,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,1.247,-5.661,75.0,1,52.108,40.202
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,660,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-19.996,-16.013,50.0,2,443.762,90.406
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,662,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,AC,Oscilante,12.198,8.831,80.0,2,-97.9,84.939
Pedagogia (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,663,Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,AC,Oscilante,18.421,3.54,50.0,1,-43.062,-338.414
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,664,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,CN,Oscilante,15.592,-7.421,75.0,2,-98.842,3890.131
Pedagogia (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,665,Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,CN,Oscilante,-0.109,-2.315,50.0,2,-136.847,-149.725
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,666,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,25.255,7.705,66.7,2,-75.035,-38623.405
Pedagogia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,667,Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,Oscilante,-5.095,-11.236,50.0,1,-31.386,-71.771
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,669,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,4.008,-4.532,66.7,1,-33.222,263.193
Pedagogia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,670,Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,Crescimento,-21.412,11.639,100.0,0,-29.458,-49.799
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,671,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,1.525,-13.256,50.0,3,-90.335,-489.102
Pedagogia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,672,Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,Oscilante,-1.407,-4.557,66.7,1,-22.693,-60.003
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,675,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-3.89,8.901,66.7,2,-41.721,356.975
Pedagogia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,676,Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,Estável,23.637,-0.37,66.7,2,-92.988,-34.932
Psicologia (Bacharelado / Licenciatura / Psicólogo) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,678,Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,AC,Oscilante,3.054,8.167,50.0,2,11.767,18.196
Psicologia (Bacharelado / Licenciatura / Psicólogo) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,679,Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,CN,Oscilante,8.24,1.159,60.0,3,39.869,37.466
Psicologia (Bacharelado / Licenciatura / Psicólogo) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,680,Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,0.96,-7.667,75.0,1,92.55,53.916
Psicologia (Bacharelado / Licenciatura / Psicólogo) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,683,Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,-8.529,-18.291,75.0,2,-815.83,128.787
Psicologia (Bacharelado / Licenciatura / Psicólogo) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,685,Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,0.799,0.668,66.7,1,30.67,20.626
Psicologia (Bacharelado / Licenciatura / Psicólogo) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,689,Psicologia (Bacharelado / Licenciatura / Psicólogo),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-2.594,-18.492,75.0,2,95.012,56.179
Química (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,691,Química (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,12.779,11.971,60.0,2,495.446,43.873
Química (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,692,Química (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,-4.182,-4.182,75.0,2,-142.521,-142.521
Química (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,693,Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,-13.336,4.836,50.0,1,-221.449,44.931
Química (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,695,Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-13.198,-24.602,50.0,3,-49.785,603.371
Química (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,697,Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Queda,-36.964,-36.964,100.0,0,-316.774,1500.579
Química (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,699,Química (Licenciatura),Darcy Ribeiro,Noturno,AC,Oscilante,-9.534,15.152,50.0,3,-81.62,462.258
Química (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,701,Química (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,Queda,-44.265,-44.265,100.0,0,-358.063,-358.063
Química (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,703,Química (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,Oscilante,17.006,-2.134,66.7,2,-121.467,-127.405
Química (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,704,Química (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,Crescimento,-11.529,36.357,100.0,0,-27.154,-422.868
Química Tecnológica (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,705,Química Tecnológica (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,4.369,35.848,75.0,2,-40.778,98.173
Química Tecnológica (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,706,Química Tecnológica (Bacharelado),Darcy Ribeiro,Diurno,CN,Crescimento,30.064,30.064,100.0,0,-123.531,-123.531
Química Tecnológica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,708,Química Tecnológica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-26.792,-17.908,66.7,2,-178.353,-327.087
Química Tecnológica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,709,Química Tecnológica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Crescimento,14.645,76.909,100.0,0,-27.091,-766.766
Relações Internacionais (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,710,Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,6.39,,40.0,3,16.343,
Relações Internacionais (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,711,Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,12.157,11.548,80.0,2,37.481,36.258
Relações Internacionais (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,712,Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Oscilante,1.134,-14.652,75.0,1,213.436,64.475
Relações Internacionais (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,714,Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,Oscilante,4.102,38.671,66.7,2,-133.213,197.443
Relações Internacionais (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,715,Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,Oscilante,-0.502,-17.956,66.7,2,33.902,38.496
Relações Internacionais (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,718,Relações Internacionais (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,Oscilante,-1.541,,50.0,2,-1282.845,
Saúde Coletiva (Bacharelado) | Ceilândia | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,720,Saúde Coletiva (Bacharelado),Ceilândia,Diurno,AC,Estável,3.518,-0.21,75.0,2,-10.103,-30896.461
Saúde Coletiva (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,721,Saúde Coletiva (Bacharelado),Darcy Ribeiro,Noturno,AC,Oscilante,-6.314,3.724,50.0,3,-25.092,-188.11
Saúde Coletiva (Bacharelado) | Ceilândia | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,722,Saúde Coletiva (Bacharelado),Ceilândia,Diurno,CN,Queda,-20.909,-10.024,100.0,0,-50.447,-29.701
Saúde Coletiva (Bacharelado) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,723,Saúde Coletiva (Bacharelado),Darcy Ribeiro,Noturno,CN,Crescimento,1.221,1.221,100.0,0,-2.265,-2.265
Saúde Coletiva (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,724,Saúde Coletiva (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,Oscilante,-10.661,-24.481,50.0,1,-25.686,-57.766
Saúde Coletiva (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,725,Saúde Coletiva (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,Queda,-4.106,-4.106,100.0,0,-84.303,-84.303
Saúde Coletiva (Bacharelado) | Ceilândia | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,726,Saúde Coletiva (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,Queda,47.809,-32.591,100.0,0,-57.906,-126.758
Saúde Coletiva (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,727,Saúde Coletiva (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,Oscilante,-7.082,-28.04,50.0,1,-24.904,-61.087
Saúde Coletiva (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,728,Saúde Coletiva (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,Oscilante,6.604,6.558,66.7,2,-32.896,-26.501
Saúde Coletiva (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,729,Saúde Coletiva (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,Queda,-36.865,-19.619,100.0,0,-70.142,-60.79
Saúde Coletiva (Bacharelado) | Ceilândia | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,730,Saúde Coletiva (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,Oscilante,-6.412,-2.624,50.0,1,-13.769,-122.632
Saúde Coletiva (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,731,Saúde Coletiva (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,Crescimento,68.158,25.104,100.0,0,-88.563,-53.968
Serviço Social (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,732,Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,AC,Oscilante,2.287,3.117,75.0,2,-71.843,44.146
Serviço Social (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,733,Serviço Social (Bacharelado),Darcy Ribeiro,Noturno,AC,Oscilante,-1.42,-3.21,75.0,2,-16.066,13563.793
Serviço Social (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,734,Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,CN,Oscilante,-9.371,-15.267,75.0,2,-513.679,10777.62
Serviço Social (Bacharelado) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,735,Serviço Social (Bacharelado),Darcy Ribeiro,Noturno,CN,Oscilante,15.232,10.602,50.0,1,-58.556,-58.601
Serviço Social (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,736,Serviço Social (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,Crescimento,76.672,34.809,100.0,0,-93.552,-68.943
Serviço Social (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,737,Serviço Social (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,Oscilante,1.628,1.628,50.0,1,-29.665,-29.665
