id_oferta,id_oferta_num,curso,campus,turno,modalidade_normalizada,classe,velocidade_min,velocidade_max,consistencia,mudancas_direcao,coef_var_min,coef_var_max,indice_confiabilidade,confiabilidade,tendencia
Computação (Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,291,Computação (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,Queda,-11.064,-13.052,100.0,0,-47.311,-790.644,100.0,Muito Alta,Queda (Muito Alta)
Comunicação Organizacional (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,297,Comunicação Organizacional (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,Oscilante,17.334,1.258,50.0,3,-101.344,83.136,54.7,Baixa,Oscilante (Baixa)
Comunicação Organizacional (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,299,Comunicação Organizacional (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,Oscilante,12.388,-3.087,66.7,2,-337.079,387.589,68.5,Média,Oscilante (Média)
Comunicação Organizacional (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,301,Comunicação Organizacional (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,Queda,-16.037,-16.037,100.0,0,-41.051,-41.051,100.0,Muito Alta,Queda (Muito Alta)
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,307,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,3.522,-2.17,50.0,2,22.92,30.27,61.5,Média,Oscilante (Média)
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,309,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,1.316,-2.096,75.0,2,136.927,128.869,73.7,Alta,Oscilante (Alta)
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,311,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,Oscilante,39.389,13.27,50.0,1,-253.537,1957.021,60.6,Média,Oscilante (Média)
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,314,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Queda,16.101,-15.216,100.0,0,-83.681,190.723,99.2,Muito Alta,Queda (Muito Alta)
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,316,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Oscilante,-4.178,0.667,66.7,1,701.494,214.69,75.8,Alta,Oscilante (Alta)
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,319,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Oscilante,-24.172,-41.665,50.0,1,-120.106,-754.957,68.3,Média,Oscilante (Média)
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,322,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,5.36,5.922,50.0,2,29.723,37.138,61.5,Média,Oscilante (Média)
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,324,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,-1.628,-1.628,50.0,1,-152.017,-152.017,68.3,Média,Oscilante (Média)
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,325,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,Queda,-41.786,-18.412,100.0,0,-223.267,-841.58,100.0,Muito Alta,Queda (Muito Alta)
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,327,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Queda,23.087,-24.129,100.0,0,-57.185,-748.488,100.0,Muito Alta,Queda (Muito Alta)
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,329,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Oscilante,-3.681,-3.23,66.7,2,-98.309,153.835,69.4,Média,Oscilante (Média)
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,332,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Queda,-36.65,-77.249,100.0,0,-56.882,-216.24,100.0,Muito Alta,Queda (Muito Alta)
Design – Programação Visual/Projeto do Produto (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,336,Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,1.913,-3.803,75.0,1,16.392,20.157,80.8,Alta,Oscilante (Alta)
Design – Programação Visual/Projeto do Produto (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,338,Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,-0.874,-7.269,75.0,2,1115.972,557.123,72.0,Alta,Oscilante (Alta)
Design – Programação Visual/Projeto do Produto (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,340,Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,Oscilante,-16.777,-21.216,66.7,1,-396.316,-580.338,76.7,Alta,Oscilante (Alta)
Design – Programação Visual/Projeto do Produto (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,343,Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Oscilante,12.978,6.11,50.0,1,-54.621,-101.126,68.3,Média,Oscilante (Média)
Design – Programação Visual/Projeto do Produto (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,346,Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Oscilante,-12.935,-12.985,66.7,1,-64.384,-333.292,76.7,Alta,Oscilante (Alta)
Direito (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,349,Direito (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,8.916,6.493,50.0,2,12.389,16.001,61.6,Média,Oscilante (Média)
Direito (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,350,Direito (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,Oscilante,11.978,0.393,75.0,2,23.04,17.32,74.1,Alta,Oscilante (Alta)
Direito (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,353,Direito (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,4.386,0.713,50.0,2,25.158,19.766,61.6,Média,Oscilante (Média)
Direito (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,354,Direito (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,Oscilante,6.501,1.094,75.0,2,40.396,34.684,74.0,Alta,Oscilante (Alta)
Direito (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,357,Direito (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,Oscilante,-11.107,-18.866,66.7,2,67.012,51.053,69.8,Média,Oscilante (Média)
Direito (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,358,Direito (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_NPPI,Oscilante,2.387,-7.245,66.7,1,-2822.817,159.887,76.1,Alta,Oscilante (Alta)
Direito (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,364,Direito (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Oscilante,-2.908,-26.293,66.7,1,-487.416,85.48,76.3,Alta,Oscilante (Alta)
Direito (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,365,Direito (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_PPI,Oscilante,10.676,-5.787,50.0,1,-66.126,84.845,68.0,Média,Oscilante (Média)
Direito (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,370,Direito (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Oscilante,20.577,-9.934,66.7,2,44.586,14.477,70.0,Alta,Oscilante (Alta)
Direito (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,371,Direito (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,Oscilante,4.791,-0.526,66.7,1,51.441,18.93,76.6,Alta,Oscilante (Alta)
Direito (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,377,Direito (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Oscilante,0.955,-1.108,66.7,1,46.094,44.905,76.5,Alta,Oscilante (Alta)
Direito (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,378,Direito (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPI,Oscilante,-14.634,-22.763,66.7,1,-312.493,158.482,76.1,Alta,Oscilante (Alta)
Educação Física (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,382,Educação Física (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Crescimento,24.426,16.914,100.0,0,-1400.385,29.727,99.9,Muito Alta,Crescimento (Muito Alta)
Educação Física (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,384,Educação Física (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,23.424,2.55,50.0,1,212.873,32.693,68.2,Média,Oscilante (Média)
Educação Física (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,386,Educação Física (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,Crescimento,-4.943,27.186,100.0,0,-17.903,392.444,98.5,Muito Alta,Crescimento (Muito Alta)
Educação Física (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,388,Educação Física (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Oscilante,-18.948,18.132,50.0,1,-41.857,-158.717,68.3,Média,Oscilante (Média)
Educação Física (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,390,Educação Física (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Oscilante,46.978,4.354,50.0,1,-134.91,107.984,67.9,Média,Oscilante (Média)
Educação Física (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,392,Educação Física (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Queda,34.668,-2.978,100.0,0,-68.33,-230.356,100.0,Muito Alta,Queda (Muito Alta)
Educação Física (Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,394,Educação Física (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Crescimento,25.44,14.346,100.0,0,-104.017,61.751,99.8,Muito Alta,Crescimento (Muito Alta)
Educação Física (Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,396,Educação Física (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Crescimento,20.357,11.454,100.0,0,-1822.336,274.682,98.9,Muito Alta,Crescimento (Muito Alta)
Educação Física (Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,398,Educação Física (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,Oscilante,-3.689,-2.422,50.0,1,-42.687,-74.71,68.3,Média,Oscilante (Média)
Educação Física (Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,400,Educação Física (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Queda,24.619,-2.02,100.0,0,-39.238,-7.727,100.0,Muito Alta,Queda (Muito Alta)
Educação Física (Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,402,Educação Física (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Oscilante,27.211,-7.874,50.0,1,-94.461,-1608.59,68.3,Média,Oscilante (Média)
Educação Física (Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,404,Educação Física (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Oscilante,9.4,-28.757,50.0,1,-14.699,-197.655,68.3,Média,Oscilante (Média)
Educação Física Ciclo Básico (Bacharelado/Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,405,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Crescimento,28.661,51.588,100.0,0,-159.308,297.006,98.8,Muito Alta,Crescimento (Muito Alta)
Educação Física Ciclo Básico (Bacharelado/Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,406,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Crescimento,15.27,34.335,100.0,0,-40.055,-147.013,100.0,Muito Alta,Crescimento (Muito Alta)
Enfermagem (Bacharelado) | Ceilândia / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,412,Enfermagem (Bacharelado),Ceilândia / DF,Diurno,AC,Oscilante,4.711,5.485,50.0,2,71.278,50.423,61.5,Média,Oscilante (Média)
Enfermagem (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,414,Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,11.775,-0.605,50.0,3,60.174,41.604,54.8,Baixa,Oscilante (Baixa)
Enfermagem (Bacharelado) | Ceilândia / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,416,Enfermagem (Bacharelado),Ceilândia / DF,Diurno,CN,Oscilante,4.171,1.367,50.0,2,1934.07,773.275,58.6,Média,Oscilante (Média)
Enfermagem (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,418,Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,2.22,-5.301,75.0,1,66.6,71.026,80.6,Alta,Oscilante (Alta)
Enfermagem (Bacharelado) | Ceilândia / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,420,Enfermagem (Bacharelado),Ceilândia / DF,Diurno,EP_R1_NPPI,Oscilante,-11.164,-14.781,66.7,1,-132.554,235.427,75.8,Alta,Oscilante (Alta)
Enfermagem (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,422,Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,Oscilante,5.553,-3.761,66.7,2,-334.502,55.651,69.8,Média,Oscilante (Média)
Enfermagem (Bacharelado) | Ceilândia / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,426,Enfermagem (Bacharelado),Ceilândia / DF,Diurno,EP_R1_PPI,Oscilante,7.229,-16.091,50.0,1,-18.071,211.525,67.5,Média,Oscilante (Média)
Enfermagem (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,428,Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Oscilante,25.62,-1.936,50.0,1,-234.646,48.151,68.1,Média,Oscilante (Média)
Enfermagem (Bacharelado) | Ceilândia / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,430,Enfermagem (Bacharelado),Ceilândia / DF,Diurno,EP_R2_NPPI,Oscilante,-9.46,-15.132,66.7,2,501.202,108.969,69.6,Média,Oscilante (Média)
Enfermagem (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,432,Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Oscilante,6.185,0.674,66.7,1,210.499,72.236,76.4,Alta,Oscilante (Alta)
Enfermagem (Bacharelado) | Ceilândia / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,437,Enfermagem (Bacharelado),Ceilândia / DF,Diurno,EP_R2_PPI,Oscilante,-18.989,-16.929,66.7,1,-69.391,-165.683,76.7,Alta,Oscilante (Alta)
Enfermagem (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,439,Enfermagem (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Oscilante,-10.866,-16.871,66.7,2,-121.918,228.462,69.1,Média,Oscilante (Média)
Engenharia Ambiental (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,443,Engenharia Ambiental (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,-1.672,6.915,66.7,1,-149.563,79.779,76.4,Alta,Oscilante (Alta)
Engenharia Ambiental (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,445,Engenharia Ambiental (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,-29.119,-29.119,50.0,1,695.884,695.884,65.6,Média,Oscilante (Média)
Engenharia Ambiental (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,446,Engenharia Ambiental (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,Oscilante,-18.836,-18.836,50.0,1,-4344.623,-4344.623,68.3,Média,Oscilante (Média)
Engenharia Ambiental (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,449,Engenharia Ambiental (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Crescimento,-43.277,10.729,100.0,0,-83.995,114.144,99.5,Muito Alta,Crescimento (Muito Alta)
Engenharia Ambiental (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,452,Engenharia Ambiental (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Crescimento,78.107,66.809,100.0,0,3583.84,131.887,99.5,Muito Alta,Crescimento (Muito Alta)
Engenharia Civil (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,454,Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,20.435,-9.288,75.0,1,139.805,27.327,80.7,Alta,Oscilante (Alta)
Engenharia Civil (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,456,Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,-9.975,-18.658,50.0,3,212.215,198.021,54.2,Baixa,Oscilante (Baixa)
Engenharia Civil (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,458,Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,Crescimento,-8.702,38.618,100.0,0,-41.545,308.589,98.8,Muito Alta,Crescimento (Muito Alta)
Engenharia Civil (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,461,Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Queda,-19.574,-19.574,100.0,0,-110.268,-122.677,100.0,Muito Alta,Queda (Muito Alta)
Engenharia Civil (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,463,Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Oscilante,19.519,18.865,50.0,1,-70.653,35.813,68.2,Média,Oscilante (Média)
Engenharia Civil (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,466,Engenharia Civil (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Queda,-15.088,-8.835,100.0,0,-30.035,-227.215,100.0,Muito Alta,Queda (Muito Alta)
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,468,Engenharia Elétrica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,37.884,-5.245,75.0,1,264.102,61.384,80.6,Alta,Oscilante (Alta)
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,469,Engenharia Elétrica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,10.477,10.477,66.7,1,110.207,110.207,76.2,Alta,Oscilante (Alta)
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,473,Engenharia Elétrica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Oscilante,42.084,20.629,50.0,1,-318.436,132.199,67.8,Média,Oscilante (Média)
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,475,Engenharia Elétrica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Queda,35.364,-34.899,100.0,0,-265.144,31.638,99.9,Muito Alta,Queda (Muito Alta)
