id_oferta,id_oferta_num,curso,campus,turno,modalidade_normalizada,classe,velocidade_min,velocidade_max,consistencia,mudancas_direcao,coef_var_min,coef_var_max,indice_confiabilidade,confiabilidade,tendencia
Engenharia Elétrica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,478,Engenharia Elétrica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Crescimento,38.356,19.911,100.0,0,701.765,48.804,99.8,Muito Alta,Crescimento (Muito Alta)
Engenharia Florestal (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,481,Engenharia Florestal (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,-1.311,15.972,66.7,2,-15.327,45.624,69.8,Média,Oscilante (Média)
Engenharia Florestal (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,483,Engenharia Florestal (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Queda,-10.796,-22.601,100.0,0,-48.356,-107.163,100.0,Muito Alta,Queda (Muito Alta)
Engenharia Florestal (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,486,Engenharia Florestal (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Queda,50.751,-41.629,100.0,0,-76.611,-4511.287,100.0,Muito Alta,Queda (Muito Alta)
Engenharia Florestal (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,488,Engenharia Florestal (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Crescimento,38.862,36.231,100.0,0,-82.237,-79.812,100.0,Muito Alta,Crescimento (Muito Alta)
Engenharia Florestal (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,491,Engenharia Florestal (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Crescimento,-8.074,29.689,100.0,0,-12.198,-75.187,100.0,Muito Alta,Crescimento (Muito Alta)
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,492,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,31.097,8.844,50.0,2,131.404,41.13,61.5,Média,Oscilante (Média)
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,494,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,15.164,8.001,66.7,1,135.44,109.538,76.3,Alta,Oscilante (Alta)
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,496,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,Queda,-9.642,-8.51,100.0,0,-18.139,-16.254,100.0,Muito Alta,Queda (Muito Alta)
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,499,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Crescimento,13.218,5.404,100.0,0,-30.041,6.691,100.0,Muito Alta,Crescimento (Muito Alta)
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,501,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Oscilante,-28.21,-28.494,66.7,2,-112.417,104.167,69.6,Média,Oscilante (Média)
Engenharia Mecatrônica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,504,Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Queda,48.517,-40.923,100.0,0,-153.742,129.151,99.5,Muito Alta,Queda (Muito Alta)
Engenharia Mecânica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,507,Engenharia Mecânica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,46.338,2.156,50.0,2,480.609,43.797,61.5,Média,Oscilante (Média)
Engenharia Mecânica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,509,Engenharia Mecânica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,10.213,9.453,50.0,3,186.582,182.398,54.3,Baixa,Oscilante (Baixa)
Engenharia Mecânica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,514,Engenharia Mecânica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Oscilante,28.241,8.395,50.0,1,-216.38,-3627.917,68.3,Média,Oscilante (Média)
Engenharia Mecânica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,516,Engenharia Mecânica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Queda,-7.262,-44.671,100.0,0,-52.54,56.924,99.8,Muito Alta,Queda (Muito Alta)
Engenharia Mecânica (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,518,Engenharia Mecânica (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Oscilante,-31.874,4.63,50.0,1,-79.561,-7603.958,68.3,Média,Oscilante (Média)
Engenharia Química (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,521,Engenharia Química (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,25.451,0.436,50.0,3,299.196,61.388,54.8,Baixa,Oscilante (Baixa)
Engenharia Química (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,523,Engenharia Química (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Queda,-51.229,-51.229,100.0,0,115.517,115.517,99.5,Muito Alta,Queda (Muito Alta)
Engenharia Química (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,525,Engenharia Química (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,Queda,-12.088,-12.088,100.0,0,-17.189,-17.189,100.0,Muito Alta,Queda (Muito Alta)
Engenharia Química (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,527,Engenharia Química (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Oscilante,-5.558,-5.558,50.0,1,71.786,24.427,68.2,Média,Oscilante (Média)
Engenharia Química (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,529,Engenharia Química (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Oscilante,-12.946,-3.564,50.0,1,-1997.146,25.859,68.2,Média,Oscilante (Média)
Engenharia Química (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,532,Engenharia Química (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Crescimento,44.896,73.093,100.0,0,379.604,230.103,99.1,Muito Alta,Crescimento (Muito Alta)
Engenharia de Computação (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,534,Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,11.187,5.966,50.0,2,17.974,13.728,61.6,Média,Oscilante (Média)
Engenharia de Computação (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,536,Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,12.426,-5.534,75.0,1,38.105,34.402,80.7,Alta,Oscilante (Alta)
Engenharia de Computação (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,538,Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,Oscilante,12.869,2.558,50.0,1,-252.366,331.315,67.0,Média,Oscilante (Média)
Engenharia de Computação (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,541,Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Crescimento,30.793,26.106,100.0,0,-339.424,64.155,99.7,Muito Alta,Crescimento (Muito Alta)
Engenharia de Computação (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,542,Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Oscilante,25.644,1.636,66.7,1,216.808,74.534,76.4,Alta,Oscilante (Alta)
Engenharia de Computação (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,546,Engenharia de Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Queda,-10.191,-35.023,100.0,0,-193.401,220.105,99.1,Muito Alta,Queda (Muito Alta)
Engenharia de Produção (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,549,Engenharia de Produção (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,Oscilante,23.579,8.081,50.0,2,-300.359,53.681,61.5,Média,Oscilante (Média)
Engenharia de Produção (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,551,Engenharia de Produção (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,Oscilante,-11.21,-12.662,50.0,2,-255.85,-285.198,61.7,Média,Oscilante (Média)
Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,562,Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,16.652,2.07,50.0,2,-279.312,62.586,61.4,Média,Oscilante (Média)
Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,564,Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,-4.748,-5.193,66.7,1,178.568,175.013,76.0,Alta,Oscilante (Alta)
Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,568,Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Crescimento,7.33,7.33,100.0,0,-19.769,-19.769,100.0,Muito Alta,Crescimento (Muito Alta)
Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,570,Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Crescimento,20.568,37.035,100.0,0,-44.188,-108.351,100.0,Muito Alta,Crescimento (Muito Alta)
Engenharia de Redes de Comunicação (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,573,Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Crescimento,36.436,9.151,100.0,0,-79.497,75.979,99.7,Muito Alta,Crescimento (Muito Alta)
Engenharias (FGA) | Gama / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,576,Engenharias (FGA),Gama / DF,Diurno,AC,Oscilante,40.922,2.893,50.0,2,337.064,36.609,61.5,Média,Oscilante (Média)
Engenharias (FGA) | Gama / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,578,Engenharias (FGA),Gama / DF,Diurno,CN,Oscilante,18.584,-5.125,50.0,2,1778.782,58.114,61.4,Média,Oscilante (Média)
Engenharias (FGA) | Gama / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,580,Engenharias (FGA),Gama / DF,Diurno,EP_R1_NPPI,Crescimento,4.764,24.772,100.0,0,-14.963,76.901,99.7,Muito Alta,Crescimento (Muito Alta)
Engenharias (FGA) | Gama / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,583,Engenharias (FGA),Gama / DF,Diurno,EP_R1_PPI,Oscilante,4.422,16.742,50.0,1,-8.477,93.899,68.0,Média,Oscilante (Média)
Engenharias (FGA) | Gama / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,585,Engenharias (FGA),Gama / DF,Diurno,EP_R2_NPPI,Oscilante,3.422,-15.94,66.7,1,-150.342,86.355,76.3,Alta,Oscilante (Alta)
Engenharias (FGA) | Gama / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,589,Engenharias (FGA),Gama / DF,Diurno,EP_R2_PPI,Crescimento,18.1,53.112,100.0,0,-28.864,90.358,99.6,Muito Alta,Crescimento (Muito Alta)
Estatística (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,592,Estatística (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,21.637,13.382,75.0,2,-262.24,66.073,73.9,Alta,Oscilante (Alta)
Estatística (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,594,Estatística (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,25.453,7.078,50.0,1,-113.762,-194.123,68.3,Média,Oscilante (Média)
Estatística (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,598,Estatística (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Oscilante,-17.212,-6.509,50.0,1,-90.295,-382.319,68.3,Média,Oscilante (Média)
Farmácia (Bacharelado) | Ceilândia / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,604,Farmácia (Bacharelado),Ceilândia / DF,Diurno,AC,Oscilante,29.303,2.572,75.0,1,-981.252,46.63,80.6,Alta,Oscilante (Alta)
Farmácia (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,607,Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,9.541,4.544,75.0,2,55.695,41.791,74.0,Alta,Oscilante (Alta)
Farmácia (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,608,Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,Oscilante,24.984,5.107,50.0,3,-215.962,111.491,54.6,Baixa,Oscilante (Baixa)
Farmácia (Bacharelado) | Ceilândia / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,610,Farmácia (Bacharelado),Ceilândia / DF,Diurno,CN,Oscilante,10.472,10.365,50.0,2,-1143.893,-1173.302,61.7,Média,Oscilante (Média)
Farmácia (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,613,Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Oscilante,5.039,-3.302,66.7,1,2944.074,353.719,75.3,Alta,Oscilante (Alta)
Farmácia (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,614,Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,Queda,-2.355,-2.355,100.0,0,6.213,6.213,100.0,Muito Alta,Queda (Muito Alta)
Farmácia (Bacharelado) | Ceilândia / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,616,Farmácia (Bacharelado),Ceilândia / DF,Diurno,EP_R1_NPPI,Queda,2.706,-21.207,100.0,0,-41.063,-303.223,100.0,Muito Alta,Queda (Muito Alta)
Farmácia (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,619,Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,Oscilante,-4.195,27.567,50.0,1,-28.238,208.929,67.5,Média,Oscilante (Média)
Farmácia (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,620,Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_NPPI,Queda,9.002,-10.039,100.0,0,-34.348,90.77,99.6,Muito Alta,Queda (Muito Alta)
Farmácia (Bacharelado) | Ceilândia / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,625,Farmácia (Bacharelado),Ceilândia / DF,Diurno,EP_R1_PPI,Oscilante,-1.653,18.021,50.0,1,-20.12,-237.511,68.3,Média,Oscilante (Média)
Farmácia (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,628,Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Oscilante,12.62,12.216,50.0,1,-85.902,-96.147,68.3,Média,Oscilante (Média)
Farmácia (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,629,Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_PPI,Oscilante,44.766,22.859,50.0,1,-134.224,-983.664,68.3,Média,Oscilante (Média)
Farmácia (Bacharelado) | Ceilândia / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,631,Farmácia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_NPPI,Oscilante,-3.276,-5.195,66.7,1,-104.766,180.468,76.0,Alta,Oscilante (Alta)
Farmácia (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,634,Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Oscilante,-2.84,-17.098,66.7,1,208.647,48.965,76.5,Alta,Oscilante (Alta)
Farmácia (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,635,Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,Oscilante,23.43,44.702,50.0,1,-136.805,-250.313,68.3,Média,Oscilante (Média)
Farmácia (Bacharelado) | Ceilândia / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,641,Farmácia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_PPI,Oscilante,12.421,-9.101,50.0,1,-26.942,780.014,65.3,Média,Oscilante (Média)
Farmácia (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,644,Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Crescimento,-11.227,3.768,100.0,0,-55.354,17.28,99.9,Muito Alta,Crescimento (Muito Alta)
Farmácia (Bacharelado) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,645,Farmácia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPI,Queda,28.547,-16.169,100.0,0,-31.943,172.07,99.3,Muito Alta,Queda (Muito Alta)
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,650,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,Oscilante,-9.198,-22.916,66.7,1,-42.901,87.563,76.3,Alta,Oscilante (Alta)
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,651,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,Queda,-31.302,-53.531,100.0,0,-278.518,1195.016,95.3,Muito Alta,Queda (Muito Alta)
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,653,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,Queda,-1.151,-1.151,100.0,0,-4.685,-4.685,100.0,Muito Alta,Queda (Muito Alta)
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,654,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,Crescimento,17.801,17.801,100.0,0,-27.095,-27.095,100.0,Muito Alta,Crescimento (Muito Alta)
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,656,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,Queda,-31.326,-45.639,100.0,0,-42.174,470.878,98.1,Muito Alta,Queda (Muito Alta)
Filosofia (Bacharelado/Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,658,Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,Queda,-16.275,-9.493,100.0,0,-68.814,-50.347,100.0,Muito Alta,Queda (Muito Alta)
Filosofia (Licenciatura) | Darcy Ribeiro (Plano Piloto) / DF | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,661,Filosofia (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,Oscilante,-10.974,1.245,50.0,1,-26.898,-224.528,68.3,Média,Oscilante (Média)
Fisioterapia (Bacharelado) | Ceilândia / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,667,Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,AC,Oscilante,6.162,6.801,50.0,2,71.681,46.371,61.5,Média,Oscilante (Média)
Fisioterapia (Bacharelado) | Ceilândia / DF | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,669,Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,CN,Oscilante,0.787,-5.311,50.0,1,341.215,226.794,67.4,Média,Oscilante (Média)
Fisioterapia (Bacharelado) | Ceilândia / DF | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,671,Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,EP_R1_NPPI,Oscilante,-11.647,-26.401,66.7,1,-136.545,456.563,74.9,Alta,Oscilante (Alta)
Fisioterapia (Bacharelado) | Ceilândia / DF | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,674,Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,EP_R1_PPI,Oscilante,-6.517,-9.748,50.0,1,-59.489,154.124,67.7,Média,Oscilante (Média)
Fisioterapia (Bacharelado) | Ceilândia / DF | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,677,Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_NPPI,Oscilante,-5.965,-9.271,66.7,1,324.141,75.449,76.4,Alta,Oscilante (Alta)
Fisioterapia (Bacharelado) | Ceilândia / DF | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,680,Fisioterapia (Bacharelado),Ceilândia / DF,Diurno,EP_R2_PPI,Queda,-17.715,-28.833,100.0,0,-83.585,-707.905,100.0,Muito Alta,Queda (Muito Alta)
Fonoaudiologia (Bacharelado) | Ceilândia / DF | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,683,Fonoaudiologia (Bacharelado),Ceilândia / DF,Diurno,AC,Oscilante,14.394,-4.193,50.0,3,-775.477,59.456,54.8,Baixa,Oscilante (Baixa)
