id_oferta,id_oferta_num,curso,campus,turno,modalidade_normalizada,observacoes,primeira_nota_min,ultima_nota_min,primeira_nota_max,ultima_nota_max,delta_min,delta_max,delta_min_pct,delta_max_pct,velocidade_min,velocidade_max,media_min,media_max,desvio_min,desvio_max,coef_var_min,coef_var_max,amplitude_media,amplitude_min,amplitude_max
Artes Visuais (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,69,Artes Visuais (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-64.314,-64.314,-16.574,-16.574,0.0,0.0,-0.0,-0.0,,,-64.314,-16.574,,,,,47.74,47.74,47.74
Artes Visuais (Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,70,Artes Visuais (Licenciatura),Darcy Ribeiro,Diurno,AC,3,-56.057,-7.957,28.223,70.753,48.1,42.53,-85.806,150.693,24.05,21.265,-51.341,51.117,41.229,21.451,-80.304,41.965,102.459,78.71,144.386
Artes Visuais (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,71,Artes Visuais (Licenciatura),Darcy Ribeiro,Noturno,AC,1,-13.502,-13.502,-13.502,-13.502,0.0,0.0,-0.0,-0.0,,,-13.502,-13.502,,,,,0.0,0.0,0.0
Artes Visuais (Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,72,Artes Visuais (Licenciatura),Darcy Ribeiro,Diurno,CN,2,-30.845,-33.237,-30.845,-33.237,-2.392,-2.392,7.755,7.755,-2.392,-2.392,-32.041,-32.041,1.691,1.691,-5.279,-5.279,0.0,0.0,0.0
Artes Visuais (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,73,Artes Visuais (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,-23.748,-23.748,-23.748,-23.748,0.0,0.0,-0.0,-0.0,,,-23.748,-23.748,,,,,0.0,0.0,0.0
Artes Visuais (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,74,Artes Visuais (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,1,-23.125,-23.125,-23.125,-23.125,0.0,0.0,-0.0,-0.0,,,-23.125,-23.125,,,,,0.0,0.0,0.0
Artes Visuais (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,75,Artes Visuais (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,29.145,-59.575,29.145,-16.763,-88.72,-45.908,-304.409,-157.516,-44.36,-22.954,-17.375,15.584,44.517,28.135,-256.216,180.539,32.959,0.0,56.064
Artes Visuais (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,76,Artes Visuais (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,2,-17.979,-22.141,-17.979,-22.141,-4.162,-4.162,23.149,23.149,-4.162,-4.162,-20.06,-20.06,2.943,2.943,-14.671,-14.671,0.0,0.0,0.0
Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,77,Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-37.863,-57.49,15.722,36.282,-19.627,20.56,51.837,130.772,-4.907,5.14,-65.71,33.842,18.562,16.695,-28.248,49.332,99.552,53.585,141.585
Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,78,Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,CN,4,-13.884,-46.402,-13.884,-46.402,-32.518,-32.518,234.212,234.212,-10.839,-10.839,-28.064,-28.064,15.129,15.129,-53.91,-53.91,0.0,0.0,0.0
Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,79,Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-36.505,-15.523,-15.885,-15.523,20.982,0.362,-57.477,-2.279,10.491,0.181,-41.492,-21.988,28.788,10.886,-69.382,-49.508,19.504,0.0,37.891
Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,80,Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,2,-41.515,-59.315,-41.515,-59.315,-17.8,-17.8,42.876,42.876,-17.8,-17.8,-50.415,-50.415,12.587,12.587,-24.966,-24.966,0.0,0.0,0.0
Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,81,Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-18.898,-30.853,-18.898,22.648,-11.955,41.546,63.261,-219.843,-3.985,13.849,-29.26,14.896,20.348,27.211,-69.542,182.676,44.156,0.0,103.387
Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,82,Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-54.547,-54.547,-52.729,-52.729,0.0,0.0,-0.0,-0.0,,,-54.547,-52.729,,,,,1.818,1.818,1.818
Biblioteconomia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,83,Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-9.93,-45.652,-9.93,-45.652,-35.722,-35.722,359.738,359.738,-17.861,-17.861,-33.539,-33.539,20.449,20.449,-60.969,-60.969,0.0,0.0,0.0
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,84,Biologia (Bacharelado),Darcy Ribeiro,Diurno,AC,5,47.639,78.793,102.589,119.236,31.154,16.647,65.396,16.227,7.789,4.162,67.391,118.196,19.416,44.252,28.811,37.439,50.805,7.089,104.365
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,85,Biologia (Bacharelado),Darcy Ribeiro,Diurno,CN,5,-8.39,29.652,-0.152,29.652,38.042,29.804,-453.421,-19607.895,9.51,7.451,7.988,9.636,25.688,24.617,321.567,255.467,1.648,0.0,8.238
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,86,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-58.578,-64.765,-3.085,-36.085,-6.187,-33.0,10.562,1069.692,-2.062,-11.0,-9.895,12.014,64.932,45.595,-656.206,379.521,21.909,0.0,55.493
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,87,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-78.848,-78.848,-26.937,-26.937,0.0,0.0,-0.0,-0.0,,,-78.848,-26.937,,,,,51.911,51.911,51.911
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI_PCD | EP=True | R=R1 | GE=NPPI | PCD=True | SM=1.5,88,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI_PCD,1,6.759,6.759,6.759,6.759,0.0,0.0,0.0,0.0,,,6.759,6.759,,,,,0.0,0.0,0.0
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,89,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-42.429,-4.111,-6.123,3.96,38.318,10.083,-90.311,-164.674,19.159,5.042,-16.435,29.229,22.522,52.74,-137.034,180.44,45.664,8.071,92.614
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,90,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,5.725,5.963,31.993,29.19,0.238,-2.803,4.157,-8.761,0.079,-0.934,19.414,32.766,16.807,5.263,86.573,16.062,13.352,0.0,26.268
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,91,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,29.597,29.597,56.051,56.051,0.0,0.0,0.0,0.0,,,29.597,56.051,,,,,26.454,26.454,26.454
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI_PCD | EP=True | R=R2 | GE=NPPI | PCD=True | SM=1.5,92,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,-25.671,-25.671,-25.671,-25.671,0.0,0.0,-0.0,-0.0,,,-25.671,-25.671,,,,,0.0,0.0,0.0
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,93,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-40.62,-80.211,42.573,-58.11,-39.591,-100.683,97.467,-236.495,-13.197,-33.561,-37.745,-3.564,42.038,47.114,-111.373,-1321.842,34.18,8.196,83.193
Biologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,94,Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-67.982,-67.982,8.016,8.016,0.0,0.0,-0.0,0.0,,,-67.982,8.016,,,,,75.998,75.998,75.998
Biologia (Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,95,Biologia (Licenciatura),Darcy Ribeiro,Diurno,AC,1,61.373,61.373,143.74,143.74,0.0,0.0,0.0,0.0,,,61.373,143.74,,,,,82.367,82.367,82.367
Biologia (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,96,Biologia (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-36.584,-14.729,45.635,54.739,21.855,9.104,-59.739,19.95,5.464,2.276,-15.744,,19.736,,-125.359,,,,
Biologia (Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,97,Biologia (Licenciatura),Darcy Ribeiro,Diurno,CN,1,45.804,45.804,45.804,45.804,0.0,0.0,0.0,0.0,,,45.804,45.804,,,,,0.0,0.0,0.0
Biologia (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,98,Biologia (Licenciatura),Darcy Ribeiro,Noturno,CN,3,9.788,-17.183,35.977,-17.183,-26.971,-53.16,-275.552,-147.761,-13.486,-26.58,11.089,19.819,28.944,32.13,261.019,162.119,8.73,0.0,26.189
Biologia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,99,Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,38.006,38.006,47.711,47.711,0.0,0.0,0.0,0.0,,,38.006,47.711,,,,,9.705,9.705,9.705
Biologia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,100,Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,3,-18.134,-34.27,22.642,-8.304,-16.136,-30.946,88.982,-136.675,-8.068,-15.473,-32.616,-3.706,13.729,24.376,-42.095,-657.756,28.91,19.987,40.776
Biologia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,101,Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,1,,,-7.024,-7.024,,0.0,,-0.0,,,,-7.024,,,,,,,
Biologia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,102,Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,3,-57.415,-32.04,-43.489,-17.529,25.375,25.96,-44.196,-59.693,12.688,12.98,-38.388,-9.648,16.779,38.394,-43.708,-397.957,28.741,13.926,57.785
Biologia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,103,Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,51.276,51.276,55.29,55.29,0.0,0.0,0.0,0.0,,,51.276,55.29,,,,,4.014,4.014,4.014
Biologia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,104,Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,4,-20.37,3.563,18.629,3.563,23.933,-15.066,-117.491,-80.874,7.978,-5.022,-10.327,4.722,27.947,36.042,-270.632,763.288,15.049,0.0,38.999
Biologia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,105,Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,-40.608,-40.608,7.61,7.61,0.0,0.0,-0.0,0.0,,,-40.608,7.61,,,,,48.218,48.218,48.218
Biologia (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,106,Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,21.358,21.358,36.304,36.304,0.0,0.0,0.0,0.0,,,21.358,36.304,,,,,14.946,14.946,14.946
Biologia (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,107,Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,4,-17.581,-14.417,-17.581,9.672,3.164,27.253,-17.997,-155.014,1.055,9.084,-25.56,-3.447,12.99,16.464,-50.823,-477.601,22.113,0.0,55.261
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,108,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,AC,6,13.962,67.536,103.116,157.41,53.574,54.294,383.713,52.653,10.715,10.859,46.788,119.757,38.337,52.513,81.938,43.849,72.969,34.202,93.382
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,109,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,CN,5,-40.953,64.205,-1.459,64.205,105.158,65.664,-256.777,-4500.617,26.29,16.416,37.907,45.805,47.152,31.273,124.389,68.273,7.899,0.0,39.494
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,110,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-62.356,-32.078,44.477,-32.078,30.278,-76.555,-48.557,-172.123,10.093,-25.518,-45.11,-3.959,14.06,44.767,-31.168,-1130.824,41.151,0.0,106.833
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,111,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,22.903,22.903,22.903,22.903,0.0,0.0,0.0,0.0,,,22.903,22.903,,,,,0.0,0.0,0.0
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,112,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-47.176,-25.889,-47.176,42.794,21.287,89.97,-45.123,-190.711,10.644,44.985,-34.343,2.838,11.299,45.82,-32.901,1614.722,37.18,0.0,68.683
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,113,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,-60.398,-84.167,32.963,-24.822,-23.769,-57.785,39.354,-175.303,-5.942,-14.446,-7.042,51.173,63.585,59.689,-902.894,116.641,58.215,26.069,93.361
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,114,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-36.957,-36.957,43.54,43.54,0.0,0.0,-0.0,0.0,,,-36.957,43.54,,,,,80.497,80.497,80.497
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,115,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-40.891,-25.817,40.546,-25.817,15.074,-66.363,-36.864,-163.673,5.025,-22.121,-32.611,44.408,18.598,53.883,-57.03,121.337,77.018,0.0,114.424
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,116,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-47.168,-47.168,-47.168,-47.168,0.0,0.0,-0.0,-0.0,,,-47.168,-47.168,,,,,0.0,0.0,0.0
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,117,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,AC,6,-16.226,55.467,118.576,112.083,71.693,-6.493,-441.84,-5.476,14.339,-1.299,31.669,95.834,31.588,37.561,99.746,39.194,64.165,25.819,134.802
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,118,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,CN,6,-6.36,48.441,63.804,48.441,54.801,-15.363,-861.651,-24.078,10.96,-3.073,19.562,31.256,29.263,30.811,149.594,98.577,11.694,0.0,70.164
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,119,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-23.763,-21.736,2.994,15.499,2.027,12.505,-8.53,417.669,0.676,4.168,-29.484,-7.882,10.338,20.566,-35.065,-260.914,21.601,0.0,37.235
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,120,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-33.164,-33.164,-3.3,-3.3,0.0,0.0,-0.0,-0.0,,,-33.164,-3.3,,,,,29.864,29.864,29.864
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,121,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-20.735,-15.546,4.398,-3.077,5.189,-7.475,-25.025,-169.964,1.73,-2.492,-20.308,6.288,7.598,25.527,-37.412,405.937,26.597,12.469,56.001
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,122,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-48.057,16.428,24.311,22.171,64.485,-2.14,-134.184,-8.803,21.495,-0.713,-16.566,23.508,26.551,2.775,-160.279,11.804,40.074,5.743,72.368
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,123,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,13.769,13.769,47.698,47.698,0.0,0.0,0.0,0.0,,,13.769,47.698,,,,,33.929,33.929,33.929
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,124,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,-31.841,-31.841,-24.216,-24.216,0.0,0.0,-0.0,-0.0,,,-31.841,-24.216,,,,,7.625,7.625,7.625
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,125,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-68.378,-30.791,55.251,5.586,37.587,-49.665,-54.969,-89.89,12.529,-16.555,-49.211,11.828,15.397,29.561,-31.287,249.911,61.039,36.377,123.629
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,126,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-37.151,-37.151,-5.97,-5.97,0.0,0.0,-0.0,-0.0,,,-37.151,-5.97,,,,,31.181,31.181,31.181
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,127,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,AC,6,78.303,135.827,141.416,166.528,57.524,25.112,73.463,17.758,11.505,5.022,120.698,163.997,24.633,25.869,20.409,15.774,43.299,14.921,77.19
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,128,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,CN,6,44.904,117.648,57.682,117.648,72.744,59.966,161.999,103.96,14.549,11.993,89.841,91.971,33.759,30.614,37.577,33.287,2.13,0.0,12.778
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,129,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,-75.28,8.647,-0.86,18.344,83.927,19.204,-111.486,-2233.023,20.982,4.801,1.768,38.212,45.781,36.282,2590.027,94.949,36.445,9.697,74.42
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,130,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-38.263,-38.263,32.989,32.989,0.0,0.0,-0.0,0.0,,,-38.263,32.989,,,,,71.252,71.252,71.252
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,131,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,5,-34.939,-18.098,-2.517,-7.693,16.841,-5.176,-48.201,205.642,4.21,-1.294,-8.109,20.86,19.321,35.546,-238.253,170.404,28.969,10.405,70.458
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,132,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,0.178,0.178,0.178,0.178,0.0,0.0,0.0,0.0,,,0.178,0.178,,,,,0.0,0.0,0.0
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,133,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,9.801,77.535,115.857,77.535,67.734,-38.322,691.093,-33.077,16.934,-9.58,88.255,128.39,48.062,38.171,54.458,29.73,40.134,0.0,106.056
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,134,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,118.288,118.288,118.288,118.288,0.0,0.0,0.0,0.0,,,118.288,118.288,,,,,0.0,0.0,0.0
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,135,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,42.861,42.861,42.861,42.861,0.0,0.0,0.0,0.0,,,42.861,42.861,,,,,0.0,0.0,0.0
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI_PCD | EP=True | R=R2 | GE=NPPI | PCD=True | SM=1.5,136,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,-10.517,-10.517,-10.517,-10.517,0.0,0.0,-0.0,-0.0,,,-10.517,-10.517,,,,,0.0,0.0,0.0
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,137,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,12.338,-12.086,54.187,22.791,-24.424,-31.396,-197.958,-57.94,-6.106,-7.849,24.249,58.102,25.235,24.763,104.066,42.62,33.853,19.356,41.849
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,138,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,48.884,48.884,74.724,74.724,0.0,0.0,0.0,0.0,,,48.884,74.724,,,,,25.84,25.84,25.84
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI_PCD | EP=True | R=R2 | GE=PPI | PCD=True | SM=1.5,139,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI_PCD,1,-13.051,-13.051,-13.051,-13.051,0.0,0.0,-0.0,-0.0,,,-13.051,-13.051,,,,,0.0,0.0,0.0
Ciências Ambientais (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,140,Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,AC,5,-86.73,-60.711,22.379,-15.392,26.019,-37.771,-30.0,-168.779,6.505,-9.443,-70.227,30.62,16.57,51.19,-23.596,167.18,100.846,45.319,181.946
