id_oferta,id_oferta_num,curso,campus,turno,modalidade,observacoes_min,observacoes_max,primeira_nota_min,ultima_nota_min,primeira_nota_max,ultima_nota_max,media_historica_min,mediana_historica_min,minimo_historico_min,maximo_historico_min,amplitude_historica_min,desvio_historico_min,coef_var_min,consistencia_min,mudancas_min,volatilidade_min,media_historica_max,mediana_historica_max,minimo_historico_max,maximo_historico_max,amplitude_historica_max,desvio_historico_max,coef_var_max,consistencia_max,mudancas_max,volatilidade_max,persistencia_min,r2_persistencia_min,regressao_linear_min,r2_regressao_linear_min,regressao_ponderada_min,r2_regressao_ponderada_min,media_movel_min,r2_media_movel_min,persistencia_max,r2_persistencia_max,regressao_linear_max,r2_regressao_linear_max,regressao_ponderada_max,r2_regressao_ponderada_max,media_movel_max,r2_media_movel_max,ensemble_min,ensemble_mediana_min,ensemble_desvio_min,ensemble_amplitude_min,ensemble_n_modelos_min,ensemble_max,ensemble_mediana_max,ensemble_desvio_max,ensemble_amplitude_max,ensemble_n_modelos_max
Ciências Econômicas (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,166,Ciências Econômicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,3,-31.962,-10.898,3.364,67.95,-22.817,-25.591,-31.962,-10.898,21.064,10.803,-47.344,100.0,0.0,5.885,33.463,29.074,3.364,67.95,64.586,32.516,97.171,100.0,0,9.31,-10.898,,-1.753,0.951,-0.366,0.944,-19.306,,67.95,,98.049,0.986,100.243,0.984,44.227,,-8.081,-6.326,8.822,18.94,4,77.617,82.999,26.694,56.016,4
Ciências Econômicas (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,167,Ciências Econômicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,5,-31.155,-64.258,71.256,-22.961,3.012,-8.931,-64.258,74.425,138.683,56.339,1870.602,50.0,1.0,73.934,58.102,71.256,-22.961,116.541,139.502,51.097,87.943,75.0,2,67.133,-64.258,,-33.023,0.114,-70.595,-0.136,-4.996,,-22.961,,8.134,0.266,-18.083,0.118,46.998,,-43.218,-48.64,30.315,65.599,4,3.522,-4.974,32.039,69.959,4
Ciências Econômicas (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,168,Ciências Econômicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,1,18.823,18.823,94.124,94.124,18.823,18.823,18.823,18.823,0.0,0.0,0.0,100.0,0.0,0.0,94.124,94.124,94.124,94.124,0.0,0.0,0.0,100.0,0,0.0,18.823,,,,,,18.823,,94.124,,,,,,94.124,,18.823,18.823,0.0,0.0,2,94.124,94.124,0.0,0.0,2
Ciências Econômicas (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,169,Ciências Econômicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,4,-48.677,-37.254,23.009,59.411,-37.674,-39.014,-48.677,-23.99,24.687,10.297,-27.333,66.667,1.0,15.437,36.404,39.246,7.712,59.411,51.699,25.14,69.058,66.667,2,52.763,-37.254,,-24.91,0.41,-29.144,0.325,-35.121,,59.411,,51.762,0.1,55.607,0.088,39.476,,-31.607,-32.132,5.632,12.343,4,51.564,53.685,8.643,19.935,4
Ciências Econômicas (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,170,Ciências Econômicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,1,-17.699,-17.699,30.922,30.922,-17.699,-17.699,-17.699,-17.699,0.0,0.0,0.0,100.0,0.0,0.0,30.922,30.922,30.922,30.922,0.0,0.0,0.0,100.0,0,0.0,-17.699,,,,,,-17.699,,30.922,,,,,,30.922,,-17.699,-17.699,0.0,0.0,2,30.922,30.922,0.0,0.0,2
Ciências Naturais (Licenciatura) | Planaltina | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,171,Ciências Naturais (Licenciatura),Planaltina,Diurno,AC,5,5,-78.584,-78.391,-15.361,13.11,-79.819,-78.584,-85.5,-71.509,13.991,5.764,-7.221,50.0,3.0,12.566,-11.367,9.258,-85.5,21.657,107.157,43.666,-384.137,50.0,3,73.865,-78.391,,-79.253,0.002,-79.139,0.002,-79.767,,13.11,,33.867,0.275,32.812,0.274,-1.254,,-79.138,-79.196,0.568,1.376,4,19.634,22.961,16.883,35.121,4
Ciências Naturais (Licenciatura) | Planaltina | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,172,Ciências Naturais (Licenciatura),Planaltina,Noturno,AC,3,3,-76.854,-52.216,-20.469,9.125,-63.865,-62.526,-76.854,-52.216,24.638,12.373,-19.374,100.0,0.0,2.841,-17.018,-20.469,-39.709,9.125,48.834,24.599,-144.551,50.0,1,48.136,-52.216,,-39.227,0.991,-39.897,0.99,-59.759,,9.125,,12.576,0.362,23.922,0.272,-12.085,,-47.775,-46.056,9.974,20.532,4,8.384,10.851,15.039,36.007,4
Ciências Naturais (Licenciatura) | Planaltina | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,173,Ciências Naturais (Licenciatura),Planaltina,Noturno,CN,1,1,-90.203,-90.203,-90.203,-90.203,-90.203,-90.203,-90.203,-90.203,0.0,0.0,0.0,100.0,0.0,0.0,-90.203,-90.203,-90.203,-90.203,0.0,0.0,0.0,100.0,0,0.0,-90.203,,,,,,-90.203,,-90.203,,,,,,-90.203,,-90.203,-90.203,0.0,0.0,2,-90.203,-90.203,0.0,0.0,2
Ciências Naturais (Licenciatura) | Planaltina | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,174,Ciências Naturais (Licenciatura),Planaltina,Diurno,EP_R1_PPI,2,2,-19.534,-49.692,-19.534,-49.692,-34.613,-34.613,-49.692,-19.534,30.158,21.325,-61.61,100.0,0.0,0.0,-34.613,-34.613,-49.692,-19.534,30.158,21.325,-61.61,100.0,0,0.0,-49.692,,-79.85,1.0,-79.85,1.0,-39.639,,-49.692,,-79.85,1.0,-79.85,1.0,-39.639,,-62.258,-64.771,20.724,40.211,4,-62.258,-64.771,20.724,40.211,4
Ciências Naturais (Licenciatura) | Planaltina | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,175,Ciências Naturais (Licenciatura),Planaltina,Diurno,EP_R2_PPI,2,2,-38.144,-36.562,-7.442,-36.562,-37.353,-37.353,-38.144,-36.562,1.582,1.119,-2.995,100.0,0.0,0.0,-22.002,-22.002,-36.562,-7.442,29.12,20.591,-93.587,100.0,0,0.0,-36.562,,-35.771,1.0,-35.771,1.0,-37.089,,-36.562,,-51.122,1.0,-51.122,1.0,-26.855,,-36.298,-36.166,0.646,1.318,4,-41.415,-43.842,11.888,24.267,4
Ciências Naturais (Licenciatura) | Planaltina | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,176,Ciências Naturais (Licenciatura),Planaltina,Noturno,EP_R2_PPI,1,1,-37.156,-37.156,-37.156,-37.156,-37.156,-37.156,-37.156,-37.156,0.0,0.0,0.0,100.0,0.0,0.0,-37.156,-37.156,-37.156,-37.156,0.0,0.0,0.0,100.0,0,0.0,-37.156,,,,,,-37.156,,-37.156,,,,,,-37.156,,-37.156,-37.156,0.0,0.0,2,-37.156,-37.156,0.0,0.0,2
Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,177,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,5,5,-73.444,-15.532,63.097,69.84,-16.418,-7.672,-73.444,11.533,84.977,33.498,-204.03,50.0,3.0,49.024,74.396,71.472,63.097,94.463,31.366,11.846,15.923,50.0,3,22.468,-15.532,,11.363,0.176,-6.122,0.002,-9.264,,69.84,,71.205,0.019,67.634,-0.033,73.871,,-4.889,-7.693,11.519,26.895,4,70.637,70.522,2.61,6.237,4
Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,178,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,5,5,-2.423,-34.923,22.985,-32.091,-17.392,-9.211,-40.831,0.428,41.259,19.139,-110.047,50.0,3.0,32.183,5.378,8.448,-32.091,22.985,55.076,22.115,411.181,50.0,2,28.387,-34.923,,-41.057,0.392,-38.956,0.386,-22.368,,-32.091,,-29.043,0.621,-34.301,0.575,-1.061,,-34.326,-36.94,8.369,18.689,4,-24.124,-30.567,15.526,33.239,4
Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,179,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,4,-58.842,-65.302,12.31,-5.054,-55.379,-61.891,-65.302,-32.433,32.869,15.582,-28.137,66.667,1.0,29.499,0.12,2.576,-16.98,12.31,29.29,13.778,11457.633,66.667,2,29.405,-65.302,,-68.351,0.185,-73.705,0.126,-57.974,,-5.054,,-6.107,0.054,-3.3,0.034,-1.125,,-66.333,-66.827,6.567,15.732,4,-3.896,-4.177,2.18,4.981,4
Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,180,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,1,-30.926,-30.926,-30.926,-30.926,-30.926,-30.926,-30.926,-30.926,0.0,0.0,0.0,100.0,0.0,0.0,-30.926,-30.926,-30.926,-30.926,0.0,0.0,0.0,100.0,0,0.0,-30.926,,,,,,-30.926,,-30.926,,,,,,-30.926,,-30.926,-30.926,0.0,0.0,2,-30.926,-30.926,0.0,0.0,2
Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,181,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,4,4,-79.622,-61.197,13.422,-32.867,-55.535,-53.51,-79.622,-35.497,44.125,19.219,-34.606,66.667,1.0,32.991,-18.897,-28.071,-32.867,13.422,46.289,21.696,-114.814,66.667,2,24.255,-61.197,,-44.298,0.091,-56.198,-0.101,-53.288,,-32.867,,-52.891,0.655,-45.552,0.597,-25.696,,-53.745,-54.743,7.095,16.899,4,-39.252,-39.21,12.251,27.196,4
Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,182,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,4,-34.495,-37.615,6.009,33.041,-37.972,-36.055,-51.116,-28.663,22.453,9.516,-25.059,66.667,2.0,20.704,33.266,32.052,6.009,62.948,56.939,23.301,70.047,66.667,1,33.876,-37.615,,-34.699,0.032,-33.165,0.019,-37.318,,33.041,,61.51,0.392,50.518,0.281,38.914,,-35.699,-36.008,2.138,4.45,4,45.996,44.716,12.638,28.47,4
Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,183,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,1,-91.423,-91.423,-6.3,-6.3,-91.423,-91.423,-91.423,-91.423,0.0,0.0,0.0,100.0,0.0,0.0,-6.3,-6.3,-6.3,-6.3,0.0,0.0,0.0,100.0,0,0.0,-91.423,,,,,,-91.423,,-6.3,,,,,,-6.3,,-91.423,-91.423,0.0,0.0,2,-6.3,-6.3,0.0,0.0,2
Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,184,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,1,-32.205,-32.205,-32.205,-32.205,-32.205,-32.205,-32.205,-32.205,0.0,0.0,0.0,100.0,0.0,0.0,-32.205,-32.205,-32.205,-32.205,0.0,0.0,0.0,100.0,0,0.0,-32.205,,,,,,-32.205,,-32.205,,,,,,-32.205,,-32.205,-32.205,0.0,0.0,2,-32.205,-32.205,0.0,0.0,2
Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,185,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,4,4,-62.078,-57.603,-12.864,10.11,-67.767,-66.29,-80.884,-57.603,23.281,10.25,-15.126,66.667,1.0,18.895,6.148,4.367,-12.864,28.724,41.588,17.734,288.421,66.667,2,35.997,-57.603,,-67.006,0.001,-60.665,-0.19,-67.615,,10.11,,15.854,0.08,9.834,0.022,8.09,,-63.222,-63.835,4.89,10.012,4,10.972,9.972,3.375,7.764,4
Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,186,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,1,-70.919,-70.919,-49.487,-49.487,-70.919,-70.919,-70.919,-70.919,0.0,0.0,0.0,100.0,0.0,0.0,-49.487,-49.487,-49.487,-49.487,0.0,0.0,0.0,100.0,0,0.0,-70.919,,,,,,-70.919,,-49.487,,,,,,-49.487,,-70.919,-70.919,0.0,0.0,2,-49.487,-49.487,0.0,0.0,2
Computação (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,187,Computação (Licenciatura),Darcy Ribeiro,Noturno,AC,6,6,-96.333,-22.177,63.42,45.581,-45.556,-24.338,-105.03,-2.433,102.597,43.576,-95.655,60.0,2.0,68.093,40.884,54.5,-44.569,74.983,119.552,44.702,109.336,60.0,3,77.653,-22.177,,-36.135,0.013,-49.503,-0.044,-43.313,,45.581,,8.018,0.154,6.821,0.154,33.059,,-37.782,-39.724,11.75,27.326,4,23.37,20.539,19.12,38.76,4
Computação (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,188,Computação (Licenciatura),Darcy Ribeiro,Noturno,CN,4,4,-3.314,-23.781,-3.314,-23.781,-13.755,-13.548,-63.586,35.66,99.246,41.37,-300.76,66.667,2.0,91.859,-13.755,-13.548,-63.586,35.66,99.246,41.37,-300.76,66.667,2,91.859,-23.781,,-10.451,0.002,-13.01,-0.006,-11.863,,-23.781,,-10.451,0.002,-13.01,-0.006,-11.863,,-14.776,-12.436,6.094,13.33,4,-14.776,-12.436,6.094,13.33,4
Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,189,Computação (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,1,-65.745,-65.745,-51.109,-51.109,-65.745,-65.745,-65.745,-65.745,0.0,0.0,0.0,100.0,0.0,0.0,-51.109,-51.109,-51.109,-51.109,0.0,0.0,0.0,100.0,0,0.0,-65.745,,,,,,-65.745,,-51.109,,,,,,-51.109,,-65.745,-65.745,0.0,0.0,2,-51.109,-51.109,0.0,0.0,2
Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,190,Computação (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,4,4,36.577,-5.522,36.577,-5.522,-24.848,-27.435,-81.096,36.577,117.673,51.351,-206.663,66.667,1.0,89.958,-20.584,-18.908,-81.096,36.577,117.673,49.305,-239.538,66.667,1,90.428,-5.522,,-48.485,0.057,-16.185,-0.141,-29.575,,-5.522,,-39.957,0.041,-11.068,-0.13,-24.458,,-24.942,-22.88,18.525,42.963,4,-20.251,-17.763,15.355,34.435,4
Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,191,Computação (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,4,4,-28.675,-50.802,14.464,-11.64,-39.236,-39.738,-57.125,-20.342,36.783,17.534,-44.688,66.667,2.0,38.256,-14.758,-9.923,-53.651,14.464,68.115,28.397,-192.417,66.667,2,56.963,-50.802,,-46.635,0.047,-47.037,0.047,-40.716,,-11.64,,-22.975,0.022,-10.039,-0.081,-16.402,,-46.298,-46.836,4.168,10.086,4,-15.264,-14.021,5.808,12.936,4
Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,192,Computação (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,1,-44.036,-44.036,-4.601,-4.601,-44.036,-44.036,-44.036,-44.036,0.0,0.0,0.0,100.0,0.0,0.0,-4.601,-4.601,-4.601,-4.601,0.0,0.0,0.0,100.0,0,0.0,-44.036,,,,,,-44.036,,-4.601,,,,,,-4.601,,-44.036,-44.036,0.0,0.0,2,-4.601,-4.601,0.0,0.0,2
Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI_PCD | EP=True | R=R2 | GE=NPPI | PCD=True | SM=1.5,193,Computação (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI_PCD,1,1,18.874,18.874,18.874,18.874,18.874,18.874,18.874,18.874,0.0,0.0,0.0,100.0,0.0,0.0,18.874,18.874,18.874,18.874,0.0,0.0,0.0,100.0,0,0.0,18.874,,,,,,18.874,,18.874,,,,,,18.874,,18.874,18.874,0.0,0.0,2,18.874,18.874,0.0,0.0,2
Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,194,Computação (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,2,2,-51.231,-85.346,-44.126,-10.124,-68.288,-68.288,-85.346,-51.231,34.115,24.123,-35.325,100.0,0.0,0.0,-27.125,-27.125,-44.126,-10.124,34.002,24.043,-88.638,100.0,0,0.0,-85.346,,-119.461,1.0,-119.461,1.0,-73.974,,-10.124,,23.878,1.0,23.878,1.0,-21.458,,-99.561,-102.404,23.443,45.487,4,4.043,6.877,23.366,45.336,4
Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,195,Comunicação Organizacional (Bacharelado),Darcy Ribeiro,Noturno,AC,6,6,-60.884,8.45,61.325,66.357,-36.423,-25.148,-98.302,8.45,106.752,37.605,-103.248,60.0,2.0,65.763,45.332,59.586,-18.384,66.357,84.741,32.275,71.196,60.0,4,58.327,8.45,,-26.59,0.02,-24.502,0.018,-34.081,,66.357,,25.181,0.111,32.526,0.08,40.534,,-19.181,-25.546,18.874,42.531,4,41.15,36.53,17.937,41.176,4
Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,196,Comunicação Organizacional (Bacharelado),Darcy Ribeiro,Noturno,CN,5,5,-41.513,-4.348,4.914,-4.348,-21.931,-9.15,-78.071,23.426,101.497,38.939,-177.55,50.0,3.0,64.232,-12.646,-4.348,-78.071,23.426,101.497,38.636,-305.527,50.0,3,77.998,-4.348,,19.364,0.288,11.849,0.261,-12.381,,-4.348,,2.424,0.039,4.498,0.038,-9.286,,3.621,3.75,14.55,31.745,4,-1.678,-0.962,6.324,13.784,4
Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,197,Comunicação Organizacional (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,4,4,-24.715,-56.789,-24.715,-56.789,-41.926,-43.099,-56.789,-24.715,32.074,14.119,-33.678,66.667,2.0,20.226,-40.841,-40.929,-56.789,-24.715,32.074,13.512,-33.085,66.667,2,16.332,-56.789,,-62.854,0.586,-61.916,0.584,-46.111,,-56.789,,-62.854,0.708,-62.784,0.708,-45.243,,-56.918,-59.352,7.682,16.743,4,-56.918,-59.786,8.286,17.611,4
Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,198,Comunicação Organizacional (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,1,-83.245,-83.245,15.877,15.877,-83.245,-83.245,-83.245,-83.245,0.0,0.0,0.0,100.0,0.0,0.0,15.877,15.877,15.877,15.877,0.0,0.0,0.0,100.0,0,0.0,-83.245,,,,,,-83.245,,15.877,,,,,,15.877,,-83.245,-83.245,0.0,0.0,2,15.877,15.877,0.0,0.0,2
Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,199,Comunicação Organizacional (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,2,2,-76.574,-46.61,-23.424,-14.593,-61.592,-61.592,-76.574,-46.61,29.964,21.188,-34.4,100.0,0.0,0.0,-19.008,-19.008,-23.424,-14.593,8.831,6.244,-32.851,100.0,0,0.0,-46.61,,-16.646,1.0,-16.646,1.0,-56.598,,-14.593,,-5.762,1.0,-5.762,1.0,-17.537,,-34.125,-31.628,20.591,39.952,4,-10.913,-10.178,6.069,11.775,4
Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,200,Comunicação Organizacional (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,1,-49.545,-49.545,-18.438,-18.438,-49.545,-49.545,-49.545,-49.545,0.0,0.0,0.0,100.0,0.0,0.0,-18.438,-18.438,-18.438,-18.438,0.0,0.0,0.0,100.0,0,0.0,-49.545,,,,,,-49.545,,-18.438,,,,,,-18.438,,-49.545,-49.545,0.0,0.0,2,-18.438,-18.438,0.0,0.0,2
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,201,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,AC,6,5,42.875,56.963,95.093,86.414,58.324,59.724,40.414,77.921,37.507,14.716,25.232,60.0,4.0,25.4,85.924,86.414,48.42,120.186,71.766,26.009,30.27,50.0,2,39.478,56.963,,54.796,0.016,49.225,-0.071,57.484,,86.414,,64.672,0.241,64.766,0.239,79.983,,54.617,55.879,3.778,8.258,4,73.959,72.374,10.988,21.742,4
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,202,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,CN,6,6,39.163,44.425,52.808,44.425,33.941,41.794,-45.956,66.561,112.517,41.214,121.428,60.0,3.0,73.592,36.215,48.616,-45.956,66.561,112.517,41.93,115.78,60.0,3,74.066,44.425,,12.413,0.078,8.835,0.073,28.816,,44.425,,7.865,0.131,6.886,0.13,29.465,,23.622,20.614,16.371,35.59,4,22.16,18.665,18.136,37.539,4
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,203,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,4,-49.871,28.907,2.367,28.907,-10.932,-11.382,-49.871,28.907,78.778,34.597,-316.467,66.667,2.0,49.779,2.127,3.295,-26.988,28.907,55.895,22.871,1075.163,66.667,2,43.972,28.907,,40.348,0.586,40.709,0.586,-0.676,,28.907,,14.23,0.075,25.037,-0.037,4.548,,27.322,34.628,19.453,41.385,4,18.18,19.633,11.008,24.359,4
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,204,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,1,-29.329,-29.329,-29.329,-29.329,-29.329,-29.329,-29.329,-29.329,0.0,0.0,0.0,100.0,0.0,0.0,-29.329,-29.329,-29.329,-29.329,0.0,0.0,0.0,100.0,0,0.0,-29.329,,,,,,-29.329,,-29.329,,,,,,-29.329,,-29.329,-29.329,0.0,0.0,2,-29.329,-29.329,0.0,0.0,2
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,205,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,4,-43.64,-11.438,29.027,-1.404,-16.369,-11.472,-43.64,1.108,44.748,19.124,-116.829,66.667,2.0,30.132,13.048,12.285,-1.404,29.027,30.431,16.21,124.231,100.0,0,13.312,-11.438,,4.629,0.322,-4.307,0.212,-12.169,,-1.404,,-16.128,0.864,-15.518,0.863,7.213,,-5.821,-7.872,7.818,16.799,4,-6.459,-8.461,11.373,23.341,4
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,206,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,5,-27.135,-39.668,-14.554,-12.554,16.704,22.817,-39.668,73.446,113.114,49.376,295.597,50.0,1.0,66.825,26.389,31.547,-14.554,73.446,88.0,39.369,149.186,50.0,1,54.108,-39.668,,-0.189,0.033,-35.926,-0.261,12.95,,-12.554,,20.835,0.006,-7.836,-0.292,25.155,,-15.708,-18.057,26.109,52.618,4,6.4,6.499,19.339,37.709,4
