id_oferta,id_oferta_num,curso,campus,turno,modalidade,observacoes_min,observacoes_max,primeira_nota_min,ultima_nota_min,primeira_nota_max,ultima_nota_max,media_historica_min,mediana_historica_min,minimo_historico_min,maximo_historico_min,amplitude_historica_min,desvio_historico_min,coef_var_min,consistencia_min,mudancas_min,volatilidade_min,media_historica_max,mediana_historica_max,minimo_historico_max,maximo_historico_max,amplitude_historica_max,desvio_historico_max,coef_var_max,consistencia_max,mudancas_max,volatilidade_max,persistencia_min,r2_persistencia_min,regressao_linear_min,r2_regressao_linear_min,regressao_ponderada_min,r2_regressao_ponderada_min,media_movel_min,r2_media_movel_min,persistencia_max,r2_persistencia_max,regressao_linear_max,r2_regressao_linear_max,regressao_ponderada_max,r2_regressao_ponderada_max,media_movel_max,r2_media_movel_max,ensemble_min,ensemble_mediana_min,ensemble_desvio_min,ensemble_amplitude_min,ensemble_n_modelos_min,ensemble_max,ensemble_mediana_max,ensemble_desvio_max,ensemble_amplitude_max,ensemble_n_modelos_max
Física (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,449,Física (Bacharelado),Darcy Ribeiro,Diurno,AC,5,4,-49.177,14.167,91.641,97.592,13.691,14.167,-49.177,91.722,140.899,51.249,374.33,50.0,2.0,91.808,115.32,114.03,91.641,141.578,49.937,24.454,21.205,66.667,1,42.154,14.167,,20.941,0.005,5.452,-0.044,15.541,,97.592,,120.821,0.018,105.862,-0.259,116.768,,14.025,14.854,6.42,15.489,4,110.261,111.315,10.547,23.229,4
Física (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,450,Física (Bacharelado),Darcy Ribeiro,Diurno,CN,3,3,-10.52,37.136,128.902,37.136,28.92,37.136,-10.52,60.143,70.663,36.041,124.624,50.0,1.0,66.235,75.394,60.143,37.136,128.902,91.766,47.746,63.329,100.0,0,32.352,37.136,,72.467,0.626,62.507,0.585,36.862,,37.136,,2.757,0.992,4.698,0.991,60.099,,52.243,49.822,18.066,35.605,4,26.172,20.917,27.572,57.343,4
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,451,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,3,-59.265,-15.349,65.812,7.367,-31.562,-20.071,-59.265,-15.349,43.916,24.108,-76.383,100.0,0.0,24.375,38.98,43.762,7.367,65.812,58.445,29.514,75.716,100.0,0,10.143,-15.349,,12.354,0.83,6.609,0.806,-24.242,,7.367,,-19.465,0.98,-21.855,0.978,29.24,,-5.157,-4.37,17.447,36.597,4,-1.178,-6.049,24.223,51.095,4
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,452,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,3,-74.73,72.767,-74.73,72.767,12.421,39.226,-74.73,72.767,147.497,77.316,622.46,100.0,0.0,56.862,12.421,39.226,-74.73,72.767,147.497,77.316,622.46,100.0,0,56.862,72.767,,159.918,0.91,146.515,0.897,37.004,,72.767,,159.918,0.91,146.515,0.897,37.004,,104.051,109.641,58.874,122.914,4,104.051,109.641,58.874,122.914,4
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,453,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,4,-11.788,-57.411,-11.788,41.027,-36.568,-34.6,-72.92,-4.154,68.766,33.767,-92.339,66.667,2.0,46.55,44.399,44.942,-11.788,99.501,111.289,45.55,102.592,66.667,1,66.076,-57.411,,-87.977,0.618,-86.402,0.617,-46.85,,41.027,,96.671,0.351,72.848,0.214,54.854,,-69.66,-71.906,20.705,41.127,4,66.35,63.851,24.049,55.644,4
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,454,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,1,-29.298,-29.298,5.538,5.538,-29.298,-29.298,-29.298,-29.298,0.0,0.0,0.0,100.0,0.0,0.0,5.538,5.538,5.538,5.538,0.0,0.0,0.0,100.0,0,0.0,-29.298,,,,,,-29.298,,5.538,,,,,,5.538,,-29.298,-29.298,0.0,0.0,2,5.538,5.538,0.0,0.0,2
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,455,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,3,-45.931,-19.355,26.603,-19.355,-15.059,-19.355,-45.931,20.11,66.041,33.229,-220.667,50.0,1.0,74.604,9.119,20.11,-19.355,26.603,45.958,24.872,272.742,100.0,0,23.315,-19.355,,11.517,0.16,-6.067,0.042,-10.629,,-19.355,,-36.839,0.854,-42.334,0.833,1.46,,-6.134,-8.348,12.995,30.872,4,-24.267,-28.097,19.752,43.794,4
Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,456,Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,1,-15.865,-15.865,-15.865,-15.865,-15.865,-15.865,-15.865,-15.865,0.0,0.0,0.0,100.0,0.0,0.0,-15.865,-15.865,-15.865,-15.865,0.0,0.0,0.0,100.0,0,0.0,-15.865,,,,,,-15.865,,-15.865,,,,,,-15.865,,-15.865,-15.865,0.0,0.0,2,-15.865,-15.865,0.0,0.0,2
Física (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,457,Física (Licenciatura),Darcy Ribeiro,Noturno,AC,5,5,-14.535,-62.273,38.883,125.678,-33.182,-62.273,-76.547,55.585,132.132,55.173,-166.274,75.0,2.0,106.025,92.233,94.263,38.883,149.957,111.074,47.141,51.11,50.0,3,65.948,-62.273,,-33.398,0.0,-37.068,-0.009,-31.298,,125.678,,159.69,0.525,152.963,0.508,107.519,,-41.01,-35.233,14.375,30.975,4,136.463,139.321,24.262,52.172,4
Física (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,458,Física (Licenciatura),Darcy Ribeiro,Noturno,CN,1,1,-46.226,-46.226,-46.226,-46.226,-46.226,-46.226,-46.226,-46.226,0.0,0.0,0.0,100.0,0.0,0.0,-46.226,-46.226,-46.226,-46.226,0.0,0.0,0.0,100.0,0,0.0,-46.226,,,,,,-46.226,,-46.226,,,,,,-46.226,,-46.226,-46.226,0.0,0.0,2,-46.226,-46.226,0.0,0.0,2
Física (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,459,Física (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,1,-59.91,-59.91,26.842,26.842,-59.91,-59.91,-59.91,-59.91,0.0,0.0,0.0,100.0,0.0,0.0,26.842,26.842,26.842,26.842,0.0,0.0,0.0,100.0,0,0.0,-59.91,,,,,,-59.91,,26.842,,,,,,26.842,,-59.91,-59.91,0.0,0.0,2,26.842,26.842,0.0,0.0,2
Física (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,460,Física (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,1,-30.161,-30.161,26.655,26.655,-30.161,-30.161,-30.161,-30.161,0.0,0.0,0.0,100.0,0.0,0.0,26.655,26.655,26.655,26.655,0.0,0.0,0.0,100.0,0,0.0,-30.161,,,,,,-30.161,,26.655,,,,,,26.655,,-30.161,-30.161,0.0,0.0,2,26.655,26.655,0.0,0.0,2
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,461,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,AC,5,5,-82.398,-47.993,-2.424,45.309,-51.248,-47.993,-82.398,-30.09,52.308,19.05,-37.171,50.0,1.0,22.394,34.593,8.759,-2.424,113.042,115.466,47.432,137.114,75.0,2,87.046,-47.993,,-32.561,0.247,-42.827,0.065,-46.613,,45.309,,61.979,0.085,47.598,0.032,40.989,,-42.498,-44.72,6.976,15.432,4,48.969,46.454,9.096,20.99,4
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,462,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,-6.216,-6.216,-6.216,-6.216,-6.216,-6.216,-6.216,-6.216,0.0,0.0,0.0,100.0,0.0,0.0,-6.216,-6.216,-6.216,-6.216,0.0,0.0,0.0,100.0,0,0.0,-6.216,,,,,,-6.216,,-6.216,,,,,,-6.216,,-6.216,-6.216,0.0,0.0,2,-6.216,-6.216,0.0,0.0,2
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,463,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,2,-40.118,-50.006,-40.118,-50.006,-45.062,-45.062,-50.006,-40.118,9.888,6.992,-15.516,100.0,0.0,0.0,-45.062,-45.062,-50.006,-40.118,9.888,6.992,-15.516,100.0,0,0.0,-50.006,,-59.894,1.0,-59.894,1.0,-46.71,,-50.006,,-59.894,1.0,-59.894,1.0,-46.71,,-54.126,-54.95,6.795,13.184,4,-54.126,-54.95,6.795,13.184,4
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,464,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-16.259,-16.259,-16.259,-16.259,-16.259,-16.259,-16.259,-16.259,0.0,0.0,0.0,100.0,0.0,0.0,-16.259,-16.259,-16.259,-16.259,0.0,0.0,0.0,100.0,0,0.0,-16.259,,,,,,-16.259,,-16.259,,,,,,-16.259,,-16.259,-16.259,0.0,0.0,2,-16.259,-16.259,0.0,0.0,2
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,465,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,2,2,-27.06,-48.561,-27.06,-48.561,-37.81,-37.81,-48.561,-27.06,21.501,15.204,-40.21,100.0,0.0,0.0,-37.81,-37.81,-48.561,-27.06,21.501,15.204,-40.21,100.0,0,0.0,-48.561,,-59.311,1.0,-59.312,1.0,-41.394,,-48.561,,-59.311,1.0,-59.312,1.0,-41.394,,-52.144,-53.936,8.778,17.918,4,-52.144,-53.936,8.778,17.918,4
Geofísica (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,466,Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-20.904,-20.904,-20.904,-20.904,-20.904,-20.904,-20.904,-20.904,0.0,0.0,0.0,100.0,0.0,0.0,-20.904,-20.904,-20.904,-20.904,0.0,0.0,0.0,100.0,0,0.0,-20.904,,,,,,-20.904,,-20.904,,,,,,-20.904,,-20.904,-20.904,0.0,0.0,2,-20.904,-20.904,0.0,0.0,2
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,467,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,5,5,-52.004,-90.016,33.9,129.343,-40.624,-25.568,-90.016,-11.709,78.307,31.281,-77.002,75.0,1.0,43.073,69.768,44.499,33.9,129.343,95.443,41.369,59.296,75.0,2,59.225,-90.016,,-76.384,0.335,-93.554,0.133,-46.616,,129.343,,134.043,0.619,136.752,0.613,82.485,,-76.643,-83.2,21.342,46.938,4,120.656,131.693,25.631,54.267,4
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,468,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,2,2,-51.632,-8.341,-41.47,-8.341,-29.986,-29.986,-51.632,-8.341,43.291,30.611,-102.084,100.0,0.0,0.0,-24.906,-24.906,-41.47,-8.341,33.129,23.426,-94.059,100.0,0,0.0,-8.341,,34.95,1.0,34.95,1.0,-22.771,,-8.341,,24.788,1.0,24.788,1.0,-19.384,,9.697,13.304,29.749,57.721,4,5.463,8.223,22.766,44.172,4
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,469,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,4,-45.35,7.666,-45.35,7.666,-14.928,-13.841,-45.35,13.323,58.673,29.727,-199.144,66.667,2.0,57.987,-9.528,-3.042,-45.35,13.323,58.673,26.576,-278.939,66.667,2,42.995,7.666,,12.667,0.23,9.535,0.224,-9.409,,7.666,,23.466,0.411,16.015,0.372,-2.929,,5.115,8.6,9.9,22.075,4,11.055,11.84,11.338,26.395,4
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,470,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,2,2,-24.912,-53.491,3.902,-53.491,-39.201,-39.201,-53.491,-24.912,28.579,20.208,-51.55,100.0,0.0,0.0,-24.794,-24.794,-53.491,3.902,57.393,40.583,-163.677,100.0,0,0.0,-53.491,,-67.78,1.0,-67.78,1.0,-43.965,,-53.491,,-82.187,1.0,-82.188,1.0,-34.36,,-58.254,-60.636,11.667,23.816,4,-63.056,-67.839,23.431,47.828,4
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,471,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,3,-54.684,-8.19,-14.787,18.368,-23.81,-8.556,-54.684,-8.19,46.494,26.738,-112.299,100.0,0.0,32.359,7.84,18.368,-14.787,19.938,34.725,19.611,250.151,50.0,1,25.664,-8.19,,11.684,0.578,4.996,0.519,-16.061,,18.368,,32.802,0.532,27.633,0.465,13.365,,-1.893,-1.597,12.546,27.745,4,23.042,23.0,8.79,19.436,4
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,472,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,1,-66.839,-66.839,-44.521,-44.521,-66.839,-66.839,-66.839,-66.839,0.0,0.0,0.0,100.0,0.0,0.0,-44.521,-44.521,-44.521,-44.521,0.0,0.0,0.0,100.0,0,0.0,-66.839,,,,,,-66.839,,-44.521,,,,,,-44.521,,-66.839,-66.839,0.0,0.0,2,-44.521,-44.521,0.0,0.0,2
Geografia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,473,Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,3,3,-28.339,-16.387,-20.368,7.067,-20.451,-16.626,-28.339,-16.387,11.952,6.833,-33.41,100.0,0.0,8.113,-9.976,-16.626,-20.368,7.067,27.435,14.878,-149.138,100.0,0,14.107,-16.387,,-8.499,0.765,-10.411,0.732,-18.459,,7.067,,17.459,0.85,20.784,0.829,-5.403,,-13.439,-13.399,4.742,9.96,4,9.977,12.263,11.801,26.188,4
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,474,Geologia (Bacharelado),Darcy Ribeiro,Diurno,AC,5,5,-96.644,-63.489,38.599,80.103,-67.95,-63.489,-96.644,-54.123,42.521,17.031,-25.064,50.0,1.0,16.021,72.563,77.924,38.599,97.846,59.247,21.772,30.005,75.0,1,20.475,-63.489,,-46.706,0.399,-55.807,0.212,-62.731,,80.103,,103.387,0.514,93.42,0.368,80.064,,-57.183,-59.269,7.793,16.783,4,89.243,86.762,11.333,23.323,4
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,475,Geologia (Bacharelado),Darcy Ribeiro,Diurno,CN,2,2,-33.967,-36.67,-33.967,-36.67,-35.318,-35.318,-36.67,-33.967,2.703,1.911,-5.412,100.0,0.0,0.0,-35.318,-35.318,-36.67,-33.967,2.703,1.911,-5.412,100.0,0,0.0,-36.67,,-39.373,1.0,-39.373,1.0,-35.769,,-36.67,,-39.373,1.0,-39.373,1.0,-35.769,,-37.796,-38.022,1.857,3.604,4,-37.796,-38.022,1.857,3.604,4
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,476,Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-36.351,-36.351,-36.351,-36.351,-36.351,-36.351,-36.351,-36.351,0.0,0.0,0.0,100.0,0.0,0.0,-36.351,-36.351,-36.351,-36.351,0.0,0.0,0.0,100.0,0,0.0,-36.351,,,,,,-36.351,,-36.351,,,,,,-36.351,,-36.351,-36.351,0.0,0.0,2,-36.351,-36.351,0.0,0.0,2
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,477,Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,3,-59.404,-3.498,-59.404,-3.498,-25.839,-14.615,-59.404,-3.498,55.906,29.595,-114.536,100.0,0.0,23.81,-25.839,-14.615,-59.404,-3.498,55.906,29.595,-114.536,100.0,0,23.81,-3.498,,30.067,0.892,24.455,0.877,-16.521,,-3.498,,30.067,0.892,24.455,0.877,-16.521,,8.626,10.478,22.283,46.588,4,8.626,10.478,22.283,46.588,4
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,478,Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,3,-28.409,9.264,-28.409,9.264,4.905,9.264,-28.409,33.859,62.268,31.362,639.433,50.0,1.0,61.421,4.905,9.264,-28.409,33.859,62.268,31.362,639.433,50.0,1,61.421,9.264,,28.923,0.192,18.07,0.078,11.184,,9.264,,28.923,0.192,18.07,0.078,11.184,,16.86,14.627,8.886,19.659,4,16.86,14.627,8.886,19.659,4
Geologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,479,Geologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-34.358,-34.358,-10.741,-10.741,-34.358,-34.358,-34.358,-34.358,0.0,0.0,0.0,100.0,0.0,0.0,-10.741,-10.741,-10.741,-10.741,0.0,0.0,0.0,100.0,0,0.0,-34.358,,,,,,-34.358,,-10.741,,,,,,-10.741,,-34.358,-34.358,0.0,0.0,2,-10.741,-10.741,0.0,0.0,2
Gestão Ambiental (Bacharelado) | Planaltina | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,480,Gestão Ambiental (Bacharelado),Planaltina,Noturno,AC,2,2,-62.155,-46.76,-62.155,31.975,-54.457,-54.457,-62.155,-46.76,15.395,10.886,-19.99,100.0,0.0,0.0,-15.09,-15.09,-62.155,31.975,94.13,66.56,-441.087,100.0,0,0.0,-46.76,,-39.062,1.0,-39.063,1.0,-51.892,,31.975,,79.04,1.0,79.04,1.0,0.598,,-44.194,-42.911,6.285,12.829,4,47.663,55.507,38.428,78.442,4
Gestão Ambiental (Bacharelado) | Planaltina | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,481,Gestão Ambiental (Bacharelado),Planaltina,Noturno,EP_R2_NPPI,2,2,-73.509,-10.728,39.118,-10.728,-42.118,-42.118,-73.509,-10.728,62.781,44.393,-105.4,100.0,0.0,0.0,14.195,14.195,-10.728,39.118,49.846,35.246,248.302,100.0,0,0.0,-10.728,,52.053,1.0,52.053,1.0,-31.655,,-10.728,,-60.574,1.0,-60.574,1.0,5.887,,15.431,20.662,43.142,83.708,4,-31.497,-35.651,34.253,66.461,4
Gestão Ambiental (Bacharelado) | Planaltina | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,482,Gestão Ambiental (Bacharelado),Planaltina,Noturno,EP_R2_PPI,1,1,-34.138,-34.138,-34.138,-34.138,-34.138,-34.138,-34.138,-34.138,0.0,0.0,0.0,100.0,0.0,0.0,-34.138,-34.138,-34.138,-34.138,0.0,0.0,0.0,100.0,0,0.0,-34.138,,,,,,-34.138,,-34.138,,,,,,-34.138,,-34.138,-34.138,0.0,0.0,2,-34.138,-34.138,0.0,0.0,2
Gestão de Agronegócio (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,483,Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,AC,5,5,-93.752,-46.176,-40.181,16.69,-69.012,-61.028,-93.752,-46.176,47.576,19.339,-28.023,75.0,2.0,28.8,-12.004,-19.741,-40.181,16.69,56.871,24.85,-207.021,50.0,2,40.207,-46.176,,-44.587,0.409,-45.873,0.408,-64.192,,16.69,,14.512,0.292,15.611,0.287,-7.032,,-50.207,-46.025,9.349,19.605,4,9.945,15.061,11.353,23.722,4
Gestão de Agronegócio (Bacharelado) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,484,Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,CN,2,2,-25.521,-12.02,-25.521,-12.02,-18.77,-18.77,-25.521,-12.02,13.501,9.547,-50.86,100.0,0.0,0.0,-18.77,-18.77,-25.521,-12.02,13.501,9.547,-50.86,100.0,0,0.0,-12.02,,-7.52,1.0,-7.52,1.0,-16.52,,-12.02,,-7.52,1.0,-7.52,1.0,-16.52,,-10.895,-9.77,4.309,9.001,4,-10.895,-9.77,4.309,9.001,4
Gestão de Agronegócio (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,485,Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,1,-32.966,-32.966,-32.966,-32.966,-32.966,-32.966,-32.966,-32.966,0.0,0.0,0.0,100.0,0.0,0.0,-32.966,-32.966,-32.966,-32.966,0.0,0.0,0.0,100.0,0,0.0,-32.966,,,,,,-32.966,,-32.966,,,,,,-32.966,,-32.966,-32.966,0.0,0.0,2,-32.966,-32.966,0.0,0.0,2
Gestão de Agronegócio (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,486,Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,1,1,-57.616,-57.616,-57.616,-57.616,-57.616,-57.616,-57.616,-57.616,0.0,0.0,0.0,100.0,0.0,0.0,-57.616,-57.616,-57.616,-57.616,0.0,0.0,0.0,100.0,0,0.0,-57.616,,,,,,-57.616,,-57.616,,,,,,-57.616,,-57.616,-57.616,0.0,0.0,2,-57.616,-57.616,0.0,0.0,2
Gestão de Agronegócio (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,487,Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,2,2,-71.314,-48.114,-1.139,-48.114,-59.714,-59.714,-71.314,-48.114,23.2,16.405,-27.472,100.0,0.0,0.0,-24.626,-24.626,-48.114,-1.139,46.975,33.216,-134.88,100.0,0,0.0,-48.114,,-40.381,1.0,-40.381,1.0,-55.847,,-48.114,,-63.772,1.0,-63.772,1.0,-32.456,,-46.181,-44.247,7.404,15.467,4,-52.029,-55.943,14.992,31.317,4
Gestão de Agronegócio (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,488,Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,1,1,-44.795,-44.795,-33.635,-33.635,-44.795,-44.795,-44.795,-44.795,0.0,0.0,0.0,100.0,0.0,0.0,-33.635,-33.635,-33.635,-33.635,0.0,0.0,0.0,100.0,0,0.0,-44.795,,,,,,-44.795,,-33.635,,,,,,-33.635,,-44.795,-44.795,0.0,0.0,2,-33.635,-33.635,0.0,0.0,2
Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,489,Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,AC,5,5,-72.389,-2.832,73.386,64.854,-42.388,-51.535,-72.389,-2.832,69.557,30.085,-70.975,75.0,2.0,24.813,64.12,64.854,40.755,89.961,49.206,19.077,29.752,75.0,2,34.76,-2.832,,11.727,0.829,13.442,0.827,-30.974,,64.854,,69.765,0.022,73.002,0.011,65.537,,-2.159,4.447,20.551,44.416,4,68.29,67.651,3.82,8.148,4
Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,490,Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,CN,5,5,-20.13,-10.584,24.96,-10.584,-22.165,-18.676,-66.75,5.313,72.063,26.895,-121.336,50.0,2.0,41.992,-13.147,-10.584,-66.75,24.96,91.71,34.29,-260.815,50.0,2,61.194,-10.584,,4.213,0.246,4.73,0.246,-16.088,,-10.584,,-12.239,0.0,-2.409,-0.043,-13.082,,-4.432,-3.186,10.526,20.818,4,-9.579,-11.411,4.891,10.673,4
Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,491,Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,4,4,-12.548,-58.902,-12.548,-41.161,-51.805,-49.856,-94.961,-12.548,82.413,34.52,-66.633,66.667,2.0,68.32,-47.37,-40.986,-94.961,-12.548,82.413,34.443,-72.711,66.667,2,68.744,-58.902,,-73.033,0.101,-60.169,0.031,-56.051,,-41.161,,-55.292,0.014,-38.88,-0.099,-48.955,,-62.039,-59.536,7.529,16.982,4,-46.072,-45.058,7.509,16.413,4
Gestão de Políticas Públicas (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,492,Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPIQ,1,1,-34.132,-34.132,-29.67,-29.67,-34.132,-34.132,-34.132,-34.132,0.0,0.0,0.0,100.0,0.0,0.0,-29.67,-29.67,-29.67,-29.67,0.0,0.0,0.0,100.0,0,0.0,-34.132,,,,,,-34.132,,-29.67,,,,,,-29.67,,-34.132,-34.132,0.0,0.0,2,-29.67,-29.67,0.0,0.0,2
