trienio,indice_trienio,Ano,campus,curso,turno,modalidade,modalidade_normalizada,escola_publica,faixa_renda,grupo_etnico,pcd,limite_salario_minimo,Nota Mínima,Nota Máxima,id_curso,id_curso_campus,id_curso_turno,id_curso_modalidade,id_curso_campus_turno,id_oferta,id_oferta_num,amplitude,delta_min,delta_max,delta_amplitude,ordem,total_trienios
2018-2020,1,2020,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-79.622,13.422,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R1_PPI,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,181,93.044,,,,1,4
2019-2021,2,2021,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-35.497,-29.515,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R1_PPI,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,181,5.981999999999999,44.125,-42.937,-87.062,2,4
2020-2022,3,2022,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-45.824,-26.627,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R1_PPI,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,181,19.197,-10.326999999999998,2.8880000000000017,13.215,3,4
2021-2023,4,2023,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-61.197,-32.867,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R1_PPI,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,181,28.330000000000005,-15.373000000000005,-6.239999999999998,9.133000000000006,4,4
2018-2020,1,2020,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-34.495,6.009,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R2_NPPI,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,182,40.504,,,,1,4
2019-2021,2,2021,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-51.116,31.064,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R2_NPPI,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,182,82.18,-16.621000000000002,25.055,41.67600000000001,2,4
2020-2022,3,2022,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-28.663,62.948,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R2_NPPI,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,182,91.611,22.453,31.884,9.430999999999997,3,4
2021-2023,4,2023,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-37.615,33.041,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R2_NPPI,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,182,70.656,-8.952000000000002,-29.907000000000004,-20.955,4,4
2023-2025,6,2025,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-91.423,-6.3,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R2_NPPIQ,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,183,85.123,,,,1,1
2023-2025,6,2025,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,-32.205,-32.205,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R2_NPPIQ_PCD,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,184,0.0,,,,1,1
2018-2020,1,2020,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-62.078,-12.864,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R2_PPI,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,185,49.214,,,,1,4
2019-2021,2,2021,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-70.502,28.724,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R2_PPI,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,185,99.226,-8.423999999999992,41.588,50.012,2,4
2020-2022,3,2022,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-80.884,-1.376,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R2_PPI,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,185,79.508,-10.382000000000005,-30.1,-19.718000000000004,3,4
2021-2023,4,2023,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-57.603,10.11,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R2_PPI,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,185,67.713,23.281,11.485999999999999,-11.795000000000002,4,4
2023-2025,6,2025,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-70.919,-49.487,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | EP_R2_PPIQ,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,186,21.431999999999995,,,,1,1
2018-2020,1,2020,Darcy Ribeiro,Computação (Licenciatura),Noturno,AC,AC,False,,,False,,-96.333,63.42,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | AC,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,187,159.753,,,,1,6
2019-2021,2,2021,Darcy Ribeiro,Computação (Licenciatura),Noturno,AC,AC,False,,,False,,-20.863,34.167,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | AC,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,187,55.03,75.47,-29.253,-104.72299999999998,2,6
2020-2022,3,2022,Darcy Ribeiro,Computação (Licenciatura),Noturno,AC,AC,False,,,False,,-2.433,74.983,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | AC,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,187,77.416,18.43,40.816,22.385999999999996,3,6
2021-2023,4,2023,Darcy Ribeiro,Computação (Licenciatura),Noturno,AC,AC,False,,,False,,-26.5,71.725,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | AC,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,187,98.225,-24.067,-3.2580000000000098,20.808999999999997,4,6
2022-2024,5,2024,Darcy Ribeiro,Computação (Licenciatura),Noturno,AC,AC,False,,,False,,-105.03,-44.569,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | AC,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,187,60.461,-78.53,-116.294,-37.763999999999996,5,6
2023-2025,6,2025,Darcy Ribeiro,Computação (Licenciatura),Noturno,AC,AC,False,,,False,,-22.177,45.581,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | AC,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,187,67.75800000000001,82.85300000000001,90.15,7.297000000000011,6,6
2019-2021,2,2021,Darcy Ribeiro,Computação (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-3.314,-3.314,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | CN,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,188,0.0,,,,1,4
2020-2022,3,2022,Darcy Ribeiro,Computação (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-63.586,-63.586,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | CN,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,188,0.0,-60.272,-60.272,0.0,2,4
2021-2023,4,2023,Darcy Ribeiro,Computação (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,35.66,35.66,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | CN,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,188,0.0,99.246,99.246,0.0,3,4
2023-2025,6,2025,Darcy Ribeiro,Computação (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-23.781,-23.781,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | CN,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,188,0.0,-59.440999999999995,-59.440999999999995,0.0,4,4
2020-2022,3,2022,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-65.745,-51.109,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | EP_R1_NPPI,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,189,14.636000000000003,,,,1,1
2018-2020,1,2020,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,36.577,36.577,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | EP_R1_PPI,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,190,0.0,,,,1,4
2019-2021,2,2021,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-81.096,-81.096,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | EP_R1_PPI,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,190,0.0,-117.673,-117.673,0.0,2,4
2020-2022,3,2022,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-49.349,-32.293,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | EP_R1_PPI,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,190,17.055999999999997,31.747000000000007,48.803000000000004,17.055999999999997,3,4
2021-2023,4,2023,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-5.522,-5.522,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | EP_R1_PPI,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,190,0.0,43.827,26.771,-17.055999999999997,4,4
2018-2020,1,2020,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-28.675,14.464,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | EP_R2_NPPI,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,191,43.139,,,,1,4
2019-2021,2,2021,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-57.125,-53.651,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | EP_R2_NPPI,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,191,3.4739999999999966,-28.45,-68.11500000000001,-39.665000000000006,2,4
2020-2022,3,2022,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-20.342,-8.206,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | EP_R2_NPPI,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,191,12.136,36.783,45.44500000000001,8.662000000000003,3,4
2021-2023,4,2023,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-50.802,-11.64,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | EP_R2_NPPI,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,191,39.162,-30.46,-3.434000000000001,27.026,4,4
2023-2025,6,2025,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-44.036,-4.601,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | EP_R2_NPPIQ,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,192,39.435,,,,1,1
2021-2023,4,2023,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R2_NPPI_PCD,EP_R2_NPPI_PCD,True,R2,NPPI,True,1.5,18.874,18.874,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | EP_R2_NPPI_PCD,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI_PCD | EP=True | R=R2 | GE=NPPI | PCD=True | SM=1.5,193,0.0,,,,1,1
2019-2021,2,2021,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-51.231,-44.126,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | EP_R2_PPI,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,194,7.105000000000004,,,,1,2
2020-2022,3,2022,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-85.346,-10.124,Computação (Licenciatura),Computação (Licenciatura) | Darcy Ribeiro,Computação (Licenciatura) | Noturno,Computação (Licenciatura) | EP_R2_PPI,Computação (Licenciatura) | Darcy Ribeiro | Noturno,Computação (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,194,75.22200000000001,-34.115,34.001999999999995,68.117,2,2
2018-2020,1,2020,Darcy Ribeiro,Comunicação Organizacional (Bacharelado),Noturno,AC,AC,False,,,False,,-60.884,61.325,Comunicação Organizacional (Bacharelado),Comunicação Organizacional (Bacharelado) | Darcy Ribeiro,Comunicação Organizacional (Bacharelado) | Noturno,Comunicação Organizacional (Bacharelado) | AC,Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno,Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,195,122.209,,,,1,6
2019-2021,2,2021,Darcy Ribeiro,Comunicação Organizacional (Bacharelado),Noturno,AC,AC,False,,,False,,-17.502,62.26,Comunicação Organizacional (Bacharelado),Comunicação Organizacional (Bacharelado) | Darcy Ribeiro,Comunicação Organizacional (Bacharelado) | Noturno,Comunicação Organizacional (Bacharelado) | AC,Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno,Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,195,79.762,43.382000000000005,0.9349999999999952,-42.447,2,6
2020-2022,3,2022,Darcy Ribeiro,Comunicação Organizacional (Bacharelado),Noturno,AC,AC,False,,,False,,-22.175,42.588,Comunicação Organizacional (Bacharelado),Comunicação Organizacional (Bacharelado) | Darcy Ribeiro,Comunicação Organizacional (Bacharelado) | Noturno,Comunicação Organizacional (Bacharelado) | AC,Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno,Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,195,64.763,-4.673000000000002,-19.671999999999997,-14.998999999999995,3,6
