Curso,Campus,Turno,Modalidade,Triênios,Primeira Nota,Última Nota,Média Histórica,Mediana Histórica,Mínimo Histórico,Máximo Histórico,Previsão,Δ Média,Δ Última,Índice de Estabilidade,Estabilidade,CV (%),Desvio,Amplitude,Volatilidade,Mudanças
Gestão Ambiental (Bacharelado),Planaltina,Noturno,AC,2,-62.16,-46.76,-54.46,-54.46,-62.16,-46.76,-44.19,10.26,2.57,61.56,Alta,-19.99,10.89,15.4,0.0,0.0
Gestão Ambiental (Bacharelado),Planaltina,Noturno,EP_R2_NPPI,2,-73.51,-10.73,-42.12,-42.12,-73.51,-10.73,15.43,57.55,26.16,59.96,Moderada,-105.4,44.39,62.78,0.0,0.0
Gestão Ambiental (Bacharelado),Planaltina,Noturno,EP_R2_PPI,1,-34.14,-34.14,-34.14,-34.14,-34.14,-34.14,-34.14,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,AC,5,-93.75,-46.18,-69.01,-61.03,-93.75,-46.18,-50.21,18.8,-4.03,46.1,Moderada,-28.02,19.34,47.58,28.8,2.0
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,CN,2,-25.52,-12.02,-18.77,-18.77,-25.52,-12.02,-10.9,7.88,1.12,64.7,Alta,-50.86,9.55,13.5,0.0,0.0
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,-32.97,-32.97,-32.97,-32.97,-32.97,-32.97,-32.97,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,1,-57.62,-57.62,-57.62,-57.62,-57.62,-57.62,-57.62,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,2,-71.31,-48.11,-59.71,-59.71,-71.31,-48.11,-46.18,13.53,1.93,61.56,Alta,-27.47,16.4,23.2,0.0,0.0
Gestão de Agronegócio (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,1,-44.8,-44.8,-44.8,-44.8,-44.8,-44.8,-44.8,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,AC,5,-72.39,-2.83,-42.39,-51.54,-72.39,-2.83,-2.16,40.23,0.67,46.81,Moderada,-70.97,30.08,69.56,24.81,2.0
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,CN,5,-20.13,-10.58,-22.16,-18.68,-66.75,5.31,-4.43,17.73,6.15,45.19,Moderada,-121.34,26.9,72.06,41.99,2.0
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,4,-12.55,-58.9,-51.8,-49.86,-94.96,-12.55,-62.04,-10.23,-3.14,35.21,Baixa,-66.63,34.52,82.41,68.32,2.0
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPIQ,1,-34.13,-34.13,-34.13,-34.13,-34.13,-34.13,-34.13,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,4,-95.96,-41.06,-62.33,-56.15,-95.96,-41.06,-32.55,29.78,8.51,57.3,Moderada,-40.44,25.21,54.9,12.82,0.0
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,4,-43.78,-64.37,-53.95,-54.08,-81.61,-26.03,-57.43,-3.48,6.94,38.9,Baixa,-44.85,24.2,55.58,54.08,2.0
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,-39.71,-39.71,-39.71,-39.71,-39.71,-39.71,-39.71,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,3,-60.85,-36.2,-54.39,-60.85,-66.12,-36.2,-35.84,18.55,0.36,47.64,Moderada,-29.36,15.97,29.92,24.88,1.0
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,-50.03,-50.03,-50.03,-50.03,-50.03,-50.03,-50.03,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Gestão do Agronegócio (Bacharelado),Planaltina,Diurno,AC,5,-80.14,-82.79,-78.81,-80.14,-96.68,-56.32,-78.17,0.64,4.62,43.81,Moderada,-18.42,14.52,40.35,29.86,3.0
Gestão do Agronegócio (Bacharelado),Planaltina,Diurno,CN,1,-45.11,-45.11,-45.11,-45.11,-45.11,-45.11,-45.11,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Gestão do Agronegócio (Bacharelado),Planaltina,Diurno,EP_R2_NPPI,1,-54.11,-54.11,-54.11,-54.11,-54.11,-54.11,-54.11,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,6,4.47,47.47,27.6,39.08,-8.56,47.47,34.61,7.01,-12.86,34.78,Baixa,85.56,23.61,56.03,39.94,2.0
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,6,25.57,-27.23,-6.74,-7.7,-36.36,25.57,-29.79,-23.05,-2.56,49.5,Moderada,-393.25,26.52,61.93,38.48,3.0
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-8.11,19.37,3.34,1.79,-9.57,19.37,16.22,12.88,-3.15,34.7,Baixa,431.62,14.43,28.95,26.74,2.0
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-17.03,-17.03,-17.03,-17.03,-17.03,-17.03,-17.03,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,4,5.76,-24.22,-9.2,-9.18,-24.22,5.76,-24.74,-15.54,-0.52,54.11,Moderada,-134.31,12.36,29.98,12.36,2.0
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,6.11,-54.2,5.64,19.64,-54.2,32.47,-32.85,-38.49,21.36,23.84,Baixa,616.73,34.79,86.67,48.7,3.0
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,21.42,21.42,21.42,21.42,21.42,21.42,21.42,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,-4.96,-4.96,-4.96,-4.96,-4.96,-4.96,-4.96,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-17.94,-41.89,-23.5,-26.5,-41.89,0.91,-44.2,-20.71,-2.31,51.4,Moderada,-81.45,19.14,42.8,27.43,1.0
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-31.06,-31.06,-31.06,-31.06,-31.06,-31.06,-31.06,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ_PCD,1,-30.96,-30.96,-30.96,-30.96,-30.96,-30.96,-30.96,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
História (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-56.35,-85.39,-63.35,-67.09,-85.39,-38.56,-85.12,-21.77,0.27,52.19,Moderada,-27.33,17.32,46.83,19.85,1.0
História (Licenciatura),Darcy Ribeiro,Noturno,CN,3,-59.9,-27.16,-20.67,-27.16,-59.9,25.06,-21.33,-0.66,5.84,38.38,Baixa,-207.31,42.85,84.95,96.99,1.0
História (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,4,-66.83,-47.86,-30.76,-32.76,-66.83,9.29,-28.82,1.94,19.04,43.15,Moderada,-108.94,33.51,76.12,56.08,1.0
História (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,4,-48.66,-17.73,-29.61,-30.37,-48.66,-9.04,-19.27,10.34,-1.54,44.76,Moderada,-64.87,19.21,39.62,39.02,2.0
História (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,3,-68.47,-25.48,-34.29,-25.48,-68.47,-8.93,-17.96,16.33,7.51,41.6,Moderada,-89.62,30.73,59.54,53.8,1.0
História (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,-61.21,-61.21,-61.21,-61.21,-61.21,-61.21,-61.21,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
História (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,3,-61.06,-24.3,-39.97,-34.56,-61.06,-24.3,-16.81,23.16,7.48,58.13,Moderada,-47.47,18.97,36.77,11.49,0.0
Japonês (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-60.85,-83.56,-53.08,-60.85,-83.56,-5.04,-65.98,-12.9,17.58,40.24,Moderada,-54.88,29.13,78.51,53.04,2.0
Japonês (Licenciatura),Darcy Ribeiro,Noturno,CN,2,-70.49,-59.48,-64.98,-64.98,-70.49,-59.48,-57.65,7.34,1.83,61.38,Alta,-11.97,7.78,11.0,0.0,0.0
Japonês (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,3,2.28,-18.52,-11.97,-18.52,-19.67,2.28,-23.92,-11.94,-5.39,55.0,Moderada,-103.19,12.36,21.95,16.34,1.0
Japonês (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI_PCD,1,5.9,5.9,5.9,5.9,5.9,5.9,5.9,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,AC,6,81.26,85.9,83.04,83.13,69.36,95.52,82.98,-0.06,-2.91,42.63,Moderada,10.24,8.5,26.15,17.22,4.0
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,CN,6,14.71,52.71,37.25,41.33,-3.46,76.01,39.06,1.82,-13.65,26.64,Baixa,78.06,29.07,79.47,56.02,4.0
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,-9.0,-11.96,6.22,1.73,-11.96,40.54,-6.82,-13.04,5.14,29.44,Baixa,338.25,21.05,52.5,38.72,3.0
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-37.17,-37.17,-37.17,-37.17,-37.17,-37.17,-37.17,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-45.4,18.93,-14.32,-15.4,-45.4,18.93,15.07,29.38,-3.86,42.3,Moderada,-218.12,31.23,64.32,54.36,2.0
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,7.89,17.0,36.54,21.44,7.89,69.46,22.31,-14.23,5.32,35.2,Baixa,80.23,29.32,61.58,44.22,1.0
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,41.61,41.61,41.61,41.61,41.61,41.61,41.61,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,-5.21,-53.57,-8.82,-5.21,-53.57,23.78,-42.39,-33.57,11.19,44.31,Moderada,-324.0,28.56,77.35,41.8,3.0
Jornalismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-49.26,-49.26,-49.26,-49.26,-49.26,-49.26,-49.26,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-55.01,-79.03,-70.11,-71.14,-98.76,-46.59,-72.82,-2.71,6.21,43.85,Moderada,-29.26,20.51,52.17,37.36,2.0
Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,-27.42,-27.42,-27.42,-27.42,-27.42,-27.42,-27.42,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,2,-44.3,-54.88,-49.59,-49.59,-54.88,-44.3,-59.28,-9.69,-4.4,61.69,Alta,-15.08,7.48,10.57,0.0,0.0
Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,2,-41.24,-47.19,-44.22,-44.22,-47.19,-41.24,-48.18,-3.96,-0.99,61.61,Alta,-9.51,4.21,5.95,0.0,0.0
Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,3,-45.26,-14.49,-32.78,-38.58,-45.26,-14.49,-10.82,21.96,3.68,59.07,Moderada,-49.37,16.18,30.77,12.31,0.0
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,4,-55.89,-87.34,-62.64,-59.35,-87.34,-44.51,-85.95,-23.31,1.39,49.88,Moderada,-28.92,18.11,42.83,19.19,1.0
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,1,-84.37,-84.37,-84.37,-84.37,-84.37,-84.37,-84.37,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-2.64,-48.69,-25.67,-25.67,-48.69,-2.64,-56.37,-30.7,-7.68,63.0,Alta,-126.85,32.56,46.05,0.0,0.0
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,-20.18,-33.8,-32.54,-33.8,-43.65,-20.18,-36.65,-4.1,-2.84,49.61,Moderada,-36.21,11.78,23.47,23.56,1.0
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-20.96,-80.31,-50.0,-48.72,-80.31,-20.96,-89.88,-39.88,-9.57,56.01,Moderada,-59.4,29.7,59.35,2.71,0.0
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,6,-10.25,15.31,12.8,18.87,-15.47,32.55,11.06,-1.74,-4.24,33.18,Baixa,163.77,20.96,48.01,35.79,4.0
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,4,-52.72,-17.01,-17.16,-21.32,-52.72,26.73,1.26,18.42,18.28,44.9,Moderada,-192.17,32.98,79.45,49.82,1.0
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,-17.71,-26.44,-13.27,-12.72,-26.44,-3.97,-21.07,-7.79,5.37,53.63,Moderada,-69.44,9.22,22.47,15.65,3.0
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,4,6.41,-18.63,-21.21,-24.62,-42.02,6.41,-26.31,-5.1,-7.68,49.59,Moderada,-97.77,20.74,48.42,34.71,1.0
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,14.04,-40.91,6.93,14.04,-40.91,30.67,-31.13,-38.06,9.78,35.7,Baixa,417.85,28.96,71.58,26.69,1.0
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-14.23,-14.23,-14.23,-14.23,-14.23,-14.23,-14.23,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-63.89,-77.78,-33.73,-31.02,-77.78,4.92,-57.47,-23.75,20.31,41.08,Moderada,-128.21,43.24,82.7,74.52,1.0
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-34.49,-34.49,-34.49,-34.49,-34.49,-34.49,-34.49,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,6,-25.6,46.68,20.91,37.34,-25.6,52.64,35.42,14.51,-11.27,25.69,Baixa,170.16,35.58,78.24,60.08,4.0
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,6,-46.77,30.13,-4.55,7.14,-60.7,35.73,13.8,18.36,-16.32,41.69,Moderada,-880.4,40.1,96.44,71.31,4.0
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,-16.88,-26.31,-2.27,-16.14,-26.31,39.57,-8.78,-6.51,17.53,44.86,Moderada,-1174.35,26.69,65.89,53.74,3.0
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-21.14,-21.14,-21.14,-21.14,-21.14,-21.14,-21.14,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-39.49,-21.58,-18.73,-15.85,-39.49,-3.74,-13.54,5.19,8.04,53.46,Moderada,-83.74,15.68,35.75,23.61,1.0
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,-29.22,-53.69,-4.2,17.88,-53.69,23.43,-31.86,-27.66,21.83,50.02,Moderada,-837.39,35.15,77.12,50.86,1.0
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-39.52,-39.52,-39.52,-39.52,-39.52,-39.52,-39.52,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-71.64,-23.76,-46.13,-47.7,-75.98,-13.15,-29.74,16.39,-5.98,37.72,Baixa,-70.02,32.3,62.84,68.31,2.0
Letras - Português (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-30.58,-30.58,-30.58,-30.58,-30.58,-30.58,-30.58,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras - Português (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-54.54,-56.96,-61.62,-56.96,-79.9,-46.16,-56.07,5.54,0.88,48.91,Moderada,-21.84,13.46,33.74,23.08,2.0
Letras - Português (Licenciatura),Darcy Ribeiro,Noturno,CN,1,-31.96,-31.96,-31.96,-31.96,-31.96,-31.96,-31.96,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras - Português (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,3,6.56,-45.74,-31.44,-45.74,-55.13,6.56,-60.38,-28.95,-14.64,42.57,Moderada,-105.73,33.24,61.69,50.25,1.0
Letras - Português (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,1,-39.82,-39.82,-39.82,-39.82,-39.82,-39.82,-39.82,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras - Português (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,4,-3.89,-8.79,-21.35,-15.12,-51.27,-3.89,-13.13,8.22,-4.34,48.6,Moderada,-99.64,21.27,47.38,40.53,1.0
Letras - Português (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,3,-23.9,-13.59,-17.01,-13.59,-23.9,-13.53,-11.01,6.0,2.59,53.56,Moderada,-35.08,5.97,10.36,7.37,1.0
Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,AC,5,-65.68,-75.9,-46.6,-49.96,-75.9,-10.94,-69.61,-23.0,6.3,48.03,Moderada,-56.41,26.29,64.96,38.32,1.0
Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,CN,2,-27.2,-45.76,-36.48,-36.48,-45.76,-27.2,-53.5,-17.01,-7.73,63.08,Alta,-35.97,13.12,18.56,0.0,0.0
Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,-17.59,-41.56,-31.66,-35.82,-41.56,-17.59,-44.24,-12.59,-2.69,59.57,Moderada,-39.52,12.51,23.96,8.83,0.0
Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-35.98,-48.36,-46.7,-48.36,-55.76,-35.98,-52.69,-5.99,-4.33,49.48,Moderada,-21.4,9.99,19.78,19.22,1.0
Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,-24.41,-4.69,-25.49,-24.41,-47.36,-4.69,-6.87,18.62,-2.18,45.26,Moderada,-83.79,21.36,42.67,46.41,1.0
Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-83.52,3.9,-46.86,-60.95,-83.52,3.9,14.94,61.8,11.05,49.96,Moderada,-96.84,45.38,87.42,29.89,0.0
Letras – Tradução – Espanhol (Bacharelado),Darcy Ribeiro,Noturno,AC,5,-37.81,-56.27,-58.18,-56.3,-80.94,-37.81,-60.26,-2.08,-3.99,52.19,Moderada,-26.38,15.35,43.14,22.01,1.0
Letras – Tradução – Espanhol (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,1,-45.08,-45.08,-45.08,-45.08,-45.08,-45.08,-45.08,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras – Tradução – Espanhol (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,3,-49.61,-74.1,-57.5,-49.61,-74.1,-48.8,-74.9,-17.4,-0.8,49.19,Moderada,-25.0,14.38,25.3,18.46,1.0
Letras – Tradução – Espanhol (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,1,-26.22,-26.22,-26.22,-26.22,-26.22,-26.22,-26.22,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras – Tradução – Francês (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-67.22,-18.6,-43.47,-28.61,-75.82,-18.6,-19.32,24.15,-0.72,44.53,Moderada,-59.98,26.07,57.23,43.11,2.0
Letras – Tradução – Francês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,-28.72,-28.72,-28.72,-28.72,-28.72,-28.72,-28.72,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,AC,6,-73.35,-75.98,-31.93,-35.28,-75.98,14.88,-63.32,-31.39,12.66,48.9,Moderada,-129.24,41.27,90.86,51.26,1.0
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,CN,4,-50.51,8.67,-24.04,-26.78,-51.29,8.67,15.8,39.85,7.14,50.77,Moderada,-130.51,31.38,59.95,25.48,1.0
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,21.24,21.24,21.24,21.24,21.24,21.24,21.24,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-63.4,-50.12,-58.4,-61.69,-63.4,-50.12,-48.73,9.67,1.39,58.44,Moderada,-12.37,7.22,13.28,6.98,0.0
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-66.72,-20.76,-20.49,-9.02,-66.72,2.8,-6.26,14.23,14.5,46.06,Moderada,-159.82,32.75,69.52,48.37,1.0
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-59.74,-59.74,-59.74,-59.74,-59.74,-59.74,-59.74,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,-20.51,-20.51,-20.51,-20.51,-20.51,-20.51,-20.51,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,2,-34.88,-62.08,-48.48,-48.48,-62.08,-34.88,-73.42,-24.93,-11.33,62.24,Alta,-39.67,19.23,27.2,0.0,0.0
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-54.74,-60.26,-50.29,-54.74,-60.26,-32.75,-55.89,-5.59,4.37,51.24,Moderada,-21.44,10.78,27.51,17.45,2.0
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,CN,2,-34.47,44.58,5.06,5.06,-34.47,44.58,77.52,72.47,32.94,41.53,Moderada,1105.17,55.9,79.05,0.0,0.0
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-2.77,47.66,22.45,22.45,-2.77,47.66,68.67,46.22,21.01,46.27,Moderada,158.85,35.66,50.43,0.0,0.0
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,2,-25.61,-46.0,-35.8,-35.8,-46.0,-25.61,-47.7,-11.89,-1.7,63.29,Alta,-40.25,14.41,20.38,0.0,0.0
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,-48.7,-2.63,-21.72,-13.84,-48.7,-2.63,7.02,28.74,9.65,58.63,Moderada,-110.59,24.02,46.07,16.72,0.0
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-67.76,-67.76,-67.76,-67.76,-67.76,-67.76,-67.76,0.0,0.0,57.25,Moderada,0.0,0.0,0.0,0.0,0.0
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,21.42,-15.78,-23.66,-15.78,-76.63,21.42,-35.22,-11.56,-19.44,37.38,Baixa,-209.16,49.5,98.04,112.36,1.0
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,6,-74.61,-20.74,-18.2,-11.81,-74.61,31.53,-25.61,-7.41,-4.87,44.07,Moderada,-242.57,44.15,106.14,63.13,2.0
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,4,-78.17,-31.24,-23.46,-14.12,-78.17,12.58,-12.74,10.72,18.5,42.21,Moderada,-174.96,41.04,90.75,62.72,1.0
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-96.95,-20.21,-54.28,-49.99,-96.95,-20.21,-14.6,39.68,5.6,54.18,Moderada,-58.46,31.74,76.74,21.62,0.0
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-1.02,-6.05,-17.43,-3.53,-64.58,1.93,-23.03,-5.6,-16.98,40.76,Moderada,-181.34,31.61,66.51,62.65,2.0
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,-42.48,-53.02,-4.45,14.6,-53.02,40.09,-30.67,-26.22,22.36,40.86,Moderada,-918.79,40.87,93.11,64.76,3.0
