id_oferta,id_oferta_num,curso,campus,turno,modalidade,n_trienios,media_ponderada_min,media_ponderada_max,desvio_ponderado_min,desvio_ponderado_max,slope_ponderada_min,slope_ponderada_max,momentum_min,momentum_max,aceleracao_min,aceleracao_max,curvatura_min,curvatura_max
Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,198,Comunicação Organizacional (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,-83.245,15.877,0.0,0.0,,,0.0,0.0,,,,
Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,199,Comunicação Organizacional (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,2,-56.598,-17.537,14.125,4.163,29.964,8.831,4.994,1.472,,,,
Comunicação Organizacional (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,200,Comunicação Organizacional (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,-49.545,-18.438,0.0,0.0,,,0.0,0.0,,,,
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,201,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,AC,6,57.484,79.983,12.227,22.588,-3.0969,-6.34041,-0.84,-5.942,-4.62425,4.30033,-2.611161,-0.681946
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,202,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,CN,6,28.816,29.465,43.112,43.365,-7.49256,-8.4672,-5.126,-6.75,23.53275,26.944,-1.677232,-0.458929
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,203,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-0.676,4.548,28.365,23.156,20.6924,10.2448,10.256,2.42,0.9005,27.0195,0.45025,13.50975
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,204,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-29.329,-29.329,0.0,0.0,,,0.0,0.0,,,,
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,205,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-12.169,7.213,11.604,12.57,3.9312,-11.3654,4.2,-5.835,-22.3405,1.5265,-11.17025,0.76325
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,206,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,12.95,25.155,44.869,34.173,-20.94697,-14.13909,-3.754,-1.234,-47.89333,-37.57167,-25.526786,-20.479643
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,207,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,50.59,50.59,0.0,0.0,,,0.0,0.0,,,,
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,208,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-28.571,-5.107,39.047,58.039,-27.5756,-42.8402,-7.851,-13.216,-59.371,-82.0445,-29.6855,-41.02225
Comunicação Social - Publicidade e Propaganda (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,209,Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-41.458,-16.426,0.0,0.0,,,0.0,0.0,,,,
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,210,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro,Diurno,AC,6,62.352,111.517,15.094,38.733,-1.38796,-3.81983,0.27,-4.686,3.24925,3.816,-2.140196,-1.320018
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,211,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro,Diurno,CN,6,-12.342,-12.342,32.818,32.818,-13.27171,-13.27171,-4.023,-4.023,-38.9385,-38.9385,-10.555321,-10.555321
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,212,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-20.198,-4.616,19.698,8.68,-41.786,-18.412,-6.964,-3.069,,,,
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,213,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-27.306,-17.663,10.376,15.737,13.107,-5.2474,3.848,-4.022,15.635,68.171,7.8175,34.0855
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,214,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,-20.194,27.69,17.97,31.477,-8.72506,-3.92271,-2.007,0.713,-16.62,-36.73833,-9.524429,-8.319857
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,215,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,41.977,41.977,0.0,0.0,,,0.0,0.0,,,,
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,216,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-45.947,-18.601,17.942,45.771,-21.7578,-50.3452,-6.108,-12.875,-34.328,-117.207,-17.164,-58.6035
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,217,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-32.295,26.778,0.0,0.0,,,0.0,0.0,,,,
Comunicação Social – Audiovisual (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI_PCD | EP=True | R=R2 | GE=PPI | PCD=True | SM=1.5,218,Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI_PCD,1,-6.39,-6.39,0.0,0.0,,,0.0,0.0,,,,
Design – Programação Visual/Projeto do Produto (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,219,Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro,Diurno,AC,6,74.469,99.42,12.135,17.653,0.11289,-2.49569,-1.079,-3.899,7.8525,17.302,1.759607,2.728571
Design – Programação Visual/Projeto do Produto (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,220,Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro,Diurno,CN,6,0.663,1.881,50.653,51.087,-12.85686,-14.684,-7.383,-10.429,16.9915,23.3865,-4.996107,-2.712179
Design – Programação Visual/Projeto do Produto (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,221,Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,-21.506,-20.618,38.574,38.897,-13.68369,-15.20586,-3.894,-5.67,-9.53167,-5.092,-13.070643,-11.167929
Design – Programação Visual/Projeto do Produto (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,222,Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-55.242,-7.149,0.0,0.0,,,0.0,0.0,,,,
Design – Programação Visual/Projeto do Produto (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,223,Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-21.44,-6.553,9.67,6.343,9.3632,4.9696,4.221,1.796,4.6105,6.8845,2.30525,3.44225
Design – Programação Visual/Projeto do Produto (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,224,Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,26.07,26.07,0.0,0.0,,,0.0,0.0,,,,
Design – Programação Visual/Projeto do Produto (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,225,Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,-27.073,-6.12,34.397,27.879,-22.52214,-19.1448,-10.561,-9.99,-32.63567,-14.439,-11.134571,-6.9325
Design – Programação Visual/Projeto do Produto (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,226,Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-44.318,-44.259,0.0,0.0,,,0.0,0.0,,,,
Direito (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,227,Direito (Bacharelado),Darcy Ribeiro,Diurno,AC,5,122.826,156.767,12.942,24.412,4.60191,-0.36547,3.295,-0.469,0.46967,7.757,-0.437556,-1.538703
Direito (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,228,Direito (Bacharelado),Darcy Ribeiro,Noturno,AC,6,89.771,115.727,14.282,20.346,5.79626,-2.78297,5.99,-2.894,2.1335,13.301,-1.739107,0.116946
Direito (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,229,Direito (Bacharelado),Darcy Ribeiro,Diurno,CN,6,74.575,101.123,16.496,17.595,-0.78579,-1.34599,-0.108,-1.941,7.63225,10.77975,-0.820054,1.229554
Direito (Bacharelado) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,230,Direito (Bacharelado),Darcy Ribeiro,Noturno,CN,6,55.534,76.537,20.728,25.981,5.44767,-3.81247,2.244,-3.187,13.23025,14.78475,3.444304,0.014911
Direito (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,231,Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,23.215,42.057,16.321,21.157,-9.75403,-13.58206,-4.428,-7.398,-6.67867,-9.42333,-5.187714,-4.141929
Direito (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,232,Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,5,3.51,34.8,23.673,46.555,-5.5086,-10.47329,1.912,1.012,-31.194,-50.86467,-13.9615,-19.986143
Direito (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,233,Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,14.584,66.246,0.0,0.0,,,0.0,0.0,,,,
Direito (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,234,Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPIQ,1,-26.945,36.277,0.0,0.0,,,0.0,0.0,,,,
Direito (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI_PCD | EP=True | R=R1 | GE=NPPI | PCD=True | SM=1.5,235,Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI_PCD,1,-22.954,-22.954,0.0,0.0,,,0.0,0.0,,,,
Direito (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,236,Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,5,-3.119,38.907,18.285,37.169,-4.93277,-20.72523,0.061,-9.49,-20.92733,-23.50933,-8.373786,-10.816214
Direito (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,237,Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,4,-9.246,15.986,8.808,15.264,2.7074,-10.5686,2.281,-2.871,-9.2685,-24.1305,-4.63425,-12.06525
Direito (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,238,Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,-87.773,5.701,0.0,0.0,,,0.0,0.0,,,,
Direito (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,239,Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPIQ,1,-40.663,-26.586,0.0,0.0,,,0.0,0.0,,,,
Direito (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI_PCD | EP=True | R=R1 | GE=PPI | PCD=True | SM=1.5,240,Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI_PCD,1,-15.077,-15.077,0.0,0.0,,,0.0,0.0,,,,
Direito (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,241,Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,86.896,112.973,20.906,16.688,11.4613,-7.27358,9.558,-3.446,-40.544,-14.074,-9.382864,-3.584295
Direito (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,242,Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,5,51.906,77.057,17.658,13.816,-1.09006,0.11057,3.234,1.997,-24.53733,-8.24533,-9.902929,-4.809214
Direito (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,243,Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,123.845,123.845,0.0,0.0,,,0.0,0.0,,,,
Direito (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,244,Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,92.181,92.842,0.0,0.0,,,0.0,0.0,,,,
Direito (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,245,Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,27.527,27.527,0.0,0.0,,,0.0,0.0,,,,
Direito (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,246,Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,31.325,70.554,11.772,28.133,-5.33274,0.31486,-0.75,3.675,-14.97033,-24.057,-7.014071,-8.663071
Direito (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,247,Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,5,-10.37,23.472,36.047,41.646,-23.05531,-28.46006,-9.121,-13.45,-30.75,-20.14933,-15.623357,-13.809429
Direito (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,248,Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,61.18,81.56,0.0,0.0,,,0.0,0.0,,,,
Direito (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,249,Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,31.885,58.328,0.0,0.0,,,0.0,0.0,,,,
Educação Física (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,250,Educação Física (Bacharelado),Darcy Ribeiro,Diurno,AC,4,8.123,60.789,14.016,14.523,11.2602,13.3612,7.483,5.508,-18.527,11.729,-9.2635,5.8645
Educação Física (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,251,Educação Física (Bacharelado),Darcy Ribeiro,Diurno,CN,4,14.738,18.913,17.508,14.753,17.2808,8.9314,8.202,1.94,4.3845,25.258,2.19225,12.629
Educação Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,252,Educação Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-34.526,7.206,10.387,25.998,2.4238,24.031,-0.165,10.439,13.765,15.766,6.8825,7.883
Educação Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,253,Educação Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-50.024,-9.599,14.508,17.261,-14.069,13.091,-6.866,5.008,-1.685,15.374,-0.8425,7.687
Educação Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,254,Educação Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-12.274,20.936,29.576,15.42,19.311,1.6488,12.266,2.886,-26.105,-20.6135,-13.0525,-10.30675
Educação Física (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,255,Educação Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-38.86,2.722,19.661,10.945,16.1638,-6.7674,10.2,-2.272,-21.177,-11.1195,-10.5885,-5.55975
Educação Física (Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,256,Educação Física (Licenciatura),Darcy Ribeiro,Diurno,AC,4,-18.98,32.322,15.539,12.101,11.784,4.2144,8.189,3.017,-22.9725,-9.0985,-11.48625,-4.54925
Educação Física (Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,257,Educação Física (Licenciatura),Darcy Ribeiro,Diurno,CN,4,1.45,3.231,16.486,14.89,15.8362,12.2752,6.885,4.214,10.33,19.2325,5.165,9.61625
Educação Física (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,258,Educação Física (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-63.044,-37.566,19.384,23.469,-0.8226,-2.2856,-3.031,-3.473,26.196,23.3005,13.098,11.65025
Educação Física (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,259,Educação Física (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-62.442,-28.806,15.227,2.86,14.1732,-2.3344,8.27,-0.799,-11.839,-3.686,-5.9195,-1.843
Educação Física (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,260,Educação Física (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-22.326,-6.274,16.356,13.689,11.9948,-2.4114,8.535,-0.734,-25.374,-4.7165,-12.687,-2.35825
Educação Física (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,261,Educação Física (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-63.599,-25.527,21.743,20.781,-6.3878,-17.2196,0.383,-10.46,-35.7695,18.498,-17.88475,9.249
Educação Física Ciclo Básico (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,262,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,2,-7.945,20.88,13.511,24.319,28.661,51.588,4.777,8.598,,,,
Educação Física Ciclo Básico (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,263,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,2,-24.412,-10.792,7.198,16.186,15.27,34.335,2.545,5.722,,,,
Educação Física Ciclo Básico (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,264,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-69.589,-46.355,0.0,0.0,,,0.0,0.0,,,,
Educação Física Ciclo Básico (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,265,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,-72.598,-29.223,0.0,0.0,,,0.0,0.0,,,,
Educação Física Ciclo Básico (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,266,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-16.974,0.769,0.0,0.0,,,0.0,0.0,,,,
Educação Física Ciclo Básico (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,267,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-86.267,-8.852,0.0,0.0,,,0.0,0.0,,,,
Enfermagem (Bacharelado) | Ceilândia | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,268,Enfermagem (Bacharelado),Ceilândia,Diurno,AC,6,23.481,62.487,13.485,31.388,-0.84149,-0.17447,0.768,-2.102,2.1075,20.80425,-2.204464,2.935446
Enfermagem (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,269,Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,AC,6,44.191,80.8,16.632,33.5,1.30463,-3.8279,3.531,-2.995,-3.644,25.92333,-3.666214,-0.216086
Enfermagem (Bacharelado) | Ceilândia | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,270,Enfermagem (Bacharelado),Ceilândia,Diurno,CN,6,3.051,3.585,28.536,28.691,-4.31923,-5.12044,-4.291,-5.626,9.1945,11.99875,1.037107,2.038625
Enfermagem (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,271,Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,CN,6,26.85,28.283,16.495,18.037,-1.06993,-3.21879,-1.764,-5.346,7.76425,15.28525,1.308875,3.994946
Enfermagem (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,272,Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,5,-16.293,12.728,25.073,33.998,-13.37251,-13.15797,-5.089,-3.897,-28.372,-31.728,-9.564357,-12.187286
Enfermagem (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,273,Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,2.183,11.616,14.093,8.794,-4.00703,-5.51886,0.911,-2.556,-23.195,-9.55567,-8.956714,-2.806929
Enfermagem (Bacharelado) | Ceilândia | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,274,Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,-46.839,3.143,0.0,0.0,,,0.0,0.0,,,,
Enfermagem (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,275,Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-31.522,17.682,0.0,0.0,,,0.0,0.0,,,,
Enfermagem (Bacharelado) | Ceilândia | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,276,Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,4,-30.448,10.772,17.228,20.658,-4.8462,-16.109,0.056,-5.274,-24.79,-27.807,-12.395,-13.9035
Enfermagem (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,277,Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-2.866,32.07,21.304,11.788,7.7422,-3.3996,8.294,0.153,-44.2275,-18.529,-22.11375,-9.2645
Enfermagem (Bacharelado) | Ceilândia | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,278,Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R2_NPPI,5,3.516,18.934,16.639,19.917,-8.50157,-10.50857,-4.267,-6.798,-16.544,-13.29167,-3.500786,-0.518786
