id_oferta,id_oferta_num,curso,campus,turno,modalidade,n_trienios,media_ponderada_min,media_ponderada_max,desvio_ponderado_min,desvio_ponderado_max,slope_ponderada_min,slope_ponderada_max,momentum_min,momentum_max,aceleracao_min,aceleracao_max,curvatura_min,curvatura_max
Letras – Tradução – Inglês (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,580,Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,-56.191,-19.246,6.096,18.52,7.625,23.2028,2.213,6.747,9.865,29.628,4.9325,14.814
Letras – Tradução – Inglês (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,581,Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,-13.603,3.138,20.888,24.183,4.4802,-20.0472,6.89,-7.343,-46.4965,-26.802,-23.24825,-13.401
Letras – Tradução – Inglês (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,582,Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-59.741,-59.741,0.0,0.0,,,0.0,0.0,,,,
Letras – Tradução – Inglês (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,583,Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,-20.506,-20.506,0.0,0.0,,,0.0,0.0,,,,
Letras – Tradução – Inglês (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,584,Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,2,-53.016,-7.039,12.822,11.814,-27.199,25.062,-4.533,4.177,,,,
Línguas Estrangeiras Aplicadas (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,585,Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-50.485,33.31,10.095,24.347,-2.90887,-13.47973,-0.192,-8.148,-3.759,-13.45667,-2.635462,-3.182011
Línguas Estrangeiras Aplicadas (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,586,Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,CN,2,18.234,18.234,37.266,37.266,79.054,79.054,13.176,13.176,,,,
Línguas Estrangeiras Aplicadas (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,587,Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,30.851,30.851,23.772,23.772,50.427,50.427,8.405,8.405,,,,
Línguas Estrangeiras Aplicadas (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,588,Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,2,-39.202,-30.482,9.608,3.442,-6.794,-2.434,-3.397,-1.217,,,,
Línguas Estrangeiras Aplicadas (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,589,Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,-14.045,6.159,16.288,10.902,20.6702,14.4458,7.678,4.561,-23.643,7.628,-11.8215,3.814
Línguas Estrangeiras Aplicadas (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,590,Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-67.757,-67.757,0.0,0.0,,,0.0,0.0,,,,
Línguas Estrangeiras Aplicadas (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,591,Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,-29.863,-2.352,35.587,14.388,-2.708,-19.2146,-6.199,-6.199,158.895,-6.171,79.4475,-3.0855
Matemática (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,592,Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,AC,6,-18.86,73.585,35.085,33.19,-8.63109,-0.42463,-0.659,-2.38,-13.206,19.132,-9.800357,3.039143
Matemática (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,593,Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,4,-15.938,-15.938,28.224,28.224,1.01261,1.01261,7.519,7.519,-62.4935,-62.4935,-10.415583,-10.415583
Matemática (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,594,Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,-42.641,-1.657,22.851,32.263,21.571,22.6404,11.644,16.563,-8.586,-52.4295,-4.293,-26.21475
Matemática (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,595,Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-21.51,2.334,28.355,17.897,-2.603,-1.6062,-4.081,-4.115,27.7925,33.1185,13.89625,16.55925
Matemática (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,596,Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,-7.289,-4.029,36.786,35.673,-16.21291,-21.80194,-2.841,-9.362,-51.38567,-35.08433,-19.918857,-12.932571
Matemática (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,597,Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,-20.656,-20.656,0.0,0.0,,,0.0,0.0,,,,
Matemática (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,598,Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,4,-53.927,24.253,3.125,10.159,2.143,2.3818,0.765,3.445,3.062,-22.538,1.531,-11.269
Matemática (Bacharelado/Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,599,Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-29.962,-29.962,0.0,0.0,,,0.0,0.0,,,,
Matemática (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,600,Matemática (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-56.464,23.337,10.405,20.615,-0.85457,7.0418,-2.573,10.994,8.852,-15.21067,2.241886,-6.729533
Matemática (Licenciatura) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,601,Matemática (Licenciatura),Darcy Ribeiro,Noturno,CN,3,-17.399,-17.399,48.879,48.879,-24.147,-24.147,-11.169,-11.169,-147.88,-147.88,-18.485,-18.485
Matemática (Licenciatura) | Darcy Ribeiro | Noturno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,602,Matemática (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,2,2.673,8.509,28.889,20.636,61.283,43.775,10.214,7.296,,,,
Matemática (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,603,Matemática (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,-54.593,1.689,0.0,0.0,,,0.0,0.0,,,,
Matemática (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,604,Matemática (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,2,-26.162,-2.91,10.385,18.414,-22.03,-39.063,-3.672,-6.51,,,,
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,605,Medicina (Bacharelado),Darcy Ribeiro,Diurno,AC,5,169.93,192.533,7.57,14.602,-2.49179,-4.31062,-1.153,-2.455,-4.771,-0.35033,-2.221876,-2.722052
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,606,Medicina (Bacharelado),Darcy Ribeiro,Diurno,CN,5,136.614,136.662,25.026,25.066,-3.483,-3.57045,-1.492,-1.588,11.904,12.14367,0.562898,0.621138
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,607,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,91.847,114.005,3.239,16.691,-1.9541,-6.11727,-0.972,-3.555,-3.8975,-8.3085,-1.296227,-4.58225
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,608,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,98.649,98.649,0.0,0.0,,,0.0,0.0,,,,
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ_PCD | EP=True | R=R1 | GE=NPPIQ | PCD=True | SM=1.0,609,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ_PCD,1,46.775,46.775,0.0,0.0,,,0.0,0.0,,,,
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,610,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,5,57.264,87.83,14.552,27.644,-1.58229,-11.37991,1.819,-3.914,-9.78733,-2.64567,-7.185143,-9.180357
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,611,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,81.446,96.795,0.0,0.0,,,0.0,0.0,,,,
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI_PCD | EP=True | R=R1 | GE=PPI | PCD=True | SM=1.5,612,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI_PCD,2,-17.799,-17.799,15.715,15.715,33.337,33.337,5.556,5.556,,,,
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,613,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,158.99,168.373,11.829,11.813,4.04758,-8.67941,3.712,-5.208,-17.4575,-1.47,-3.330205,-1.102455
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,614,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,162.281,162.281,0.0,0.0,,,0.0,0.0,,,,
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,615,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,103.215,103.215,0.0,0.0,,,0.0,0.0,,,,
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI_PCD | EP=True | R=R2 | GE=NPPI | PCD=True | SM=1.5,616,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,107.509,107.509,0.0,0.0,,,0.0,0.0,,,,
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,617,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,94.173,114.74,12.906,15.461,-6.62229,-6.38686,-3.12,-2.998,-14.5,-12.49,-4.19725,-3.068477
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,618,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,115.802,119.954,0.0,0.0,,,0.0,0.0,,,,
Medicina (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ_PCD | EP=True | R=R2 | GE=PPIQ | PCD=True | SM=1.0,619,Medicina (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ_PCD,1,-27.585,-2.377,0.0,0.0,,,0.0,0.0,,,,
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,620,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,AC,6,69.466,101.484,14.712,26.311,-2.37817,-9.71375,0.399,-7.237,-4.6385,6.51767,-3.57125,-2.669348
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,621,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,CN,6,51.484,53.33,19.268,20.613,2.11376,-0.6546,0.985,-3.629,-3.00875,6.6805,1.164304,4.62475
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,622,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,-4.87,31.798,28.543,16.878,1.8366,-3.65274,-2.454,-2.311,-2.63067,-9.80733,9.1965,-0.310071
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,623,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-18.653,20.35,0.0,0.0,,,0.0,0.0,,,,
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,624,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-25.708,30.652,18.624,6.488,-11.3378,-2.3706,-4.521,-1.769,-11.4825,5.8355,-5.74125,2.91775
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,625,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,-40.556,10.004,0.0,0.0,,,0.0,0.0,,,,
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,626,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,45.967,54.91,10.864,10.435,-1.3998,-6.29174,2.089,-3.5,-14.02933,-0.223,-7.555,-1.736071
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,627,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,53.433,53.433,0.0,0.0,,,0.0,0.0,,,,
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,628,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,-34.547,-34.547,0.0,0.0,,,0.0,0.0,,,,
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,629,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,-0.94,31.258,46.179,45.187,-29.29491,-20.28554,-12.001,-6.442,-45.00833,-49.329,-18.822357,-17.703571
Medicina Veterinária (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,630,Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,11.522,23.973,0.0,0.0,,,0.0,0.0,,,,
Museologia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,631,Museologia (Bacharelado),Darcy Ribeiro,Diurno,AC,5,-65.128,22.857,12.39,10.703,-4.67428,-3.4405,-1.42,-3.741,-4.62,9.364,-2.843853,1.181141
Museologia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,632,Museologia (Bacharelado),Darcy Ribeiro,Diurno,CN,3,-50.57,-50.57,12.056,12.056,9.93357,9.93357,4.901,4.901,11.187,11.187,0.346,0.346
Museologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,633,Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,-54.777,-54.777,0.0,0.0,,,0.0,0.0,,,,
Museologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,634,Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,2,-84.127,-25.213,1.352,27.265,2.869,57.838,0.478,9.64,,,,
Museologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,635,Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,2,-67.584,-66.452,11.156,12.756,-23.665,-27.06,-3.944,-4.51,,,,
Música (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,636,Música (Bacharelado),Darcy Ribeiro,Diurno,AC,4,-9.517,44.244,13.225,27.35,3.22458,15.74838,2.573,14.858,-7.992,-22.884,-1.332,-3.814
Música (Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,637,Música (Licenciatura),Darcy Ribeiro,Diurno,AC,5,-40.834,48.854,19.647,67.284,11.14748,34.18172,7.481,24.23,3.98567,-6.19933,1.776484,3.57173
Música (Licenciatura) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,638,Música (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,-42.185,-42.185,39.252,39.252,-41.633,-41.633,-13.878,-13.878,,,,
Música (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,639,Música (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,2,19.988,27.754,14.647,20.139,31.072,42.722,5.179,7.12,,,,
Música (Licenciatura) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,640,Música (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,17.12,17.12,0.0,0.0,,,0.0,0.0,,,,
Música (Licenciatura) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,641,Música (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,-64.024,-64.024,0.0,0.0,,,0.0,0.0,,,,
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,642,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,AC,6,58.422,89.517,12.963,19.868,2.77716,-4.13394,3.82,-6.133,-2.56525,19.802,-2.258446,4.031357
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,643,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,CN,6,22.785,23.893,22.957,22.55,5.22741,3.56591,3.441,0.672,9.03125,14.8465,1.372089,3.448964
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,644,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,6.89,7.231,8.669,7.779,-0.51714,-1.1024,1.851,1.168,-11.53633,-9.82933,-5.488571,-4.757
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,645,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-26.223,13.911,0.0,0.0,,,0.0,0.0,,,,
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,646,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-35.605,6.104,12.8,8.443,12.357,-3.1226,6.816,-0.444,-6.374,-11.168,-3.187,-5.584
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,647,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,-31.894,-31.894,0.0,0.0,,,0.0,0.0,,,,
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,648,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,33.025,44.969,28.054,19.488,-16.12646,-7.89794,-6.662,-3.759,-9.414,5.65433,-10.222929,-3.765071
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,649,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,31.534,31.534,0.0,0.0,,,0.0,0.0,,,,
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,650,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,-33.974,3.908,25.459,51.723,-17.80623,-27.3462,-9.172,-12.414,-10.29733,-29.201,-6.748214,-14.5415
Nutrição (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,651,Nutrição (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-7.668,10.936,0.0,0.0,,,0.0,0.0,,,,
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,652,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,AC,6,81.566,108.574,15.673,24.611,1.17341,-3.02206,3.219,-5.162,-0.03975,21.15367,-3.361125,3.436264
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,653,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,CN,6,38.662,39.623,22.241,24.287,-3.42966,-4.87244,-7.025,-9.43,13.181,18.23075,6.250643,8.054125
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,654,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,35.558,37.961,23.355,23.673,-5.12423,-9.24297,0.717,-4.089,-12.88067,-0.86767,-10.331714,-5.183286
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,655,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,-36.853,-34.533,0.0,0.0,,,0.0,0.0,,,,
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,656,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,-17.634,41.82,27.407,13.491,5.444,0.9782,3.592,-0.341,-8.6995,8.305,-4.34975,4.1525
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,657,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,-62.296,-47.773,0.0,0.0,,,0.0,0.0,,,,
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,658,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,68.548,70.63,31.773,30.032,-3.09226,-6.14763,3.784,0.1,-37.757,-28.14667,-14.614929,-10.496214
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,659,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,84.068,84.068,0.0,0.0,,,0.0,0.0,,,,
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,660,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,-4.992,34.978,41.614,40.925,-29.19309,-27.6562,-14.806,-14.959,-13.84033,-9.34733,-11.640643,-8.6955
Odontologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,661,Odontologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,-28.308,0.733,0.0,0.0,,,0.0,0.0,,,,
Pedagogia (Licenciatura) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,662,Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,AC,6,-26.969,38.813,27.937,34.002,1.8396,0.04246,3.63,0.802,5.5385,15.2165,-3.145607,-1.149821
Pedagogia (Licenciatura) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,663,Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,AC,5,-55.057,-1.207,24.352,8.952,13.28163,-0.7337,9.746,2.468,-1.452,-10.85633,1.018046,-3.779234
