id_oferta,id_oferta_num,curso,campus,turno,modalidade,observacoes_min,observacoes_max,primeira_nota_min,ultima_nota_min,primeira_nota_max,ultima_nota_max,media_historica_min,mediana_historica_min,minimo_historico_min,maximo_historico_min,amplitude_historica_min,desvio_historico_min,coef_var_min,consistencia_min,mudancas_min,volatilidade_min,media_historica_max,mediana_historica_max,minimo_historico_max,maximo_historico_max,amplitude_historica_max,desvio_historico_max,coef_var_max,consistencia_max,mudancas_max,volatilidade_max,persistencia_min,persistencia_max,regressao_linear_min,regressao_linear_max,regressao_ponderada_min,regressao_ponderada_max,media_movel_min,media_movel_max,ensemble_min,ensemble_max,ensemble_mediana_min,ensemble_mediana_max,ensemble_desvio_min,ensemble_desvio_max,ensemble_amplitude_min,ensemble_amplitude_max,ensemble_n_modelos_min,ensemble_n_modelos_max,intervalo_previsto,delta_media_min,delta_media_max,delta_ultima_min,delta_ultima_max,estab_coef_var,estab_amplitude,estab_volatilidade,estab_mudancas,estab_observacoes,indice_estabilidade,classe_estabilidade
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,115,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,4,-40.891,-25.817,40.546,-25.817,-32.611,-33.354,-53.337,-10.399,42.938,18.598,-57.03,66.667,2.0,32.868,44.408,49.711,-25.817,104.025,129.842,53.883,121.337,66.667,1,94.248,-25.817,-25.817,-10.571,5.922,-11.165,-23.712,-28.203,36.71,-18.939,-1.724,-18.491,-8.895,9.373,29.437,17.632,62.528,4,4,17.215,13.672,-46.132,6.878,24.093,72.38219895287958,39.79057591623037,31.151832460732987,17.212041884816752,64.9673202614379,45.1,Moderada
Biotecnologia (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,116,Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,1,-47.168,-47.168,-47.168,-47.168,-47.168,-47.168,-47.168,-47.168,0.0,0.0,0.0,100.0,0.0,0.0,-47.168,-47.168,-47.168,-47.168,0.0,0.0,0.0,100.0,0,0.0,-47.168,-47.168,,,,,-47.168,-47.168,-47.168,-47.168,-47.168,-47.168,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,117,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,AC,6,6,-16.226,55.467,118.576,112.083,31.669,49.195,-16.226,55.467,71.693,31.588,99.746,60.0,2.0,47.124,95.834,111.566,27.872,128.48,100.608,37.561,39.194,60.0,2,52.574,55.467,112.083,52.927,58.995,42.748,68.327,36.73,87.063,46.968,81.617,47.838,77.695,8.763,23.425,18.737,53.088,4,4,34.649,15.299,-14.217,-8.499,-30.466,8.246073298429323,18.717277486910998,19.764397905759157,17.212041884816752,95.29411764705881,31.85,Baixa
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,118,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,CN,6,6,-6.36,48.441,63.804,48.441,19.562,11.203,-6.889,59.772,66.661,29.263,149.594,60.0,3.0,44.353,31.256,36.141,-6.889,63.804,70.693,30.811,98.577,60.0,3,57.921,48.441,48.441,52.191,28.803,47.783,37.76,27.331,30.672,43.937,36.419,48.112,34.216,11.24,8.895,24.861,19.638,4,4,-7.518,24.375,5.163,-4.504,-12.022,6.4136125654450264,21.46596858638743,21.20418848167539,5.759162303664922,95.29411764705881,30.03,Baixa
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,119,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,4,-23.763,-21.736,2.994,15.499,-29.484,-25.849,-44.5,-21.736,22.764,10.338,-35.065,66.667,1.0,20.108,-7.882,-9.546,-27.935,15.499,43.434,20.566,-260.914,66.667,1,34.288,-21.736,15.499,-32.104,2.959,-26.717,16.661,-30.008,-5.714,-27.641,7.351,-28.362,9.229,4.518,10.694,10.369,22.376,4,4,34.992,1.843,15.233,-5.905,-8.148,63.87434554973822,55.75916230366492,44.89528795811518,37.56544502617801,64.9673202614379,53.41,Moderada
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,120,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,1,-33.164,-33.164,-3.3,-3.3,-33.164,-33.164,-33.164,-33.164,0.0,0.0,0.0,100.0,0.0,0.0,-3.3,-3.3,-3.3,-3.3,0.0,0.0,0.0,100.0,0,0.0,-33.164,-3.3,,,,,-33.164,-3.3,-33.164,-3.3,-33.164,-3.3,0.0,0.0,0.0,0.0,2,2,29.864,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,121,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,4,-20.735,-15.546,4.398,-3.077,-20.308,-18.14,-30.87,-14.082,16.788,7.598,-37.412,66.667,2.0,16.612,6.288,0.66,-18.086,41.919,60.005,25.527,405.937,66.667,2,51.064,-15.546,-3.077,-20.614,-14.319,-18.879,-18.821,-20.369,2.167,-18.852,-8.513,-19.624,-8.698,2.333,9.723,5.068,20.988,4,4,10.339,1.456,-14.801,-3.306,-5.436,65.18324607329843,59.424083769633505,48.167539267015705,17.212041884816752,64.9673202614379,50.99,Moderada
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,122,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,4,-48.057,16.428,24.311,22.171,-16.566,-17.317,-48.057,16.428,64.485,26.551,-160.279,66.667,2.0,25.748,23.508,23.241,20.572,26.979,6.407,2.775,11.804,66.667,2,4.96,16.428,22.171,29.751,20.301,30.352,20.088,-7.302,22.867,17.307,21.357,23.09,21.236,17.62,1.374,37.655,2.779,4,4,4.05,33.873,-2.151,0.879,-0.814,88.7434554973822,22.643979057591622,38.089005235602095,17.212041884816752,64.9673202614379,46.33,Moderada
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,123,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,1,13.769,13.769,47.698,47.698,13.769,13.769,13.769,13.769,0.0,0.0,0.0,100.0,0.0,0.0,47.698,47.698,47.698,47.698,0.0,0.0,0.0,100.0,0,0.0,13.769,47.698,,,,,13.769,47.698,13.769,47.698,13.769,47.698,0.0,0.0,0.0,0.0,2,2,33.929,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,124,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,1,-31.841,-31.841,-24.216,-24.216,-31.841,-31.841,-31.841,-31.841,0.0,0.0,0.0,100.0,0.0,0.0,-24.216,-24.216,-24.216,-24.216,0.0,0.0,0.0,100.0,0,0.0,-31.841,-24.216,,,,,-31.841,-24.216,-31.841,-24.216,-31.841,-24.216,0.0,0.0,0.0,0.0,2,2,7.625,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,125,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,4,-68.378,-30.791,55.251,5.586,-49.211,-48.837,-68.378,-30.791,37.587,15.397,-31.287,100.0,0.0,8.371,11.828,0.267,-8.471,55.251,63.722,29.561,249.911,66.667,1,41.007,-30.791,5.586,-20.295,-24.566,-20.594,-9.694,-43.428,4.55,-28.777,-6.031,-25.692,-2.572,10.918,14.187,23.133,30.152,4,4,22.746,20.434,-17.859,2.014,-11.617,61.9109947643979,44.109947643979055,53.403141361256544,74.54188481675392,64.9673202614379,59.79,Moderada
Ciência Política (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,126,Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,1,-37.151,-37.151,-5.97,-5.97,-37.151,-37.151,-37.151,-37.151,0.0,0.0,0.0,100.0,0.0,0.0,-5.97,-5.97,-5.97,-5.97,0.0,0.0,0.0,100.0,0,0.0,-37.151,-5.97,,,,,-37.151,-5.97,-37.151,-5.97,-37.151,-5.97,0.0,0.0,0.0,0.0,2,2,31.181,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,127,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,AC,6,6,78.303,135.827,141.416,166.528,120.698,125.414,78.303,143.984,65.681,24.633,20.409,80.0,2.0,27.083,163.997,167.532,126.56,192.19,65.63,25.869,15.774,60.0,4,47.131,135.827,166.528,148.907,158.885,137.872,150.955,127.414,162.78,137.505,159.787,136.849,160.832,8.846,6.664,21.492,15.573,4,4,22.282,16.807,-4.21,1.678,-6.741,14.267015706806285,22.382198952879584,36.64921465968587,17.212041884816752,95.29411764705881,37.16,Baixa
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,128,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,CN,6,6,44.904,117.648,57.682,117.648,89.841,87.318,44.904,137.024,92.12,33.759,37.577,80.0,2.0,51.225,91.971,87.318,57.682,137.024,79.342,30.614,33.287,80.0,2,50.078,117.648,117.648,125.351,121.092,115.811,113.985,98.296,98.904,114.276,112.907,116.729,115.817,11.427,9.776,27.055,22.188,4,4,-1.369,24.435,20.936,-3.372,-4.741,11.780104712041883,8.900523560209429,16.361256544502623,17.212041884816752,95.29411764705881,29.91,Baixa
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,129,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,5,5,-75.28,8.647,-0.86,18.344,1.768,8.992,-75.28,46.784,122.064,45.781,2590.027,75.0,1.0,68.282,38.212,21.805,-0.86,86.756,87.616,36.282,94.949,50.0,1,54.622,8.647,18.344,40.786,36.771,17.943,14.235,10.438,37.892,19.454,26.811,14.191,27.558,14.781,12.273,32.139,23.657,4,4,7.357,17.686,-11.401,10.807,8.467,0.39267015706806463,2.2251308900523514,7.198952879581155,37.56544502617801,82.2875816993464,25.93,Baixa
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,130,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,1,-38.263,-38.263,32.989,32.989,-38.263,-38.263,-38.263,-38.263,0.0,0.0,0.0,100.0,0.0,0.0,32.989,32.989,32.989,32.989,0.0,0.0,0.0,100.0,0,0.0,-38.263,32.989,,,,,-38.263,32.989,-38.263,32.989,-38.263,32.989,0.0,0.0,0.0,0.0,2,2,71.252,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,131,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,5,5,-34.939,-18.098,-2.517,-7.693,-8.109,-7.916,-34.939,11.4,46.339,19.321,-238.253,50.0,1.0,27.945,20.86,6.671,-7.693,79.464,87.157,35.546,170.404,75.0,1,57.74,-18.098,-7.693,-3.081,-4.084,-16.078,-20.414,-6.992,15.317,-11.062,-4.219,-11.535,-5.888,7.186,14.787,15.017,35.731,4,4,6.843,-2.953,-25.079,7.036,3.474,93.06282722513089,36.518324607329845,36.12565445026178,37.56544502617801,82.2875816993464,57.11,Moderada
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPIQ | EP=True | R=R1 | GE=PPIQ | PCD=False | SM=1.0,132,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,1,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.178,0.0,0.0,0.0,100.0,0.0,0.0,0.178,0.178,0.178,0.178,0.0,0.0,0.0,100.0,0,0.0,0.178,0.178,,,,,0.178,0.178,0.178,0.178,0.178,0.178,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,133,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,5,5,9.801,77.535,115.857,77.535,88.255,107.146,9.801,131.855,122.054,48.062,54.458,50.0,1.0,62.398,128.39,124.221,77.535,181.985,104.45,38.171,29.73,50.0,1,49.739,77.535,77.535,126.558,99.958,95.445,75.582,96.767,122.071,99.076,93.787,96.106,88.746,20.312,21.86,49.023,46.489,4,4,-5.289,10.821,-34.603,21.541,16.252,10.471204188481675,2.3560209424083767,9.947643979057597,37.56544502617801,82.2875816993464,28.53,Baixa
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,134,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,1,118.288,118.288,118.288,118.288,118.288,118.288,118.288,118.288,0.0,0.0,0.0,100.0,0.0,0.0,118.288,118.288,118.288,118.288,0.0,0.0,0.0,100.0,0,0.0,118.288,118.288,,,,,118.288,118.288,118.288,118.288,118.288,118.288,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ_PCD | EP=True | R=R2 | GE=NPPIQ | PCD=True | SM=1.0,135,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,1,42.861,42.861,42.861,42.861,42.861,42.861,42.861,42.861,0.0,0.0,0.0,100.0,0.0,0.0,42.861,42.861,42.861,42.861,0.0,0.0,0.0,100.0,0,0.0,42.861,42.861,,,,,42.861,42.861,42.861,42.861,42.861,42.861,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI_PCD | EP=True | R=R2 | GE=NPPI | PCD=True | SM=1.5,136,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,1,-10.517,-10.517,-10.517,-10.517,-10.517,-10.517,-10.517,-10.517,0.0,0.0,0.0,100.0,0.0,0.0,-10.517,-10.517,-10.517,-10.517,0.0,0.0,0.0,100.0,0,0.0,-10.517,-10.517,,,,,-10.517,-10.517,-10.517,-10.517,-10.517,-10.517,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,137,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,5,5,12.338,-12.086,54.187,22.791,24.249,29.628,-12.086,53.97,66.056,25.235,104.066,75.0,1.0,40.201,58.102,56.75,22.791,91.909,69.118,24.763,42.62,50.0,3,44.524,-12.086,22.791,16.897,47.375,1.109,35.743,22.615,55.718,7.134,40.407,9.003,41.559,15.713,14.319,34.701,32.927,4,4,33.273,-17.115,-17.695,19.22,17.616,8.115183246073299,21.858638743455494,23.560209424083766,37.56544502617801,82.2875816993464,34.68,Baixa
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPIQ | EP=True | R=R2 | GE=PPIQ | PCD=False | SM=1.0,138,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,1,48.884,48.884,74.724,74.724,48.884,48.884,48.884,48.884,0.0,0.0,0.0,100.0,0.0,0.0,74.724,74.724,74.724,74.724,0.0,0.0,0.0,100.0,0,0.0,48.884,74.724,,,,,48.884,74.724,48.884,74.724,48.884,74.724,0.0,0.0,0.0,0.0,2,2,25.84,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
Ciência da Computação (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_PPI_PCD | EP=True | R=R2 | GE=PPI | PCD=True | SM=1.5,139,Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI_PCD,1,1,-13.051,-13.051,-13.051,-13.051,-13.051,-13.051,-13.051,-13.051,0.0,0.0,0.0,100.0,0.0,0.0,-13.051,-13.051,-13.051,-13.051,0.0,0.0,0.0,100.0,0,0.0,-13.051,-13.051,,,,,-13.051,-13.051,-13.051,-13.051,-13.051,-13.051,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
Ciências Ambientais (Bacharelado) | Darcy Ribeiro | Noturno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,140,Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,AC,5,5,-86.73,-60.711,22.379,-15.392,-70.227,-63.616,-88.634,-51.442,37.192,16.57,-23.596,50.0,3.0,28.636,30.62,18.579,-15.392,118.33,133.722,51.19,167.18,75.0,1,80.608,-60.711,-15.392,-51.297,-28.609,-52.937,-37.95,-65.946,18.309,-57.723,-15.911,-56.824,-22.001,6.849,24.618,14.649,56.259,4,4,41.812,12.504,-46.531,2.988,-0.519,57.59162303664922,44.633507853403145,35.6020942408377,5.759162303664922,82.2875816993464,45.17,Moderada
Ciências Ambientais (Bacharelado) | Darcy Ribeiro | Noturno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,141,Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,CN,4,4,-35.352,-39.988,-30.498,-39.988,-32.329,-36.648,-39.988,-16.032,23.956,11.029,-34.115,66.667,1.0,20.621,-31.116,-34.222,-39.988,-16.032,23.956,10.851,-34.874,66.667,1,18.215,-39.988,-39.988,-41.285,-43.712,-45.557,-47.013,-34.12,-33.635,-40.237,-41.087,-40.636,-41.85,4.721,5.737,11.437,13.378,4,4,-0.85,-7.908,-9.971,-0.249,-1.099,63.35078534031413,54.84293193717278,44.109947643979055,37.56544502617801,64.9673202614379,52.97,Moderada
Ciências Ambientais (Bacharelado) | Darcy Ribeiro | Noturno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,142,Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,1,-6.827,-6.827,-6.827,-6.827,-6.827,-6.827,-6.827,-6.827,0.0,0.0,0.0,100.0,0.0,0.0,-6.827,-6.827,-6.827,-6.827,0.0,0.0,0.0,100.0,0,0.0,-6.827,-6.827,,,,,-6.827,-6.827,-6.827,-6.827,-6.827,-6.827,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
Ciências Ambientais (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,143,Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,3,3,-49.599,-29.414,-33.542,-13.823,-10.988,-29.414,-49.599,46.048,95.647,50.415,-458.809,50.0,1.0,120.992,-0.439,-13.823,-33.542,46.048,79.59,41.449,-9441.606,50.0,1,98.614,-29.414,-13.823,18.41,25.972,-2.639,8.956,-7.624,2.848,-5.317,5.988,-5.132,5.902,19.631,16.437,47.824,39.795,4,4,11.305,5.671,6.427,24.097,19.811,96.20418848167539,7.7225130890052345,0.5235602094240788,37.56544502617801,49.73856209150327,38.35,Baixa
Ciências Ambientais (Bacharelado) | Darcy Ribeiro | Noturno | EP_R2_PPI | EP=True | R=R2 | GE=PPI | PCD=False | SM=1.5,144,Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,4,4,-59.986,-51.524,-33.277,-51.524,-38.595,-39.354,-59.986,-15.686,44.3,20.654,-53.515,66.667,1.0,36.492,-31.49,-29.376,-51.524,-15.686,35.838,15.171,-48.178,66.667,1,22.055,-51.524,-51.524,-35.123,-47.622,-48.851,-56.351,-37.901,-34.717,-43.35,-47.553,-43.376,-49.573,8.051,9.273,16.401,21.634,4,4,-4.203,-4.755,-16.063,8.174,3.971,71.46596858638743,38.35078534031413,28.01047120418848,37.56544502617801,64.9673202614379,48.07,Moderada
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | AC | EP=False | R=NA | GE=NA | PCD=False | SM=NA,145,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,AC,6,6,-77.991,17.85,70.338,82.737,-21.983,8.725,-102.261,17.85,120.111,53.5,-243.374,60.0,4.0,92.453,60.895,72.274,-10.335,84.034,94.369,35.679,58.591,60.0,3,63.831,17.85,82.737,-7.889,43.696,-18.605,46.681,-18.627,56.8,-6.818,57.478,-13.247,51.74,17.205,17.748,36.477,39.041,4,4,64.296,15.165,-3.417,-24.668,-25.259,93.45549738219894,2.7486910994764413,2.3560209424083767,1.505235602094246,95.29411764705881,39.07,Baixa
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | CN | EP=False | R=NA | GE=NEGROS | PCD=False | SM=NA,147,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,CN,5,4,5.872,-0.627,5.872,14.496,-4.823,-0.627,-30.284,25.609,55.893,22.917,-475.187,50.0,3.0,50.096,12.402,10.184,3.632,25.609,21.977,9.973,80.41,66.667,2,21.975,-0.627,14.496,-5.645,15.248,-3.784,13.564,-5.316,12.597,-3.843,13.976,-4.55,14.03,2.292,1.149,5.018,2.651,4,4,17.819,0.98,1.574,-3.216,-0.52,96.72774869109948,28.926701570680624,16.8848167539267,5.759162303664922,82.2875816993464,46.12,Moderada
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPI | EP=True | R=R1 | GE=NPPI | PCD=False | SM=1.5,149,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,4,-33.95,-49.303,-9.24,44.815,-39.73,-35.936,-49.303,-33.95,15.353,8.35,-21.017,100.0,0.0,8.048,19.409,21.03,-9.24,44.815,54.055,23.283,119.958,100.0,0,3.264,-49.303,44.815,-50.296,64.348,-52.409,63.051,-42.288,28.397,-48.574,50.153,-49.799,53.933,4.386,17.026,10.12,35.952,4,4,98.727,-8.844,30.744,0.729,5.338,56.15183246073299,59.94764397905759,53.79581151832461,74.54188481675392,49.73856209150327,58.84,Moderada
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_NPPIQ | EP=True | R=R1 | GE=NPPIQ | PCD=False | SM=1.0,151,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,1,-24.064,-24.064,-24.064,-24.064,-24.064,-24.064,-24.064,-24.064,0.0,0.0,0.0,100.0,0.0,0.0,-24.064,-24.064,-24.064,-24.064,0.0,0.0,0.0,100.0,0,0.0,-24.064,-24.064,,,,,-24.064,-24.064,-24.064,-24.064,-24.064,-24.064,0.0,0.0,0.0,0.0,2,2,0.0,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | EP_R1_PPI | EP=True | R=R1 | GE=PPI | PCD=False | SM=1.5,152,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,2,3,-45.199,-59.857,13.346,-59.857,-52.528,-52.528,-59.857,-45.199,14.658,10.365,-19.732,100.0,0.0,0.0,-30.57,-45.199,-59.857,13.346,73.203,38.732,-126.7,100.0,0,31.033,-59.857,-59.857,-74.515,-103.773,-74.515,-96.458,-54.971,-42.77,-65.964,-75.715,-67.186,-78.158,10.073,29.18,19.544,61.002,4,4,-9.751,-13.436,-45.145,-6.107,-15.858,55.62827225130891,60.20942408376963,78.20680628272252,74.54188481675392,39.47712418300654,61.61,Alta
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPI | EP=True | R=R2 | GE=NPPI | PCD=False | SM=1.5,154,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,5,-26.025,-75.965,9.416,-49.701,-45.556,-40.116,-75.965,-26.025,49.94,22.86,-50.18,100.0,0.0,11.286,12.111,9.416,-49.701,55.242,104.943,39.797,328.597,50.0,2,61.375,-75.965,-49.701,-78.398,-9.287,-85.02,-31.154,-54.052,7.356,-73.359,-20.697,-77.181,-20.221,13.428,24.952,30.967,57.057,4,4,52.662,-27.803,-32.808,2.606,29.004,70.15706806282722,33.50785340314136,52.09424083769634,74.54188481675392,64.9673202614379,59.05,Moderada
Ciências Contábeis (Bacharelado) | Darcy Ribeiro | Diurno | EP_R2_NPPIQ | EP=True | R=R2 | GE=NPPIQ | PCD=False | SM=1.0,156,Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,1,-50.333,-50.333,11.211,11.211,-50.333,-50.333,-50.333,-50.333,0.0,0.0,0.0,100.0,0.0,0.0,11.211,11.211,11.211,11.211,0.0,0.0,0.0,100.0,0,0.0,-50.333,11.211,,,,,-50.333,11.211,-50.333,11.211,-50.333,11.211,0.0,0.0,0.0,0.0,2,2,61.544,0.0,0.0,0.0,0.0,33.37696335078534,82.32984293193716,78.20680628272252,74.54188481675392,17.77777777777778,57.25,Moderada
