curso,modalidade_normalizada,observacoes,primeira_nota_min,ultima_nota_min,primeira_nota_max,ultima_nota_max,variacao_min,variacao_max,menor_nota_min,maior_nota_min,menor_nota_max,maior_nota_max,media_nota_min,media_nota_max,amplitude_media,amplitude_max,amplitude_min,coef_var_min,coef_var_max
Matemática (Licenciatura),EP_R2_PPI,2,-11.475,-33.505,23.132,-15.931,-22.03,-39.063,-33.505,-11.475,-15.931,23.132,-22.49,3.601,26.091,34.607,17.574,-69.264,767.163
Medicina (Bacharelado),AC,5,164.861,166.75,190.742,190.334,1.889,-0.408,162.424,183.5,173.057,211.738,171.083,194.988,23.905,33.857,10.633,5.332,8.107
Medicina (Bacharelado),CN,5,157.264,120.046,157.983,120.046,-37.218,-37.937,94.772,171.622,94.772,171.622,138.106,138.25,0.144,0.719,0.0,22.231,22.29
Medicina (Bacharelado),EP_R1_NPPI,4,93.731,88.009,117.434,109.377,-5.722,-8.057,88.009,95.903,98.249,145.179,92.819,117.56,24.741,49.276,4.617,3.634,17.032
Medicina (Bacharelado),EP_R1_NPPIQ,1,98.649,98.649,98.649,98.649,0.0,0.0,98.649,98.649,98.649,98.649,98.649,98.649,0.0,0.0,0.0,,
Medicina (Bacharelado),EP_R1_NPPIQ_PCD,1,46.775,46.775,46.775,46.775,0.0,0.0,46.775,46.775,46.775,46.775,46.775,46.775,0.0,0.0,0.0,,
Medicina (Bacharelado),EP_R1_PPI,5,28.975,55.923,94.939,61.257,26.948,-33.682,28.975,78.064,61.257,138.392,55.444,91.744,36.3,65.964,5.334,35.757,31.499
Medicina (Bacharelado),EP_R1_PPIQ,1,81.446,81.446,96.795,96.795,0.0,0.0,81.446,81.446,96.795,96.795,81.446,96.795,15.349,15.349,15.349,,
Medicina (Bacharelado),EP_R1_PPI_PCD,2,-40.024,-6.687,-40.024,-6.687,33.337,33.337,-40.024,-6.687,-40.024,-6.687,-23.356,-23.356,0.0,0.0,0.0,-100.93,-100.93
Medicina (Bacharelado),EP_R2_NPPI,4,137.999,155.1,190.592,155.1,17.101,-35.492,137.999,175.472,155.1,190.592,155.278,173.581,18.303,52.593,0.0,9.934,8.379
Medicina (Bacharelado),EP_R2_NPPIQ,1,162.281,162.281,162.281,162.281,0.0,0.0,162.281,162.281,162.281,162.281,162.281,162.281,0.0,0.0,0.0,,
Medicina (Bacharelado),EP_R2_NPPIQ_PCD,1,103.215,103.215,103.215,103.215,0.0,0.0,103.215,103.215,103.215,103.215,103.215,103.215,0.0,0.0,0.0,,
Medicina (Bacharelado),EP_R2_NPPI_PCD,1,107.509,107.509,107.509,107.509,0.0,0.0,107.509,107.509,107.509,107.509,107.509,107.509,0.0,0.0,0.0,,
Medicina (Bacharelado),EP_R2_PPI,4,101.453,78.632,124.97,98.015,-22.821,-26.955,78.632,107.578,98.015,134.438,97.292,117.738,20.445,26.86,12.02,13.123,13.321
Medicina (Bacharelado),EP_R2_PPIQ,1,115.802,115.802,119.954,119.954,0.0,0.0,115.802,115.802,119.954,119.954,115.802,119.954,4.152,4.152,4.152,,
Medicina (Bacharelado),EP_R2_PPIQ_PCD,1,-27.585,-27.585,-2.377,-2.377,0.0,0.0,-27.585,-27.585,-2.377,-2.377,-27.585,-2.377,25.208,25.208,25.208,,
Medicina Veterinária (Bacharelado),AC,6,50.187,66.643,118.151,99.685,16.456,-18.466,50.187,93.664,63.333,134.95,69.067,108.721,42.4,67.964,10.751,24.469,26.301
Medicina Veterinária (Bacharelado),CN,6,47.566,55.857,86.323,55.857,8.291,-30.466,10.471,73.643,10.471,86.323,50.499,56.959,6.459,38.757,0.0,44.297,46.625
Medicina Veterinária (Bacharelado),EP_R1_NPPI,5,22.149,-2.808,44.794,16.671,-24.957,-28.123,-58.651,22.149,16.671,56.233,-2.415,34.109,36.524,76.843,19.479,-1367.78,49.956
Medicina Veterinária (Bacharelado),EP_R1_NPPIQ,1,-18.653,-18.653,20.35,20.35,0.0,0.0,-18.653,-18.653,20.35,20.35,-18.653,20.35,39.003,39.003,39.003,,
Medicina Veterinária (Bacharelado),EP_R1_PPI,4,-20.268,-33.589,43.442,27.235,-13.321,-16.207,-40.671,9.779,22.881,43.442,-21.187,32.421,53.608,76.796,13.102,-105.298,28.33
Medicina Veterinária (Bacharelado),EP_R1_PPIQ,1,-40.556,-40.556,10.004,10.004,0.0,0.0,-40.556,-40.556,10.004,10.004,-40.556,10.004,50.56,50.56,50.56,,
Medicina Veterinária (Bacharelado),EP_R2_NPPI,5,20.855,37.329,70.061,41.765,16.474,-28.296,20.855,60.933,41.765,70.061,43.878,58.41,14.533,49.206,3.258,35.001,19.471
Medicina Veterinária (Bacharelado),EP_R2_NPPIQ,1,53.433,53.433,53.433,53.433,0.0,0.0,53.433,53.433,53.433,53.433,53.433,53.433,0.0,0.0,0.0,,
Medicina Veterinária (Bacharelado),EP_R2_NPPIQ_PCD,1,-34.547,-34.547,-34.547,-34.547,0.0,0.0,-34.547,-34.547,-34.547,-34.547,-34.547,-34.547,0.0,0.0,0.0,,
Medicina Veterinária (Bacharelado),EP_R2_PPI,5,5.198,-62.784,25.608,-29.375,-67.982,-54.983,-62.784,60.745,-29.375,78.776,11.061,37.7,26.639,62.082,4.699,418.786,112.609
Medicina Veterinária (Bacharelado),EP_R2_PPIQ,1,11.522,11.522,23.973,23.973,0.0,0.0,11.522,11.522,23.973,23.973,11.522,23.973,12.451,12.451,12.451,,
Museologia (Bacharelado),AC,5,-63.96,-79.405,42.048,19.145,-15.445,-22.903,-79.405,-45.669,11.393,42.048,-63.708,26.598,90.306,106.008,71.35,-19.543,49.584
Museologia (Bacharelado),CN,3,-68.311,-38.902,-68.311,-38.902,29.409,29.409,-68.311,-38.902,-68.311,-38.902,-55.471,-55.471,0.0,0.0,0.0,-27.14,-27.14
Museologia (Bacharelado),EP_R1_NPPI,1,-54.777,-54.777,-54.777,-54.777,0.0,0.0,-54.777,-54.777,-54.777,-54.777,-54.777,-54.777,0.0,0.0,0.0,,
Museologia (Bacharelado),EP_R2_NPPI,2,-86.04,-83.171,-63.772,-5.934,2.869,57.838,-86.04,-83.171,-63.772,-5.934,-84.606,-34.853,49.753,77.237,22.268,-2.398,-117.343
Museologia (Bacharelado),EP_R2_PPI,2,-51.807,-75.472,-48.412,-75.472,-23.665,-27.06,-75.472,-51.807,-75.472,-48.412,-63.64,-61.942,1.698,3.395,0.0,-26.294,-30.891
Música (Bacharelado),AC,4,-29.764,-2.409,-29.764,65.653,27.355,95.417,-29.764,7.205,-29.764,65.653,-12.09,29.386,41.477,69.676,0.0,-143.747,140.792
Música (Licenciatura),AC,5,-66.315,-15.971,-66.315,132.273,50.344,198.588,-66.315,-15.971,-66.315,132.273,-48.315,24.625,72.939,148.244,0.0,-42.91,312.956
Música (Licenciatura),EP_R1_NPPI,2,13.326,-69.94,13.326,-69.94,-83.266,-83.266,-69.94,13.326,-69.94,13.326,-28.307,-28.307,0.0,0.0,0.0,-207.998,-207.998
Música (Licenciatura),EP_R2_NPPI,3,17.12,30.345,17.12,41.995,13.225,24.875,-0.727,30.345,-0.727,41.995,15.579,19.463,3.883,11.65,0.0,100.089,110.248
Música (Licenciatura),EP_R2_PPI,1,-64.024,-64.024,-64.024,-64.024,0.0,0.0,-64.024,-64.024,-64.024,-64.024,-64.024,-64.024,0.0,0.0,0.0,,
Nutrição (Bacharelado),AC,6,26.002,70.097,130.595,99.32,44.095,-31.275,26.002,70.097,56.753,130.595,54.602,95.65,41.048,104.593,14.764,31.349,24.77
Nutrição (Bacharelado),CN,6,3.338,50.784,26.599,50.784,47.446,24.185,-9.709,50.784,-9.709,50.784,19.344,23.221,3.877,23.261,0.0,112.401,87.624
Nutrição (Bacharelado),EP_R1_NPPI,5,-16.923,4.712,-11.802,4.712,21.635,16.514,-16.923,18.954,-11.802,18.954,5.039,6.064,1.024,5.121,0.0,276.751,197.57
Nutrição (Bacharelado),EP_R1_NPPIQ,1,-26.223,-26.223,13.911,13.911,0.0,0.0,-26.223,-26.223,13.911,13.911,-26.223,13.911,40.134,40.134,40.134,,
Nutrição (Bacharelado),EP_R1_PPI,4,-65.619,-25.597,-1.114,3.043,40.022,4.157,-65.619,-25.597,-1.114,22.813,-42.421,6.548,48.97,70.173,28.64,-42.466,167.632
Nutrição (Bacharelado),EP_R1_PPIQ,1,-31.894,-31.894,-31.894,-31.894,0.0,0.0,-31.894,-31.894,-31.894,-31.894,-31.894,-31.894,0.0,0.0,0.0,,
Nutrição (Bacharelado),EP_R2_NPPI,5,41.689,3.412,53.407,36.899,-38.277,-16.508,3.412,79.99,24.985,79.99,39.687,48.728,9.041,33.487,0.0,71.663,42.345
Nutrição (Bacharelado),EP_R2_NPPIQ,1,31.534,31.534,31.534,31.534,0.0,0.0,31.534,31.534,31.534,31.534,31.534,31.534,0.0,0.0,0.0,,
Nutrição (Bacharelado),EP_R2_PPI,5,-6.959,-67.72,42.128,-67.72,-60.761,-109.848,-67.72,-5.548,-67.72,47.747,-24.803,16.322,41.125,77.666,0.0,-104.298,299.423
Nutrição (Bacharelado),EP_R2_PPIQ,1,-7.668,-7.668,10.936,10.936,0.0,0.0,-7.668,-7.668,10.936,10.936,-7.668,10.936,18.604,18.604,18.604,,
Odontologia (Bacharelado),AC,6,49.534,91.436,136.8,127.254,41.902,-9.546,49.534,97.52,71.127,136.8,78.348,113.736,36.075,87.266,11.775,24.806,23.558
Odontologia (Bacharelado),CN,6,78.514,55.21,98.713,55.21,-23.304,-43.503,9.216,78.514,9.216,98.713,45.687,49.053,3.366,20.199,0.0,59.806,66.989
Odontologia (Bacharelado),EP_R1_NPPI,5,21.849,11.177,57.888,11.177,-10.672,-46.711,11.177,69.514,11.177,69.514,34.842,42.049,7.208,36.039,0.0,71.002,60.051
Odontologia (Bacharelado),EP_R1_NPPIQ,1,-36.853,-36.853,-34.533,-34.533,0.0,0.0,-36.853,-36.853,-34.533,-34.533,-36.853,-34.533,2.32,2.32,2.32,,
Odontologia (Bacharelado),EP_R1_PPI,4,-48.765,-2.387,42.043,50.584,46.378,8.541,-50.524,16.771,21.783,54.234,-21.226,42.161,63.387,90.808,37.463,-158.961,34.426
Odontologia (Bacharelado),EP_R1_PPIQ,1,-62.296,-62.296,-47.773,-47.773,0.0,0.0,-62.296,-62.296,-47.773,-47.773,-62.296,-47.773,14.523,14.523,14.523,,
Odontologia (Bacharelado),EP_R2_NPPI,5,30.482,35.47,58.714,36.069,4.988,-22.645,30.482,113.007,36.069,113.007,64.764,70.53,5.766,28.232,0.0,52.108,40.202
Odontologia (Bacharelado),EP_R2_NPPIQ,1,84.068,84.068,84.068,84.068,0.0,0.0,84.068,84.068,84.068,84.068,84.068,84.068,0.0,0.0,0.0,,
Odontologia (Bacharelado),EP_R2_PPI,5,29.357,-50.627,66.986,2.933,-79.984,-64.053,-50.627,50.089,0.839,97.122,9.814,49.937,40.123,55.937,21.773,443.762,90.406
Odontologia (Bacharelado),EP_R2_PPIQ,1,-28.308,-28.308,0.733,0.733,0.0,0.0,-28.308,-28.308,0.733,0.733,-28.308,0.733,29.041,29.041,29.041,,
Pedagogia (Licenciatura),AC,11,-65.666,-24.607,20.859,-8.018,41.059,-28.877,-98.292,-4.674,-22.179,65.014,-46.147,19.063,65.21,92.024,16.589,-71.191,170.547
Pedagogia (Licenciatura),CN,10,-89.114,-25.37,7.463,-25.37,63.744,-32.833,-89.114,17.691,-52.111,17.691,-26.657,-8.265,18.392,96.577,0.0,-111.379,-266.263
Pedagogia (Licenciatura),EP_R1_NPPI,7,-78.056,-65.559,3.175,-52.908,12.497,-56.083,-78.056,-2.29,-55.588,26.289,-47.979,-13.223,34.756,81.231,10.389,-54.18,-258.918
Pedagogia (Licenciatura),EP_R1_NPPIQ,1,-58.937,-58.937,-19.995,-19.995,0.0,0.0,-58.937,-58.937,-19.995,-19.995,-58.937,-19.995,38.942,38.942,38.942,,
Pedagogia (Licenciatura),EP_R1_PPI,7,-81.497,-96.102,2.447,-18.331,-14.605,-20.778,-96.102,-36.471,-41.609,26.623,-68.665,-7.934,60.731,83.944,11.669,-32.883,-275.842
Pedagogia (Licenciatura),EP_R2_NPPI,9,-76.273,-70.173,-1.675,-54.697,6.1,-53.022,-76.273,-8.669,-54.697,22.02,-45.948,-13.311,32.638,74.598,0.086,-58.963,-184.689
Pedagogia (Licenciatura),EP_R2_NPPIQ,2,-39.068,-73.336,-5.105,-46.101,-34.268,-40.996,-73.336,-39.068,-46.101,-5.105,-56.202,-25.603,30.599,33.963,27.235,-43.114,-113.223
Pedagogia (Licenciatura),EP_R2_PPI,8,-81.223,-16.966,-8.872,-16.966,64.257,-8.094,-92.894,-14.474,-28.92,17.832,-52.156,-7.9,44.256,110.726,0.0,-63.787,-187.332
Pedagogia (Licenciatura),EP_R2_PPIQ,1,-62.243,-62.243,-20.304,-20.304,0.0,0.0,-62.243,-62.243,-20.304,-20.304,-62.243,-20.304,41.939,41.939,41.939,,
Psicologia (Bacharelado / Licenciatura / Psicólogo),AC,5,80.474,92.692,117.229,149.897,12.218,32.668,80.474,105.646,93.909,149.897,91.697,129.337,37.64,57.205,12.356,11.767,18.196
Psicologia (Bacharelado / Licenciatura / Psicólogo),CN,6,41.936,83.135,77.339,83.135,41.199,5.796,19.287,83.135,19.287,83.135,53.849,59.749,5.9,35.403,0.0,39.869,37.466
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R1_NPPI,5,-0.561,3.278,39.193,8.523,3.839,-30.67,-0.561,47.859,8.523,69.85,23.827,40.429,16.602,39.754,1.944,92.55,53.916
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R1_NPPIQ,1,0.742,0.742,19.87,19.87,0.0,0.0,0.742,0.742,19.87,19.87,0.742,19.87,19.128,19.128,19.128,,
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R1_NPPI_PCD,1,-11.536,-11.536,-11.536,-11.536,0.0,0.0,-11.536,-11.536,-11.536,-11.536,-11.536,-11.536,0.0,0.0,0.0,,
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R1_PPI,5,-25.958,-60.075,38.511,-34.654,-34.117,-73.165,-60.075,32.086,-34.654,61.601,-4.667,28.65,33.317,64.469,10.899,-815.83,128.787
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R1_PPIQ,1,-37.309,-37.309,2.578,2.578,0.0,0.0,-37.309,-37.309,2.578,2.578,-37.309,2.578,39.887,39.887,39.887,,
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R2_NPPI,4,59.772,62.168,78.747,80.75,2.396,2.003,59.772,112.073,78.747,117.01,78.771,89.395,10.624,18.975,0.0,30.67,20.626
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R2_NPPIQ,1,75.146,75.146,75.146,75.146,0.0,0.0,75.146,75.146,75.146,75.146,75.146,75.146,0.0,0.0,0.0,,
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R2_NPPIQ_PCD,1,-2.927,-2.927,-2.927,-2.927,0.0,0.0,-2.927,-2.927,-2.927,-2.927,-2.927,-2.927,0.0,0.0,0.0,,
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R2_NPPI_PCD,1,2.412,2.412,2.412,2.412,0.0,0.0,2.412,2.412,2.412,2.412,2.412,2.412,0.0,0.0,0.0,,
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R2_PPI,5,7.086,-3.291,84.313,10.344,-10.377,-73.969,-3.291,43.34,10.344,84.313,18.975,52.422,33.448,77.227,13.635,95.012,56.179
Psicologia (Bacharelado / Licenciatura / Psicólogo),EP_R2_PPIQ,1,29.315,29.315,44.612,44.612,0.0,0.0,29.315,29.315,44.612,44.612,29.315,44.612,15.297,15.297,15.297,,
Química (Bacharelado),AC,6,-58.334,5.562,47.376,107.231,63.896,59.855,-58.334,40.202,32.131,126.092,7.118,85.144,78.026,105.71,27.825,495.446,43.873
Química (Bacharelado),CN,5,6.547,-10.181,6.547,-10.181,-16.728,-16.728,-22.823,6.547,-22.823,6.547,-7.646,-7.646,0.0,0.0,0.0,-142.521,-142.521
Química (Bacharelado),EP_R1_NPPI,3,-31.14,-57.812,10.829,20.502,-26.672,9.673,-57.812,28.834,10.829,28.834,-20.039,20.055,40.094,78.314,0.0,-221.449,44.931
Química (Bacharelado),EP_R1_PPI,1,22.563,22.563,26.649,26.649,0.0,0.0,22.563,22.563,26.649,26.649,22.563,26.649,4.086,4.086,4.086,,
Química (Bacharelado),EP_R2_NPPI,5,-23.583,-76.374,22.033,-76.374,-52.791,-98.407,-76.374,-23.583,-76.374,57.929,-42.078,8.913,50.991,95.522,0.0,-49.785,603.371
Química (Bacharelado),EP_R2_NPPIQ,1,-54.782,-54.782,11.654,11.654,0.0,0.0,-54.782,-54.782,11.654,11.654,-54.782,11.654,66.436,66.436,66.436,,
Química (Bacharelado),EP_R2_PPI,3,30.256,-43.672,30.256,-43.672,-73.928,-73.928,-43.672,30.256,-43.672,30.256,-12.026,2.692,14.717,44.152,0.0,-316.774,1500.579
Química (Bacharelado),EP_R2_PPIQ,1,-12.868,-12.868,-12.868,-12.868,0.0,0.0,-12.868,-12.868,-12.868,-12.868,-12.868,-12.868,0.0,0.0,0.0,,
Química (Licenciatura),AC,5,-16.564,-54.702,-16.564,44.043,-38.138,60.607,-54.702,0.306,-32.77,44.043,-25.015,7.389,32.404,98.745,0.0,-81.62,462.258
Química (Licenciatura),CN,1,-44.645,-44.645,-44.645,-44.645,0.0,0.0,-44.645,-44.645,-44.645,-44.645,-44.645,-44.645,0.0,0.0,0.0,,
Química (Licenciatura),EP_R1_NPPI,2,13.391,-30.874,13.391,-30.874,-44.265,-44.265,-30.874,13.391,-30.874,13.391,-8.741,-8.741,0.0,0.0,0.0,-358.063,-358.063
Química (Licenciatura),EP_R1_PPI,1,-59.081,-59.081,-1.061,-1.061,0.0,0.0,-59.081,-59.081,-1.061,-1.061,-59.081,-1.061,58.02,58.02,58.02,,
Química (Licenciatura),EP_R2_NPPI,4,-73.401,-22.384,-15.838,-22.241,51.017,-6.403,-73.401,11.482,-30.664,11.482,-28.742,-14.315,14.426,57.563,0.0,-121.467,-127.405
Química (Licenciatura),EP_R2_PPI,2,-24.258,-35.787,-24.258,12.099,-11.529,36.357,-35.787,-24.258,-24.258,12.099,-30.022,-6.079,23.943,47.886,0.0,-27.154,-422.868
Química Tecnológica (Bacharelado),AC,5,-47.561,-30.086,-17.112,126.278,17.475,143.39,-67.895,-23.379,-17.112,126.278,-45.067,52.796,97.863,156.364,30.449,-40.778,98.173
Química Tecnológica (Bacharelado),CN,2,-32.241,-2.177,-32.241,-2.177,30.064,30.064,-32.241,-2.177,-32.241,-2.177,-17.209,-17.209,0.0,0.0,0.0,-123.531,-123.531
Química Tecnológica (Bacharelado),EP_R1_NPPI,1,23.339,23.339,23.339,23.339,0.0,0.0,23.339,23.339,23.339,23.339,23.339,23.339,0.0,0.0,0.0,,
Química Tecnológica (Bacharelado),EP_R2_NPPI,4,26.655,-53.722,26.655,-27.07,-80.377,-53.725,-53.722,26.655,-27.683,26.655,-18.784,-7.843,10.941,26.652,0.0,-178.353,-327.087
Química Tecnológica (Bacharelado),EP_R2_PPI,2,-45.547,-30.902,-45.547,31.362,14.645,76.909,-45.547,-30.902,-45.547,31.362,-38.224,-7.092,31.132,62.264,0.0,-27.091,-766.766
Relações Internacionais (Bacharelado),AC,6,73.157,105.105,133.87,162.477,31.948,28.607,68.855,105.105,80.765,162.477,88.904,133.283,46.261,60.713,11.91,16.343,23.564
Relações Internacionais (Bacharelado),CN,6,39.989,100.775,43.033,100.775,60.786,57.742,39.989,100.775,43.033,100.775,68.227,68.734,0.507,3.044,0.0,37.481,36.258
Relações Internacionais (Bacharelado),EP_R1_NPPI,5,-9.56,-5.024,59.411,0.805,4.536,-58.606,-9.56,18.254,0.805,64.536,5.755,41.027,35.272,68.971,5.829,213.436,64.475
Relações Internacionais (Bacharelado),EP_R1_NPPIQ,1,-59.284,-59.284,22.165,22.165,0.0,0.0,-59.284,-59.284,22.165,22.165,-59.284,22.165,81.449,81.449,81.449,,
Relações Internacionais (Bacharelado),EP_R1_PPI,4,-37.873,-25.567,-35.003,81.011,12.306,116.014,-37.873,17.31,-35.003,81.011,-18.284,29.052,47.336,106.578,2.87,-133.213,197.443
Relações Internacionais (Bacharelado),EP_R2_NPPI,4,35.713,34.208,88.167,34.299,-1.505,-53.868,34.208,68.634,34.299,88.167,47.436,61.691,14.255,52.454,0.0,33.902,38.496
Relações Internacionais (Bacharelado),EP_R2_NPPIQ,1,72.126,72.126,90.752,90.752,0.0,0.0,72.126,72.126,90.752,90.752,72.126,90.752,18.626,18.626,18.626,,
Relações Internacionais (Bacharelado),EP_R2_NPPI_PCD,1,22.69,22.69,22.69,22.69,0.0,0.0,22.69,22.69,22.69,22.69,22.69,22.69,0.0,0.0,0.0,,
Relações Internacionais (Bacharelado),EP_R2_PPI,5,-23.088,-29.25,43.825,-2.275,-6.162,-46.1,-29.25,46.911,-2.275,54.101,-2.365,26.447,41.131,66.913,20.39,-1282.845,101.403
Relações Internacionais (Bacharelado),EP_R2_PPIQ,1,1.225,1.225,60.338,60.338,0.0,0.0,1.225,1.225,60.338,60.338,1.225,60.338,59.113,59.113,59.113,,
Saúde Coletiva (Bacharelado),AC,10,-87.136,-72.556,-3.078,9.485,14.58,12.563,-90.691,-47.301,-44.554,25.273,-73.137,-5.447,67.69,104.99,10.582,-18.758,-323.435
Saúde Coletiva (Bacharelado),CN,4,-38.727,-37.506,-38.727,-37.506,1.221,1.221,-39.762,-18.853,-38.727,-18.853,-33.712,-30.991,2.721,10.885,0.0,-29.511,-29.696
Saúde Coletiva (Bacharelado),EP_R1_NPPI,5,-71.408,-5.497,-43.768,-5.497,65.911,38.271,-92.731,-1.391,-92.731,-1.391,-45.261,-34.994,10.267,27.64,0.0,-89.359,-105.204
Saúde Coletiva (Bacharelado),EP_R1_PPI,5,-82.285,-78.911,-1.885,-78.911,3.374,-77.026,-105.487,-34.476,-105.487,-1.885,-73.181,-48.718,24.463,80.4,0.0,-35.69,-87.09
Saúde Coletiva (Bacharelado),EP_R2_NPPI,7,-62.249,-85.042,-43.547,-50.55,-22.793,-7.003,-95.903,-11.312,-50.55,-11.312,-62.333,-32.19,30.143,67.707,0.0,-45.172,-40.148
Saúde Coletiva (Bacharelado),EP_R2_PPI,5,-63.379,-76.202,-4.543,-9.79,-12.823,-5.247,-88.498,-20.34,-58.614,-4.543,-61.407,-27.746,33.66,66.412,0.0,-41.924,-84.171
Serviço Social (Bacharelado),AC,10,-58.484,-61.117,45.897,-3.129,-2.633,-49.026,-76.148,3.922,-17.915,58.364,-48.13,20.756,68.886,107.7,52.977,-48.212,125.792
Serviço Social (Bacharelado),CN,8,3.008,-34.475,26.594,-34.475,-37.483,-61.069,-41.755,16.93,-41.755,26.594,-14.31,-10.204,4.106,23.586,0.0,-167.985,-258.898
Serviço Social (Bacharelado),EP_R1_NPPI,5,-96.288,-31.822,-53.106,-31.822,64.466,21.284,-96.288,-19.616,-53.956,-18.297,-47.352,-38.452,8.9,43.182,0.0,-63.351,-39.37
Serviço Social (Bacharelado),EP_R1_PPI,6,-48.812,-46.647,-28.138,-46.647,2.165,-18.509,-48.812,-10.261,-46.647,19.595,-34.055,-22.882,11.173,29.856,0.0,-45.059,-98.709
Serviço Social (Bacharelado),EP_R2_NPPI,7,-51.891,-61.49,-31.824,-36.38,-9.599,-4.556,-61.615,-33.578,-61.615,-2.724,-51.572,-23.856,27.716,53.294,0.0,-22.174,-86.861
Serviço Social (Bacharelado),EP_R2_NPPIQ,1,-49.665,-49.665,-35.419,-35.419,0.0,0.0,-49.665,-49.665,-35.419,-35.419,-49.665,-35.419,14.246,14.246,14.246,,
Serviço Social (Bacharelado),EP_R2_PPI,5,-65.588,-45.238,-13.972,-45.238,20.35,-31.266,-65.588,-33.215,-45.238,1.085,-49.177,-16.988,32.189,51.616,0.0,-24.431,-109.073
Serviço Social (Bacharelado),EP_R2_PPIQ,1,-37.837,-37.837,-37.837,-37.837,0.0,0.0,-37.837,-37.837,-37.837,-37.837,-37.837,-37.837,0.0,0.0,0.0,,
"Teoria, Crítica e História da Arte (Bacharelado)",AC,5,-74.639,-22.04,-74.639,8.621,52.599,83.26,-74.639,-0.054,-74.639,50.763,-43.551,0.583,44.135,81.734,0.0,-72.011,8098.315
"Teoria, Crítica e História da Arte (Bacharelado)",CN,1,4.736,4.736,4.736,4.736,0.0,0.0,4.736,4.736,4.736,4.736,4.736,4.736,0.0,0.0,0.0,,
"Teoria, Crítica e História da Arte (Bacharelado)",EP_R1_PPI,1,3.161,3.161,3.161,3.161,0.0,0.0,3.161,3.161,3.161,3.161,3.161,3.161,0.0,0.0,0.0,,
"Teoria, Crítica e História da Arte (Bacharelado)",EP_R2_NPPI,1,-27.615,-27.615,-13.504,-13.504,0.0,0.0,-27.615,-27.615,-13.504,-13.504,-27.615,-13.504,14.111,14.111,14.111,,
"Teoria, Crítica e História da Arte (Bacharelado)",EP_R2_PPI,1,-51.341,-51.341,-51.341,-51.341,0.0,0.0,-51.341,-51.341,-51.341,-51.341,-51.341,-51.341,0.0,0.0,0.0,,
Terapia Ocupacional (Bacharelado),AC,6,-73.944,2.706,20.377,46.76,76.65,26.383,-73.944,2.706,-12.674,51.395,-28.596,27.989,56.585,94.321,27.707,-93.611,86.116
Terapia Ocupacional (Bacharelado),CN,5,5.337,-18.436,6.491,-18.436,-23.773,-24.927,-31.006,8.543,-31.006,8.543,-8.855,-8.624,0.231,1.154,0.0,-186.133,-194.066
Terapia Ocupacional (Bacharelado),EP_R1_NPPI,4,-92.652,-88.602,-4.201,-3.99,4.05,0.211,-92.652,-29.114,-38.795,-3.99,-62.291,-18.101,44.19,88.451,0.0,-52.976,-94.301
Terapia Ocupacional (Bacharelado),EP_R1_NPPIQ,1,-82.855,-82.855,-36.853,-36.853,0.0,0.0,-82.855,-82.855,-36.853,-36.853,-82.855,-36.853,46.002,46.002,46.002,,
Terapia Ocupacional (Bacharelado),EP_R1_PPI,3,-62.296,-16.701,-38.06,-16.701,45.595,21.359,-76.773,-16.701,-38.06,55.294,-51.923,0.178,52.101,132.067,0.0,-60.378,27530.354
Terapia Ocupacional (Bacharelado),EP_R2_NPPI,5,-74.63,-98.316,27.307,-37.282,-23.686,-64.589,-98.316,-14.518,-37.282,37.811,-58.503,1.946,60.449,101.937,39.118,-53.621,1614.015
Terapia Ocupacional (Bacharelado),EP_R2_NPPIQ,1,-14.671,-14.671,-6.035,-6.035,0.0,0.0,-14.671,-14.671,-6.035,-6.035,-14.671,-6.035,8.636,8.636,8.636,,
Terapia Ocupacional (Bacharelado),EP_R2_PPI,3,-45.148,-37.682,-25.927,-4.11,7.466,21.817,-69.768,-37.682,-25.927,9.306,-50.866,-6.91,43.956,79.074,19.221,-33.008,-257.334
Terapia Ocupacional (Bacharelado),EP_R2_PPIQ,1,-72.221,-72.221,-22.382,-22.382,0.0,0.0,-72.221,-72.221,-22.382,-22.382,-72.221,-22.382,49.839,49.839,49.839,,
Turismo (Bacharelado),AC,5,-101.482,-62.252,-8.137,51.489,39.23,59.626,-101.482,-62.252,-32.42,51.489,-86.439,8.805,95.244,113.741,62.701,-17.429,357.254
Turismo (Bacharelado),CN,4,-21.951,-53.591,-21.951,-53.591,-31.64,-31.64,-53.591,-21.951,-53.591,-21.951,-36.583,-36.583,0.0,0.0,0.0,-45.243,-45.243
Turismo (Bacharelado),EP_R1_NPPI,3,-35.506,-13.362,-35.506,-7.216,22.144,28.29,-64.42,-13.362,-64.42,-7.216,-37.763,-35.714,2.049,6.146,0.0,-67.802,-80.088
