Curso,Campus,Turno,Modalidade,Histórico (mín.),Histórico (máx.),Última nota mínima,Última nota máxima,Previsão mínima,Previsão máxima,Intervalo previsto,Desvio (mín.),Desvio (máx.),Modelos (mín.),Modelos (máx.),Confiabilidade (mín.),Confiabilidade (máx.),Tendência (mín.),Tendência (máx.)
Biologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,4,4,-64.76,-36.08,-33.5,-18.68,14.83,27.48,20.0,4,4,Moderada,Moderada,Forte alta,Forte alta
Biologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-78.85,-26.94,-78.85,-26.94,51.91,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI_PCD,1,1,6.76,6.76,6.76,6.76,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,-4.11,3.96,3.42,28.98,25.56,12.45,19.64,4,4,Moderada,Moderada,Forte alta,Forte alta
Biologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,5.96,29.19,17.28,31.91,14.64,8.48,1.89,4,4,Moderada,Muito alta,Forte alta,Alta
Biologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,29.6,56.05,29.6,56.05,26.45,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI_PCD,1,1,-25.67,-25.67,-25.67,-25.67,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,4,4,-80.21,-58.11,-70.37,-59.22,11.15,17.73,27.24,4,4,Moderada,Moderada,Forte alta,Queda
Biologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-67.98,8.02,-67.98,8.02,76.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Licenciatura),Darcy Ribeiro,Diurno,AC,1,1,61.37,143.74,61.37,143.74,82.37,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Licenciatura),Darcy Ribeiro,Diurno,CN,1,1,45.8,45.8,45.8,45.8,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,38.01,47.71,38.01,47.71,9.7,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,0,1,,-7.02,,-7.02,,,0.0,0,2,Sem histórico,Baixa,Indeterminada,Estável
Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,51.28,55.29,51.28,55.29,4.01,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,21.36,36.3,21.36,36.3,14.95,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Licenciatura),Darcy Ribeiro,Noturno,AC,1,0,5.95,,5.95,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Biologia (Licenciatura),Darcy Ribeiro,Noturno,CN,1,1,40.66,40.66,40.66,40.66,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,1,-18.13,22.64,-18.13,22.64,40.78,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,1,1,-25.71,32.08,-25.71,32.08,57.78,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,1,19.7,40.9,19.7,40.9,21.2,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,1,1,-26.89,-17.79,-26.89,-17.79,9.1,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,4,4,-14.73,54.74,-9.29,64.25,73.54,7.2,11.65,4,4,Moderada,Moderada,Forte alta,Forte alta
Biologia (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,2,2,-17.18,-17.18,-17.63,-18.07,-0.44,6.79,13.38,4,4,Moderada,Moderada,Estável,Estável
Biologia (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_NPPI,2,2,-34.27,-8.3,-29.62,-1.16,28.46,7.68,11.79,4,4,Moderada,Moderada,Alta,Forte alta
Biologia (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_PPI,2,2,-32.04,-17.53,-29.92,-15.37,14.56,8.1,8.28,4,4,Moderada,Moderada,Alta,Alta
Biologia (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,3,3,3.56,3.56,-4.83,-12.12,-7.29,9.31,12.96,4,4,Moderada,Moderada,Forte queda,Forte queda
Biologia (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPIQ,1,1,-40.61,7.61,-40.61,7.61,48.22,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biologia (Licenciatura),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPI,3,3,-14.42,9.67,-21.62,15.37,36.99,5.63,8.99,4,4,Moderada,Moderada,Forte queda,Forte alta
Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,AC,1,1,87.36,154.25,87.36,154.25,66.89,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,29.19,29.19,29.19,29.19,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-62.36,44.48,-62.36,44.48,106.83,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-29.96,12.9,-29.96,12.9,42.86,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,55.94,88.43,55.94,88.43,32.49,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-53.34,58.88,-53.34,58.88,112.21,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biotecnologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,67.54,157.41,52.37,123.58,71.2,11.09,22.64,4,4,Moderada,Moderada,Forte queda,Forte queda
Biotecnologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,4,4,64.2,64.2,79.67,74.09,-5.57,24.66,15.34,4,4,Moderada,Moderada,Forte alta,Forte alta
Biotecnologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,3,3,-32.08,-32.08,-27.98,-18.35,9.63,7.4,12.82,4,4,Moderada,Moderada,Alta,Forte alta
Biotecnologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,22.9,22.9,22.9,22.9,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biotecnologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,2,2,-25.89,42.79,-22.34,57.79,80.13,8.69,36.73,4,4,Moderada,Moderada,Alta,Forte alta
Biotecnologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,-84.17,-24.82,-52.87,-6.95,45.92,28.04,27.55,4,4,Moderada,Moderada,Forte alta,Forte alta
Biotecnologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-36.96,43.54,-36.96,43.54,80.5,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Biotecnologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,3,3,-25.82,-25.82,-18.85,-3.26,15.59,6.96,25.44,4,4,Moderada,Moderada,Forte alta,Forte alta
Biotecnologia (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-47.17,-47.17,-47.17,-47.17,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,AC,1,1,47.26,128.48,47.26,128.48,81.22,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,-6.89,-6.89,-6.89,-6.89,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-27.94,-27.94,-27.94,-27.94,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-14.08,41.92,-14.08,41.92,56.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,-13.22,26.98,-13.22,26.98,40.2,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-50.29,-8.47,-50.29,-8.47,41.82,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência Política (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,55.47,112.08,49.25,83.16,33.91,10.41,21.1,4,4,Moderada,Moderada,Forte queda,Forte queda
Ciência Política (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,5,5,48.44,48.44,43.37,33.48,-9.89,8.86,11.45,4,4,Moderada,Moderada,Forte queda,Forte queda
Ciência Política (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,3,3,-21.74,15.5,-27.49,7.72,35.2,4.48,6.94,4,4,Moderada,Moderada,Forte queda,Forte queda
Ciência Política (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-33.16,-3.3,-33.16,-3.3,29.86,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência Política (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,3,3,-15.55,-3.08,-18.7,-8.52,10.19,2.83,4.76,4,4,Alta,Moderada,Queda,Forte queda
Ciência Política (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,3,3,16.43,22.17,18.3,21.34,3.04,18.4,0.89,4,4,Moderada,Alta,Alta,Estável
Ciência Política (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,13.77,47.7,13.77,47.7,33.93,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência Política (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ_PCD,1,1,-31.84,-24.22,-31.84,-24.22,7.62,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência Política (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,3,3,-30.79,5.59,-28.23,-6.57,21.67,10.9,17.11,4,4,Moderada,Moderada,Alta,Forte queda
Ciência Política (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-37.15,-5.97,-37.15,-5.97,31.18,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,AC,1,1,115.0,192.19,115.0,192.19,77.19,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,82.76,82.76,82.76,82.76,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,46.78,65.02,46.78,65.02,18.23,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,9.01,79.46,9.01,79.46,70.46,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,114.94,142.35,114.94,142.35,27.41,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,29.63,64.87,29.63,64.87,35.24,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência da Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,135.83,166.53,138.19,161.63,23.44,9.31,4.28,4,4,Moderada,Moderada,Alta,Queda
Ciência da Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,5,5,117.65,117.65,115.27,113.47,-1.8,11.62,9.45,4,4,Moderada,Moderada,Queda,Queda
Ciência da Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,4,4,8.65,18.34,23.59,27.95,4.36,21.79,9.98,4,4,Moderada,Moderada,Forte alta,Forte alta
Ciência da Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-38.26,32.99,-38.26,32.99,71.25,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência da Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,4,4,-18.1,-7.69,-10.08,-1.64,8.44,7.29,6.24,4,4,Moderada,Moderada,Forte alta,Forte alta
Ciência da Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPIQ,1,1,0.18,0.18,0.18,0.18,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência da Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,77.54,77.54,101.48,92.62,-8.86,23.48,19.36,4,4,Moderada,Moderada,Forte alta,Forte alta
Ciência da Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,118.29,118.29,118.29,118.29,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência da Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ_PCD,1,1,42.86,42.86,42.86,42.86,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência da Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI_PCD,1,1,-10.52,-10.52,-10.52,-10.52,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência da Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,4,4,-12.09,22.79,6.41,39.75,33.35,15.11,13.71,4,4,Moderada,Moderada,Forte alta,Forte alta
Ciência da Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,48.88,74.72,48.88,74.72,25.84,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciência da Computação (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI_PCD,1,1,-13.05,-13.05,-13.05,-13.05,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,AC,1,1,-63.62,118.33,-63.62,118.33,181.95,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,CN,1,1,-16.03,-16.03,-16.03,-16.03,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,1,1,-15.69,-15.69,-15.69,-15.69,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Ambientais (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,4,4,-60.71,-15.39,-56.69,-13.15,43.55,8.08,10.79,4,4,Moderada,Moderada,Alta,Alta
Ciências Ambientais (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,3,3,-39.99,-39.99,-40.3,-41.21,-0.91,1.34,2.88,4,4,Alta,Alta,Estável,Queda
Ciências Ambientais (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_NPPI,1,1,-6.83,-6.83,-6.83,-6.83,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Ambientais (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,3,3,-29.41,-13.82,-5.32,5.99,11.3,19.63,16.44,4,4,Moderada,Moderada,Forte alta,Forte alta
Ciências Ambientais (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPI,3,3,-51.52,-51.52,-43.39,-47.92,-4.53,6.79,5.84,4,4,Moderada,Moderada,Forte alta,Alta
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,AC,1,1,13.06,64.39,13.06,64.39,51.33,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,CN,1,0,-30.28,,-30.28,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,0,1,,12.23,,12.23,,,0.0,0,2,Sem histórico,Baixa,Indeterminada,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,0,1,,13.35,,13.35,,,0.0,0,2,Sem histórico,Baixa,Indeterminada,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,0,1,,8.34,,8.34,,,0.0,0,2,Sem histórico,Baixa,Indeterminada,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,0,1,,5.0,,5.0,,,0.0,0,2,Sem histórico,Baixa,Indeterminada,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,AC,1,1,-20.05,46.13,-20.05,46.13,66.18,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,CN,1,1,-2.47,25.45,-2.47,25.45,27.91,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,1,-62.15,-7.43,-62.15,-7.43,54.72,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,1,1,-50.72,-38.63,-50.72,-38.63,12.09,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,1,-68.68,-68.68,-68.68,-68.68,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,1,1,-52.3,16.41,-52.3,16.41,68.71,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,17.85,82.74,-3.11,57.32,60.43,17.05,17.72,4,4,Moderada,Moderada,Forte queda,Forte queda
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,4,4,-0.63,14.5,-5.29,13.98,19.27,4.66,1.15,4,4,Moderada,Muito alta,Queda,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,3,3,-49.3,44.82,-48.57,50.89,99.46,4.39,16.15,4,4,Moderada,Moderada,Estável,Forte alta
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-24.06,-24.06,-24.06,-24.06,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,2,2,-59.86,-59.86,-65.96,-65.96,0.0,10.07,10.07,4,4,Moderada,Moderada,Forte queda,Forte queda
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,-75.96,-49.7,-73.36,-23.04,50.32,13.43,24.75,4,4,Moderada,Moderada,Alta,Forte alta
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,-50.33,11.21,-50.33,11.21,61.54,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,3,3,-21.69,-21.69,-21.98,-20.69,1.29,6.13,23.23,4,4,Moderada,Moderada,Estável,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-81.15,-5.42,-81.15,-5.42,75.74,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,AC,4,4,-27.79,31.88,-33.0,33.78,66.78,12.54,3.74,4,4,Moderada,Alta,Forte queda,Alta
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,CN,2,2,-40.83,-24.32,-35.94,-24.22,11.72,11.99,0.27,4,4,Moderada,Moderada,Alta,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_NPPI,2,2,-54.97,-29.05,-55.04,-26.96,28.08,0.3,7.97,4,4,Moderada,Moderada,Estável,Alta
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R1_PPI,1,1,1.49,1.49,1.49,1.49,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPI,2,2,-60.65,0.75,-54.24,-2.93,51.31,10.57,6.07,4,4,Moderada,Moderada,Forte alta,Queda
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_NPPIQ,1,1,-36.71,-21.21,-36.71,-21.21,15.5,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPI,3,3,-29.32,-6.14,-34.34,-4.38,29.96,4.55,2.48,4,4,Moderada,Alta,Forte queda,Alta
Ciências Contábeis (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Noturno,EP_R2_PPIQ,1,1,-72.81,-37.13,-72.81,-37.13,35.67,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Econômicas (Bacharelado),Darcy Ribeiro,Diurno,AC,1,0,92.03,,92.03,,,0.0,,2,0,Baixa,Sem histórico,Estável,Indeterminada
Ciências Econômicas (Bacharelado),Darcy Ribeiro,Diurno,CN,1,1,19.04,19.04,19.04,19.04,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Econômicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,1,-60.91,1.0,-60.91,1.0,61.91,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Econômicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,1,-25.59,29.07,-25.59,29.07,54.66,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Econômicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,1,44.98,51.9,44.98,51.9,6.92,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Econômicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,1,-40.78,55.48,-40.78,55.48,96.26,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Econômicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,AC,5,5,98.04,136.51,93.76,116.47,22.71,8.5,18.29,4,4,Moderada,Moderada,Queda,Forte queda
Ciências Econômicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,CN,5,5,83.43,83.43,66.4,66.06,-0.34,13.78,13.87,4,4,Moderada,Moderada,Forte queda,Forte queda
Ciências Econômicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPI,4,4,-56.63,-56.63,-52.78,-39.11,13.67,12.29,26.72,4,4,Moderada,Moderada,Alta,Forte alta
Ciências Econômicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_NPPIQ,1,1,-30.93,-30.93,-30.93,-30.93,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Econômicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R1_PPI,2,2,-10.9,67.95,-7.39,78.71,86.1,8.6,26.37,4,4,Moderada,Moderada,Alta,Forte alta
Ciências Econômicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPI,4,4,-64.26,-22.96,-43.15,-0.28,42.86,24.16,32.31,4,4,Moderada,Moderada,Forte alta,Forte alta
Ciências Econômicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_NPPIQ,1,1,18.82,94.12,18.82,94.12,75.3,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Econômicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPI,3,3,-37.25,59.41,-31.55,52.3,83.84,5.54,11.62,4,4,Moderada,Moderada,Forte alta,Forte queda
Ciências Econômicas (Bacharelado),Darcy Ribeiro (Plano Piloto) / DF,Diurno,EP_R2_PPIQ,1,1,-17.7,30.92,-17.7,30.92,48.62,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Naturais (Licenciatura),Planalti na (FUP),Diurno,AC,1,1,-85.5,-85.5,-85.5,-85.5,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Naturais (Licenciatura),Planalti na (FUP),Noturno,AC,1,1,-76.85,-20.47,-76.85,-20.47,56.38,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
Ciências Naturais (Licenciatura),Planalti na (FUP),Noturno,CN,1,1,-90.2,-90.2,-90.2,-90.2,0.0,0.0,0.0,2,2,Baixa,Baixa,Estável,Estável
