subprograma,ano_ingresso,campus,curso,turno,curso_id,modalidade_original,modalidade_normalizada,escola_publica,faixa_renda,limite_salario_minimo,grupo_etnico,pcd,nota_min,nota_max
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Computação (Licenciatura),Noturno,Computação (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-20.863,34.167
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,Comunicação Organizacional (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-78.071,-78.071
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,Comunicação Organizacional (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-76.574,-23.424
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,Comunicação Organizacional (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-49.352,-45.012
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Organizacional (Bacharelado),Noturno,Comunicação Organizacional (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-17.502,62.26
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,Comunicação Social – Audiovisual (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,48.632,48.632
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,Comunicação Social – Audiovisual (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-36.365,-36.365
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,Comunicação Social – Audiovisual (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-28.396,33.343
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,Comunicação Social – Audiovisual (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-7.569,44.378
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social – Audiovisual (Bacharelado),Diurno,Comunicação Social – Audiovisual (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,64.46,116.156
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,Comunicação Social - Publicidade e Propaganda (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,35.413,35.413
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,Comunicação Social - Publicidade e Propaganda (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,1.108,24.992
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,Comunicação Social - Publicidade e Propaganda (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,4.223,4.223
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,Comunicação Social - Publicidade e Propaganda (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,14.955,56.294
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,Comunicação Social - Publicidade e Propaganda (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,54.06,54.06
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,Comunicação Social - Publicidade e Propaganda (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,77.921,129.694
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,Design – Programação Visual/Projeto do Produto (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,24.028,24.028
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,Design – Programação Visual/Projeto do Produto (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-31.239,-11.424
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,Design – Programação Visual/Projeto do Produto (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-45.596,-45.596
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,Design – Programação Visual/Projeto do Produto (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,47.464,47.464
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,Design – Programação Visual/Projeto do Produto (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI_PCD,EP_R2_PPI_PCD,True,R2,1.5,PPI,True,-41.338,-41.338
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,Design – Programação Visual/Projeto do Produto (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,80.914,98.283
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,Direito (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,71.703,98.148
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,Direito (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,1.027,53.764
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,Direito (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,28.279,53.85
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,Direito (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,48.707,52.731
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,Direito (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI_PCD,EP_R2_PPI_PCD,True,R2,1.5,PPI,True,29.619,29.619
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,Direito (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,114.736,145.342
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Diurno,Direito (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,113.772,181.764
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,Direito (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,52.904,84.592
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,Direito (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,2.332,42.274
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,Direito (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,12.304,37.517
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,Direito (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,38.282,74.352
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,Direito (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,54.367,61.664
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,Direito (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,77.019,114.418
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,Educação Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-7.405,-7.405
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,Educação Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-30.501,-17.981
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,Educação Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-54.427,-33.945
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,Educação Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-36.462,24.338
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,Educação Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,6.786,12.56
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Bacharelado),Diurno,Educação Física (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,8.352,45.082
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Licenciatura),Diurno,Educação Física (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-18.38,-18.38
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Licenciatura),Diurno,Educação Física (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-73.641,-24.238
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Licenciatura),Diurno,Educação Física (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-53.868,-18.279
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Licenciatura),Diurno,Educação Física (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-21.729,-5.99
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Licenciatura),Diurno,Educação Física (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-21.889,-19.463
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Licenciatura),Diurno,Educação Física (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-21.256,46.723
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,33.356,33.356
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,4.875,33.844
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,26.39,29.599
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,19.771,40.127
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,64.649,65.414
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,53.945,104.45
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Ambiental (Bacharelado),Diurno,Engenharia Ambiental (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,72.619,72.619
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Ambiental (Bacharelado),Diurno,Engenharia Ambiental (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-72.216,-72.216
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Ambiental (Bacharelado),Diurno,Engenharia Ambiental (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-49.389,38.819
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Ambiental (Bacharelado),Diurno,Engenharia Ambiental (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-55.038,-2.954
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Ambiental (Bacharelado),Diurno,Engenharia Ambiental (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,26.947,94.16
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Civil (Bacharelado),Diurno,Engenharia Civil (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,14.522,14.522
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Civil (Bacharelado),Diurno,Engenharia Civil (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-28.648,18.511
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Civil (Bacharelado),Diurno,Engenharia Civil (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-14.773,23.601
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Civil (Bacharelado),Diurno,Engenharia Civil (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-16.736,85.341
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Civil (Bacharelado),Diurno,Engenharia Civil (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-6.562,53.596
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Civil (Bacharelado),Diurno,Engenharia Civil (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,96.375,155.602
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Computação (Bacharelado),Diurno,Engenharia de Computação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,84.173,84.173
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Computação (Bacharelado),Diurno,Engenharia de Computação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,39.279,96.047
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Computação (Bacharelado),Diurno,Engenharia de Computação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,17.976,19.536
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Computação (Bacharelado),Diurno,Engenharia de Computação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,13.355,139.586
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Computação (Bacharelado),Diurno,Engenharia de Computação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,105.068,105.068
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Computação (Bacharelado),Diurno,Engenharia de Computação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI_PCD,EP_R2_NPPI_PCD,True,R2,1.5,NPPI,True,-46.31,-46.31
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Computação (Bacharelado),Diurno,Engenharia de Computação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,131.45,163.169
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Produção (Bacharelado),Noturno,Engenharia de Produção (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-20.158,-20.158
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Produção (Bacharelado),Noturno,Engenharia de Produção (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-5.047,-5.047
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Produção (Bacharelado),Noturno,Engenharia de Produção (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-47.974,-47.974
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Produção (Bacharelado),Noturno,Engenharia de Produção (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-86.266,14.269
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Produção (Bacharelado),Noturno,Engenharia de Produção (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,46.816,71.428
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Produção (Bacharelado),Noturno,Engenharia de Produção (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,42.183,131.038
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Redes de Comunicação (Bacharelado),Diurno,Engenharia de Redes de Comunicação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,24.498,24.498
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Redes de Comunicação (Bacharelado),Diurno,Engenharia de Redes de Comunicação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-43.862,-43.862
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Redes de Comunicação (Bacharelado),Diurno,Engenharia de Redes de Comunicação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-41.369,24.509
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Redes de Comunicação (Bacharelado),Diurno,Engenharia de Redes de Comunicação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-67.492,-21.402
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia de Redes de Comunicação (Bacharelado),Diurno,Engenharia de Redes de Comunicação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,1.695,71.841
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-12.839,-12.839
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-26.903,-26.903
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-38.064,19.809
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-20.572,66.75
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Elétrica (Bacharelado),Diurno,Engenharia Elétrica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,112.072,189.172
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Florestal (Bacharelado),Diurno,Engenharia Florestal (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-32.127,-32.127
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Florestal (Bacharelado),Diurno,Engenharia Florestal (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-2.213,-2.213
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Florestal (Bacharelado),Diurno,Engenharia Florestal (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-5.848,-5.848
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Florestal (Bacharelado),Diurno,Engenharia Florestal (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-29.541,-29.541
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Florestal (Bacharelado),Diurno,Engenharia Florestal (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-71.066,30.842
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecânica (Bacharelado),Diurno,Engenharia Mecânica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,25.588,25.588
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecânica (Bacharelado),Diurno,Engenharia Mecânica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-21.929,-3.886
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecânica (Bacharelado),Diurno,Engenharia Mecânica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-40.249,33.782
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecânica (Bacharelado),Diurno,Engenharia Mecânica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-28.117,20.947
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecânica (Bacharelado),Diurno,Engenharia Mecânica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,80.147,128.922
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,84.165,84.165
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Engenharia Mecatrônica – Controle e Automação (Bacharelado),Diurno,Engenharia Mecatrônica – Controle e Automação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-27.662,46.608
