subprograma,ano_ingresso,campus,curso,turno,curso_id,modalidade_original,modalidade_normalizada,escola_publica,faixa_renda,limite_salario_minimo,grupo_etnico,pcd,nota_min,nota_max
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Ciências Biológicas,Noturno,Licenciatura em Ciências Biológicas | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,5.948,116.233
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Física,Noturno,Licenciatura em Física | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-30.161,26.655
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Física,Noturno,Licenciatura em Física | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-68.138,94.263
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Matemática,Noturno,Licenciatura em Matemática | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,2.629,2.629
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Matemática,Noturno,Licenciatura em Matemática | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-38.182,-20.674
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Matemática,Noturno,Licenciatura em Matemática | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-11.475,23.132
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Matemática,Noturno,Licenciatura em Matemática | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-54.593,1.689
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Matemática,Noturno,Licenciatura em Matemática | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-49.204,9.671
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Música*,Noturno,Licenciatura em Música* | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,17.12,17.12
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Química,Noturno,Licenciatura em Química | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-44.645,-44.645
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Química,Noturno,Licenciatura em Química | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,13.391,13.391
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Química,Noturno,Licenciatura em Química | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-24.258,-24.258
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Química,Noturno,Licenciatura em Química | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,11.482,11.482
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Química,Noturno,Licenciatura em Química | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-32.77,-32.77
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua e Literatura Japonesa (Licenciatura),Noturno,Língua e Literatura Japonesa (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI_PCD,EP_R2_PPI_PCD,True,R2,1.5,PPI,True,5.9,5.9
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua e Literatura Japonesa (Licenciatura),Noturno,Língua e Literatura Japonesa (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,2.278,2.278
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua e Literatura Japonesa (Licenciatura),Noturno,Língua e Literatura Japonesa (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-62.925,18.808
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Espanhola e Literatura Espanhola e Hispano-Americana (Licenciatura),Noturno,Língua Espanhola e Literatura Espanhola e Hispano-Americana (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-54.875,-36.401
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Espanhola e Literatura Espanhola e Hispano-Americana (Licenciatura),Noturno,Língua Espanhola e Literatura Espanhola e Hispano-Americana (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-27.424,-27.424
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Espanhola e Literatura Espanhola e Hispano-Americana (Licenciatura),Noturno,Língua Espanhola e Literatura Espanhola e Hispano-Americana (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-45.262,-45.262
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Espanhola e Literatura Espanhola e Hispano-Americana (Licenciatura),Noturno,Língua Espanhola e Literatura Espanhola e Hispano-Americana (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-98.76,13.701
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado),Diurno,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-34.469,-34.469
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado),Diurno,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,47.66,47.66
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado),Diurno,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,21.416,21.416
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado),Diurno,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-13.842,-0.945
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado),Diurno,Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-55.946,50.274
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-2.644,-2.644
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-48.718,-8.908
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-43.649,-43.649
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Francesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-44.511,28.361
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-25.636,-25.636
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-42.015,-39.516
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-3.967,-3.967
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,1.85,17.924
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,27.842,27.842
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,32.546,50.645
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,8.583,8.583
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-10.113,26.323
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,8.396,8.396
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-13.148,25.795
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,23.426,23.426
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciat ura),Diurno,Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,41.363,52.962
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,6.56,6.56
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-23.897,-23.897
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-51.267,-51.267
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Língua Portuguesa e Respectiva Literatura (Licenciatura),Noturno,Língua Portuguesa e Respectiva Literatura (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-70.531,78.089
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/Licenciat ura),Diurno,Matemática (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,1.929,1.929
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/Licenciat ura),Diurno,Matemática (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-51.323,-0.098
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/Licenciat ura),Diurno,Matemática (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-60.003,32.678
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/Licenciat ura),Diurno,Matemática (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,40.087,40.087
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Matemática (Bacharelado/Licenciat ura),Diurno,Matemática (Bacharelado/Licenciat ura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,22.51,91.155
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,130.611,130.611
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,70.434,77.743
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI_PCD,EP_R1_PPI_PCD,True,R1,1.5,PPI,True,-6.687,-6.687
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,117.211,117.211
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI_PCD,EP_R1_NPPI_PCD,True,R1,1.5,NPPI,True,-22.108,-22.108
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,115.852,166.333
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,186.191,186.191
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI_PCD,EP_R2_NPPI_PCD,True,R2,1.5,NPPI,True,-17.084,-17.084
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina (Bacharelado),Diurno,Medicina (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,173.841,206.948
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,68.27,68.27
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,9.779,22.881
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,7.066,34.654
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,60.745,65.444
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,50.944,54.202
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Medicina Veterinária (Bacharelado),Diurno,Medicina Veterinária (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,82.802,179.56
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Museologia (Bacharelado),Diurno,Museologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-59.2,-59.2
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Museologia (Bacharelado),Diurno,Museologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-51.807,-48.412
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Museologia (Bacharelado),Diurno,Museologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-83.171,-5.934
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Museologia (Bacharelado),Diurno,Museologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-69.548,21.708
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Música (Licenciatura)*,Diurno,Música (Licenciatura)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,13.326,13.326
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Música (Licenciatura)*,Diurno,Música (Licenciatura)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-52.883,59.144
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,27.706,27.706
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-47.36,22.813
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,18.954,18.954
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-13.868,14.264
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,48.358,48.358
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Nutrição (Bacharelado),Diurno,Nutrição (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,64.371,93.954
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,71.784,71.784
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,16.771,54.234
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,19.788,19.788
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,41.185,97.122
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,66.216,66.216
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Odontologia (Bacharelado),Diurno,Odontologia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,81.777,129.578
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-15.759,-9.929
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-36.471,26.623
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-34.756,25.725
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-28.413,6.627
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-15.683,22.02
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Diurno,Pedagogia (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-20.971,44.375
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,17.691,17.691
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-53.278,-41.609
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-33.843,-8.815
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-28.92,-28.92
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-62.622,-17.576
2019-2021,2021,Darcy Ribeiro (Plano Piloto) / DF,Pedagogia (Licenciatura),Noturno,Pedagogia (Licenciatura) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-58.685,-3.162
