Subprograma,Ano,Campus,Curso,Turno,Modalidade,modalidade_normalizada,escola_publica,faixa_renda,grupo_etnico,pcd,limite_salario_minimo,Nota Mínima,Nota Máxima
2023-2025,2025,Darcy Ribeiro,Administração (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-67.831,-19.227
2023-2025,2025,Darcy Ribeiro,Administração (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-25.422,-3.245
2023-2025,2025,Darcy Ribeiro,Administração (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-17.433,18.394
2023-2025,2025,Darcy Ribeiro,Administração (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-12.58,6.842
2023-2025,2025,Darcy Ribeiro,Administração (Bacharelado),Diurno,AC,AC,False,,,False,,38.131,99.156
2023-2025,2025,Darcy Ribeiro,Administração (Bacharelado),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-55.503,-4.817
2023-2025,2025,Darcy Ribeiro,Administração (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-54.846,-53.83
2023-2025,2025,Darcy Ribeiro,Administração (Bacharelado),Noturno,AC,AC,False,,,False,,-7.05,44.901
2023-2025,2025,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-56.39,-56.39
2023-2025,2025,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-62.778,-36.2
2023-2025,2025,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-58.036,-13.042
2023-2025,2025,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-22.112,-14.127
2023-2025,2025,Darcy Ribeiro,Agronomia (Bacharelado),Diurno,AC,AC,False,,,False,,-5.377,112.172
2023-2025,2025,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-32.379,4.506
2023-2025,2025,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,12.661,61.488
2023-2025,2025,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,65.505,97.824
2023-2025,2025,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,65.15,65.15
2023-2025,2025,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,AC,AC,False,,,False,,98.047,146.303
2023-2025,2025,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-57.497,11.923
2023-2025,2025,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,23.271,23.271
2023-2025,2025,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,AC,AC,False,,,False,,48.138,74.131
2023-2025,2025,Darcy Ribeiro,Arquivologia (Bacharelado),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-70.619,-31.332
2023-2025,2025,Darcy Ribeiro,Arquivologia (Bacharelado),Noturno,AC,AC,False,,,False,,-57.868,41.329
2023-2025,2025,Darcy Ribeiro,Artes Cênicas (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-30.791,18.165
2023-2025,2025,Darcy Ribeiro,Artes Cênicas (Bacharelado),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,-33.372,-33.372
2023-2025,2025,Darcy Ribeiro,Artes Cênicas (Bacharelado),Diurno,AC,AC,False,,,False,,23.679,42.35
2023-2025,2025,Darcy Ribeiro,Artes Cênicas (Licenciatura),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-62.337,-53.522
2023-2025,2025,Darcy Ribeiro,Artes Cênicas (Licenciatura),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-49.808,-49.808
2023-2025,2025,Darcy Ribeiro,Artes Cênicas (Licenciatura),Diurno,AC,AC,False,,,False,,-12.384,29.579
2023-2025,2025,Darcy Ribeiro,Artes Cênicas (Licenciatura),Noturno,AC,AC,False,,,False,,-53.375,16.725
2023-2025,2025,Darcy Ribeiro,Artes Visuais (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-64.314,-16.574
2023-2025,2025,Darcy Ribeiro,Artes Visuais (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-21.925,-21.925
2023-2025,2025,Darcy Ribeiro,Artes Visuais (Bacharelado),Diurno,AC,AC,False,,,False,,13.225,75.062
2023-2025,2025,Darcy Ribeiro,Biblioteconomia (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-54.547,-52.729
2023-2025,2025,Darcy Ribeiro,Biblioteconomia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-46.402,-46.402
2023-2025,2025,Darcy Ribeiro,Biblioteconomia (Bacharelado),Diurno,AC,AC,False,,,False,,-57.49,36.282
2023-2025,2025,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,22.903,22.903
2023-2025,2025,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-47.168,-47.168
2023-2025,2025,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-36.957,43.54
2023-2025,2025,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,64.205,64.205
2023-2025,2025,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,AC,AC,False,,,False,,67.536,157.41
2023-2025,2025,Darcy Ribeiro,Ciência da Computação (Bacharelado),Diurno,EP_R1_PPIQ,EP_R1_PPIQ,True,R1,PPIQ,False,1.0,0.178,0.178
2023-2025,2025,Darcy Ribeiro,Ciência da Computação (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-38.263,32.989
2023-2025,2025,Darcy Ribeiro,Ciência da Computação (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,48.884,74.724
2023-2025,2025,Darcy Ribeiro,Ciência da Computação (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,118.288,118.288
2023-2025,2025,Darcy Ribeiro,Ciência da Computação (Bacharelado),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,42.861,42.861
2023-2025,2025,Darcy Ribeiro,Ciência da Computação (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,117.648,117.648
2023-2025,2025,Darcy Ribeiro,Ciência da Computação (Bacharelado),Diurno,AC,AC,False,,,False,,135.827,166.528
2023-2025,2025,Darcy Ribeiro,Ciência Política (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-33.164,-3.3
2023-2025,2025,Darcy Ribeiro,Ciência Política (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-37.151,-5.97
2023-2025,2025,Darcy Ribeiro,Ciência Política (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,13.769,47.698
2023-2025,2025,Darcy Ribeiro,Ciência Política (Bacharelado),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,-31.841,-24.216
2023-2025,2025,Darcy Ribeiro,Ciência Política (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,48.441,48.441
2023-2025,2025,Darcy Ribeiro,Ciência Política (Bacharelado),Diurno,AC,AC,False,,,False,,55.467,112.083
2023-2025,2025,Darcy Ribeiro,Ciências Ambientais (Bacharelado),Noturno,AC,AC,False,,,False,,-60.711,-15.392
2023-2025,2025,Darcy Ribeiro,Biologia (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-78.848,-26.937
2023-2025,2025,Darcy Ribeiro,Biologia (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-67.982,8.016
2023-2025,2025,Darcy Ribeiro,Biologia (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,29.597,56.051
2023-2025,2025,Darcy Ribeiro,Biologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,29.652,29.652
2023-2025,2025,Darcy Ribeiro,Biologia (Bacharelado),Diurno,AC,AC,False,,,False,,78.793,119.236
2023-2025,2025,Darcy Ribeiro,Biologia (Licenciatura),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-40.608,7.61
2023-2025,2025,Darcy Ribeiro,Biologia (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-17.183,-17.183
2023-2025,2025,Darcy Ribeiro,Biologia (Licenciatura),Noturno,AC,AC,False,,,False,,-14.729,54.739
2023-2025,2025,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-24.064,-24.064
2023-2025,2025,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-81.153,-5.417
2023-2025,2025,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-50.333,11.211
2023-2025,2025,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-0.627,14.496
2023-2025,2025,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Diurno,AC,AC,False,,,False,,17.85,82.737
2023-2025,2025,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Noturno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-72.809,-37.134
2023-2025,2025,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-36.706,-21.206
2023-2025,2025,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-40.834,-24.325
2023-2025,2025,Darcy Ribeiro,Ciências Contábeis (Bacharelado),Noturno,AC,AC,False,,,False,,-27.789,31.88
2023-2025,2025,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-30.927,-30.927
2023-2025,2025,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-17.699,30.922
2023-2025,2025,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,18.823,94.124
2023-2025,2025,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,83.431,83.431
2023-2025,2025,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,AC,AC,False,,,False,,98.037,136.512
2023-2025,2025,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-30.926,-30.926
2023-2025,2025,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-70.919,-49.487
2023-2025,2025,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-91.423,-6.3
2023-2025,2025,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,-32.205,-32.205
2023-2025,2025,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-34.923,-32.091
2023-2025,2025,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-15.532,69.84
2023-2025,2025,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-44.036,-4.601
2023-2025,2025,Darcy Ribeiro,Computação (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-23.781,-23.781
2023-2025,2025,Darcy Ribeiro,Computação (Licenciatura),Noturno,AC,AC,False,,,False,,-22.177,45.581
2023-2025,2025,Darcy Ribeiro,Comunicação Organizacional (Bacharelado),Noturno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-49.545,-18.438
2023-2025,2025,Darcy Ribeiro,Comunicação Organizacional (Bacharelado),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-83.245,15.877
2023-2025,2025,Darcy Ribeiro,Comunicação Organizacional (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-4.348,-4.348
2023-2025,2025,Darcy Ribeiro,Comunicação Organizacional (Bacharelado),Noturno,AC,AC,False,,,False,,8.45,66.357
2023-2025,2025,Darcy Ribeiro,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-32.295,26.778
2023-2025,2025,Darcy Ribeiro,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,41.977,41.977
2023-2025,2025,Darcy Ribeiro,Comunicação Social – Audiovisual (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-55.674,-55.674
2023-2025,2025,Darcy Ribeiro,Comunicação Social – Audiovisual (Bacharelado),Diurno,AC,AC,False,,,False,,69.433,134.182
2023-2025,2025,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-29.329,-29.329
2023-2025,2025,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-41.458,-16.426
2023-2025,2025,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,50.59,50.59
2023-2025,2025,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,44.425,44.425
2023-2025,2025,Darcy Ribeiro,Comunicação Social - Publicidade e Propaganda (Bacharelado),Diurno,AC,AC,False,,,False,,56.963,86.414
2023-2025,2025,Darcy Ribeiro,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-55.242,-7.149
2023-2025,2025,Darcy Ribeiro,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-44.318,-44.259
2023-2025,2025,Darcy Ribeiro,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,3.136,3.136
2023-2025,2025,Darcy Ribeiro,Design – Programação Visual/Projeto do Produto (Bacharelado),Diurno,AC,AC,False,,,False,,87.407,110.73
2023-2025,2025,Darcy Ribeiro,Direito (Bacharelado),Diurno,EP_R1_PPIQ,EP_R1_PPIQ,True,R1,PPIQ,False,1.0,-87.773,5.701
2023-2025,2025,Darcy Ribeiro,Direito (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,14.584,66.246
2023-2025,2025,Darcy Ribeiro,Direito (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,61.18,81.56
2023-2025,2025,Darcy Ribeiro,Direito (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,123.845,123.845
2023-2025,2025,Darcy Ribeiro,Direito (Bacharelado),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,27.527,27.527
2023-2025,2025,Darcy Ribeiro,Direito (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,85.357,112.75
2023-2025,2025,Darcy Ribeiro,Direito (Bacharelado),Diurno,AC,AC,False,,,False,,137.491,172.039
2023-2025,2025,Darcy Ribeiro,Direito (Bacharelado),Noturno,EP_R1_PPIQ,EP_R1_PPIQ,True,R1,PPIQ,False,1.0,-40.663,-26.586
2023-2025,2025,Darcy Ribeiro,Direito (Bacharelado),Noturno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-26.945,36.277
2023-2025,2025,Darcy Ribeiro,Direito (Bacharelado),Noturno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,31.885,58.328
2023-2025,2025,Darcy Ribeiro,Direito (Bacharelado),Noturno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,92.181,92.842
2023-2025,2025,Darcy Ribeiro,Direito (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,80.945,89.34
2023-2025,2025,Darcy Ribeiro,Direito (Bacharelado),Noturno,AC,AC,False,,,False,,104.746,126.174
2023-2025,2025,Darcy Ribeiro,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-69.589,-46.355
2023-2025,2025,Darcy Ribeiro,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-86.267,-8.852
2023-2025,2025,Darcy Ribeiro,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-16.974,0.769
2023-2025,2025,Darcy Ribeiro,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-19.322,0.653
2023-2025,2025,Darcy Ribeiro,Educação Física Ciclo Básico (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,1.609,38.076
2023-2025,2025,Darcy Ribeiro,Enfermagem (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-31.522,17.682
2023-2025,2025,Darcy Ribeiro,Enfermagem (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-32.977,21.488
2023-2025,2025,Darcy Ribeiro,Enfermagem (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,28.885,42.362
2023-2025,2025,Darcy Ribeiro,Enfermagem (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,39.99,39.99
2023-2025,2025,Darcy Ribeiro,Enfermagem (Bacharelado),Diurno,AC,AC,False,,,False,,53.833,90.752
2023-2025,2025,Darcy Ribeiro,Engenharia Ambiental (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,-44.993,-34.671
2023-2025,2025,Darcy Ribeiro,Engenharia Ambiental (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-51.192,-51.192
2023-2025,2025,Darcy Ribeiro,Engenharia Ambiental (Bacharelado),Diurno,AC,AC,False,,,False,,-53.928,39.353
2023-2025,2025,Darcy Ribeiro,Engenharia Civil (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-46.606,-6.776
2023-2025,2025,Darcy Ribeiro,Engenharia Civil (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-20.258,41.376
2023-2025,2025,Darcy Ribeiro,Engenharia Civil (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,19.123,44.103
2023-2025,2025,Darcy Ribeiro,Engenharia Civil (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,26.849,26.849
2023-2025,2025,Darcy Ribeiro,Engenharia Civil (Bacharelado),Diurno,AC,AC,False,,,False,,71.072,110.0
2023-2025,2025,Darcy Ribeiro,Engenharia de Computação (Bacharelado),Diurno,EP_R1_NPPIQ,EP_R1_NPPIQ,True,R1,NPPIQ,False,1.0,-33.752,-33.752
2023-2025,2025,Darcy Ribeiro,Engenharia de Computação (Bacharelado),Diurno,EP_R2_PPIQ,EP_R2_PPIQ,True,R2,PPIQ,False,1.0,-67.012,55.801
2023-2025,2025,Darcy Ribeiro,Engenharia de Computação (Bacharelado),Diurno,EP_R2_NPPIQ,EP_R2_NPPIQ,True,R2,NPPIQ,False,1.0,82.189,83.309
2023-2025,2025,Darcy Ribeiro,Engenharia de Computação (Bacharelado),Diurno,EP_R2_NPPIQ_PCD,EP_R2_NPPIQ_PCD,True,R2,NPPIQ,True,1.0,25.163,25.163
2023-2025,2025,Darcy Ribeiro,Engenharia de Computação (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,70.718,70.718
