subprograma,ano_ingresso,campus,curso,turno,curso_id,modalidade_original,modalidade_normalizada,escola_publica,faixa_renda,limite_salario_minimo,grupo_etnico,pcd,nota_min,nota_max
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-45.165,47.427
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-1.973,-1.973
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Química (Bacharelado),Diurno,Química (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,34.268,108.78
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Química Tecnológica (Bacharelado),Diurno,Química Tecnológica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-53.722,-27.07
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Química Tecnológica (Bacharelado),Diurno,Química Tecnológica (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-67.895,53.064
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-25.567,81.011
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,13.986,28.171
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-10.252,10.138
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,68.634,73.11
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,94.164,94.164
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Relações Internacionais (Bacharelado),Diurno,Relações Internacionais (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,92.834,138.473
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Saúde Coletiva (Bacharelado),Noturno,Saúde Coletiva (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-78.911,-78.911
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Saúde Coletiva (Bacharelado),Noturno,Saúde Coletiva (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-5.497,-5.497
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Saúde Coletiva (Bacharelado),Noturno,Saúde Coletiva (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-85.042,-50.55
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Saúde Coletiva (Bacharelado),Noturno,Saúde Coletiva (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-37.506,-37.506
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Saúde Coletiva (Bacharelado),Noturno,Saúde Coletiva (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-90.691,-12.104
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-21.301,-21.301
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-19.616,-18.297
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-61.49,-36.38
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-22.493,-22.493
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Diurno,Serviço Social (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-26.943,26.034
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-46.647,-46.647
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-31.822,-31.822
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-45.238,-45.238
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-9.961,-9.961
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Serviço Social (Bacharelado),Noturno,Serviço Social (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-69.15,1.997
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,"Teoria, Crítica e História da Arte (Bacharelado)",Noturno,"Teoria, Crítica e História da Arte (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF",CN,CN,False,,,NEGROS,False,4.736,4.736
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,"Teoria, Crítica e História da Arte (Bacharelado)",Noturno,"Teoria, Crítica e História da Arte (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF",AC,AC,False,,,,False,-56.171,25.563
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-13.362,-7.216
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-70.349,-23.007
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-47.957,-47.957
2021-2023,2023,Darcy Ribeiro (Plano Piloto) / DF,Turismo (Bacharelado),Diurno,Turismo (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-95.121,-32.42
2021-2023,2023,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-48.142,32.607
2021-2023,2023,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-36.993,53.835
2021-2023,2023,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-44.055,107.386
2021-2023,2023,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,13.073,93.718
2021-2023,2023,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,CN,CN,False,,,NEGROS,False,33.37,77.805
2021-2023,2023,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,AC,AC,False,,,,False,70.386,144.063
2021-2023,2023,Planaltina / DF,Ciências Naturais,Diurno,Ciências Naturais | Diurno | Planaltina / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-49.692,-49.692
2021-2023,2023,Planaltina / DF,Ciências Naturais,Diurno,Ciências Naturais | Diurno | Planaltina / DF,AC,AC,False,,,,False,-85.11,9.258
2021-2023,2023,Planaltina / DF,Ciências Naturais,Noturno,Ciências Naturais | Noturno | Planaltina / DF,AC,AC,False,,,,False,-52.216,9.125
2021-2023,2023,Planaltina / DF,Gestão do Agronegócio (Bacharelado),Diurno,Gestão do Agronegócio (Bacharelado) | Diurno | Planaltina / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-54.109,-22.499
2021-2023,2023,Planaltina / DF,Gestão do Agronegócio (Bacharelado),Diurno,Gestão do Agronegócio (Bacharelado) | Diurno | Planaltina / DF,AC,AC,False,,,,False,-56.321,-36.7
