subprograma,ano_ingresso,campus,curso,turno,curso_id,modalidade_original,modalidade_normalizada,escola_publica,faixa_renda,limite_salario_minimo,grupo_etnico,pcd,nota_min,nota_max
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Ciências Contábeis (Bacharelado),Noturno,Ciências Contábeis (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-71.302,44.077
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,Direito (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-26.837,12.579
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,Direito (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-30.887,1.416
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,Direito (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-10.395,45.688
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,Direito (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,20.26,66.642
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,Direito (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,54.94,84.963
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Direito (Bacharelado),Noturno,Direito (Bacharelado) | Noturno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,56.835,124.602
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura)*,Diurno,Artes Visuais (Licenciatura)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-23.125,-23.125
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura)*,Diurno,Artes Visuais (Licenciatura)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-17.979,-17.979
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura)*,Diurno,Artes Visuais (Licenciatura)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,29.145,29.145
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura)*,Diurno,Artes Visuais (Licenciatura)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-30.845,-30.845
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Artes Visuais (Licenciatura)*,Diurno,Artes Visuais (Licenciatura)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-56.057,28.223
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Licenciatura em Artes Cênicas*,Diurno,Licenciatura em Artes Cênicas* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-52.165,19.702
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-58.894,24.588
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-26.556,13.018
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-20.184,20.99
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-12.543,16.446
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,31.111,61.195
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Enfermagem (Bacharelado),Diurno,Enfermagem (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,6.734,93.171
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Agronomia (Bacharelado),Diurno,Agronomia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-73.408,-29.038
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Agronomia (Bacharelado),Diurno,Agronomia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-64.547,-64.547
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Agronomia (Bacharelado),Diurno,Agronomia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-67.906,-36.5
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Agronomia (Bacharelado),Diurno,Agronomia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-58.889,21.927
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Agronomia (Bacharelado),Diurno,Agronomia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-56.023,-9.606
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Agronomia (Bacharelado),Diurno,Agronomia (Bacharelado) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-82.562,39.359
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Música (Bacharelado)*,Diurno,Música (Bacharelado)* | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-29.764,-29.764
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Licenciatura),Diurno,Educação Física (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-101.251,-27.83
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Licenciatura),Diurno,Educação Física (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-43.227,-20.021
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Licenciatura),Diurno,Educação Física (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-91.266,22.938
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Licenciatura),Diurno,Educação Física (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-70.759,-0.024
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Licenciatura),Diurno,Educação Física (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,CN,CN,False,,,NEGROS,False,-20.627,-2.822
2018-2020,2020,Darcy Ribeiro (Plano Piloto) / DF,Educação Física (Licenciatura),Diurno,Educação Física (Licenciatura) | Diurno | Darcy Ribeiro (Plano Piloto) / DF,AC,AC,False,,,,False,-64.096,10.409
2018-2020,2020,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R1_PPI,EP_R1_PPI,True,R1,1.5,PPI,False,-56.987,-0.878
2018-2020,2020,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R1_NPPI,EP_R1_NPPI,True,R1,1.5,NPPI,False,-46.52,4.292
2018-2020,2020,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-80.254,1.161
2018-2020,2020,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,EP_R2_NPPI,EP_R2_NPPI,True,R2,1.5,NPPI,False,-100.534,41.234
2018-2020,2020,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,CN,CN,False,,,NEGROS,False,-57.125,76.031
2018-2020,2020,Gama / DF,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**,Diurno,Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)** | Diurno | Gama / DF,AC,AC,False,,,,False,-101.981,133.817
2018-2020,2020,Planaltina / DF,Gestão do Agronegócio (Bacharelado),Diurno,Gestão do Agronegócio (Bacharelado) | Diurno | Planaltina / DF,AC,AC,False,,,,False,-80.136,-49.865
2018-2020,2020,Planaltina / DF,Gestão Ambiental (Bacharelado),Noturno,Gestão Ambiental (Bacharelado) | Noturno | Planaltina / DF,AC,AC,False,,,,False,-62.155,-62.155
2018-2020,2020,Planaltina / DF,Ciências Naturais (Licenciatura),Diurno,Ciências Naturais (Licenciatura) | Diurno | Planaltina / DF,EP_R2_PPI,EP_R2_PPI,True,R2,1.5,PPI,False,-38.144,-7.442
2018-2020,2020,Planaltina / DF,Ciências Naturais (Licenciatura),Diurno,Ciências Naturais (Licenciatura) | Diurno | Planaltina / DF,AC,AC,False,,,,False,-78.584,-15.361
