Curso,Campus,Turno,modalidade_normalizada,n_trienios,primeiro_trienio,ultimo_trienio,variacao_absoluta,slope,elegivel_ranking_principal
Artes Visuais (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,2018-2020,2021-2023,-36.035999999999994,-6.098357142857132,False
Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,3,2019-2021,2021-2023,-12.380000000000003,-6.190000000000008,False
Letras - Inglês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,4,2018-2020,2021-2023,-25.037,-6.370900000000003,False
Saúde Coletiva (Bacharelado),Ceilândia,Diurno,EP_R2_PPI,3,2018-2020,2020-2022,-12.823,-6.411499999999994,False
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,2,2018-2020,2021-2023,-20.382,-6.793999999999997,False
Arquitetura e Urbanismo (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,4,2018-2020,2021-2023,-18.215,-6.978099999999996,False
Saúde Coletiva (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,3,2019-2021,2021-2023,-14.164000000000001,-7.08200000000002,False
Farmácia (Bacharelado),Darcy Ribeiro,Noturno,CN,3,2019-2021,2021-2023,-14.376000000000001,-7.187999999999993,False
Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,2018-2020,2021-2023,-23.961,-7.2559285714285755,False
Administração (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,2018-2020,2021-2023,-21.5,-7.283399999999998,False
Pedagogia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,4,2018-2020,2021-2023,-11.671000000000006,-7.3077999999999985,False
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,2018-2020,2020-2022,-15.087999999999997,-7.543999999999997,False
Biologia (Licenciatura),Darcy Ribeiro,Noturno,CN,3,2018-2020,2023-2025,-26.971,-7.984785714285713,False
Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,3,2019-2021,2021-2023,-16.136000000000003,-8.068000000000003,False
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,3,2018-2020,2020-2022,-16.275,-8.137499999999996,False
Matemática (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,4,2018-2020,2021-2023,-5.035,-8.1615,False
Fisioterapia (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,4,2018-2020,2021-2023,-13.032999999999998,-8.197199999999997,False
Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,2018-2020,2021-2023,-11.955000000000002,-8.263600000000002,False
Comunicação Organizacional (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,4,2018-2020,2021-2023,-32.074,-8.3716,False
Gestão de Políticas Públicas (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,4,2018-2020,2021-2023,-46.354,-8.49120000000001,False
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,4,2018-2020,2021-2023,-29.979,-8.565400000000002,False
Saúde Coletiva (Bacharelado),Ceilândia,Diurno,EP_R1_NPPI,3,2018-2020,2021-2023,-21.322999999999993,-8.7675,False
Letras – Tradução – Espanhol (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,3,2018-2020,2021-2023,-24.486999999999995,-8.803285714285723,False
Medicina Veterinária (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,2018-2020,2021-2023,-13.320999999999998,-9.041299999999996,False
Computação (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,4,2018-2020,2021-2023,-42.099,-9.455000000000009,False
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,CN,3,2019-2021,2023-2025,-38.367000000000004,-9.591749999999998,False
Artes Cênicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,2018-2020,2022-2024,-39.628,-9.642307692307693,False
Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,2020-2022,2021-2023,-9.887999999999998,-9.887999999999995,False
Administração (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,4,2018-2020,2021-2023,-33.024,-10.320099999999995,False
Japonês (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,3,2019-2021,2021-2023,-20.802999999999997,-10.401499999999997,False
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,CN,2,2018-2020,2021-2023,-31.302,-10.434,False
Letras - Espanhol (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,2,2018-2020,2019-2021,-10.572000000000003,-10.571999999999989,False
Geofísica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,2,2019-2021,2021-2023,-21.501,-10.7505,False
História (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,4,2018-2020,2021-2023,-23.947999999999997,-10.781099999999997,False
Engenharia de Redes de Comunicação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,2019-2021,2021-2023,-22.624999999999993,-11.312500000000004,False
Química (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,2,2019-2021,2020-2022,-11.529,-11.529000000000005,False
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,2018-2020,2021-2023,-43.277,-12.581500000000007,False
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,2018-2020,2021-2023,-39.147,-12.780400000000004,False
Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,2019-2021,2020-2022,-13.244,-13.243999999999993,False
Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,3,2019-2021,2021-2023,-26.671999999999997,-13.335999999999983,False
Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,2018-2020,2021-2023,-34.424,-13.3774,False
Artes Cênicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,2018-2020,2021-2023,-36.764,-13.569857142857142,False
Arquitetura e Urbanismo (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,4,2018-2020,2021-2023,-22.005999999999997,-13.6684,False
Educação Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,4,2018-2020,2021-2023,-37.897,-13.732000000000001,False
Serviço Social (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,3,2018-2020,2020-2022,-28.037,-14.018499999999996,False
Geografia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,2,2019-2021,2021-2023,-28.579,-14.289500000000002,False
Arquivologia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPI,2,2018-2020,2020-2022,-30.189999999999998,-15.094999999999992,False
Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,2018-2020,2021-2023,-48.345,-15.701399999999994,False
Matemática (Licenciatura),Darcy Ribeiro,Noturno,CN,3,2019-2021,2023-2025,-67.012,-16.75300000000001,False
Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,2,2019-2021,2020-2022,-17.799999999999997,-17.8,False
Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,2019-2021,2021-2023,-35.722,-17.860999999999997,False
Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,2018-2020,2020-2022,-36.65,-18.324999999999992,False
Letras – Português do Brasil como Segunda Língua (Licenciatura),Darcy Ribeiro,Diurno,CN,2,2020-2022,2021-2023,-18.56,-18.559999999999985,False
Línguas Estrangeiras Aplicadas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,2019-2021,2021-2023,-37.195,-18.597499999999997,False
Física (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,2018-2020,2021-2023,-45.623000000000005,-20.5635,False
Saúde Coletiva (Bacharelado),Ceilândia,Diurno,CN,2,2020-2022,2021-2023,-20.909,-20.90899999999998,False
Pedagogia (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_PPI,3,2019-2021,2021-2023,-42.824000000000005,-21.412000000000003,False
Fonoaudiologia (Bacharelado),Ceilândia,Diurno,EP_R1_PPI,4,2018-2020,2021-2023,-62.809000000000005,-21.463500000000003,False
Saúde Coletiva (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,3,2018-2020,2021-2023,-73.73,-22.02885714285715,False
Matemática (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,2,2019-2021,2020-2022,-22.03,-22.029999999999987,False
Química (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,2,2019-2021,2021-2023,-44.265,-22.132499999999997,False
Artes Visuais (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,2018-2020,2022-2024,-88.72,-22.179999999999996,False
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,2019-2021,2021-2023,-46.048,-23.023999999999997,False
Química Tecnológica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,4,2018-2020,2021-2023,-80.37700000000001,-23.3834,False
Museologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,2,2019-2021,2020-2022,-23.664999999999992,-23.665,False
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,2018-2020,2021-2023,-63.74700000000001,-23.88985714285714,False
Administração (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPI,3,2018-2020,2020-2022,-48.818999999999996,-24.409499999999998,False
Letras - Português (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,3,2019-2021,2021-2023,-52.305,-26.152500000000003,False
Letras – Tradução – Inglês (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,2,2019-2021,2020-2022,-27.198999999999998,-27.199000000000005,False
Letras - Francês (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,3,2018-2020,2020-2022,-59.348,-29.674000000000003,False
Ciências Naturais (Licenciatura),Planaltina,Diurno,EP_R1_PPI,2,2020-2022,2021-2023,-30.158,-30.157999999999976,False
Computação (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_PPI,2,2019-2021,2020-2022,-34.115,-34.115,False
Química (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,3,2018-2020,2020-2022,-73.928,-36.964,False
Engenharia de Produção (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPI,2,2019-2021,2021-2023,-77.56700000000001,-38.7835,False
Estatística (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,2,2018-2020,2019-2021,-39.216,-39.215999999999994,False
Música (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,2019-2021,2021-2023,-83.26599999999999,-41.633,False
Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,2020-2022,2021-2023,-41.786,-41.78599999999996,False
Filosofia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,3,2019-2021,2021-2023,-113.40200000000002,-56.70099999999998,False
Artes Cênicas (Literatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,2,2020-2022,2021-2023,-57.025,-57.02499999999994,False
Administração (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Administração (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Administração (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Administração (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Agronomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Agronomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Agronomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Arquitetura e Urbanismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Arquitetura e Urbanismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Arquitetura e Urbanismo (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Arquitetura e Urbanismo (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Arquivologia (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Artes Cênicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,2021-2023,2021-2023,0.0,,False
Artes Cênicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Artes Cênicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Artes Cênicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,1,2021-2023,2021-2023,0.0,,False
Artes Cênicas (Licenciatura),Darcy Ribeiro,Diurno,AC,1,2023-2025,2023-2025,0.0,,False
Artes Cênicas (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Artes Cênicas (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Artes Cênicas (Licenciatura),Darcy Ribeiro,Noturno,AC,1,2023-2025,2023-2025,0.0,,False
Artes Cênicas (Literatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,2020-2022,2020-2022,0.0,,False
Artes Cênicas (Literatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,2019-2021,2019-2021,0.0,,False
Artes Cênicas (Literatura),Darcy Ribeiro,Noturno,AC,1,2021-2023,2021-2023,0.0,,False
Artes Cênicas (Literatura),Darcy Ribeiro,Noturno,EP_R1_PPI,1,2019-2021,2019-2021,0.0,,False
Artes Cênicas (Literatura),Darcy Ribeiro,Noturno,EP_R2_NPPI,1,2018-2020,2018-2020,0.0,,False
Artes Visuais (Bacharelado),Darcy Ribeiro,Diurno,CN,1,2023-2025,2023-2025,0.0,,False
Artes Visuais (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Artes Visuais (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,2022-2024,2022-2024,0.0,,False
Artes Visuais (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,1,2018-2020,2018-2020,0.0,,False
Artes Visuais (Licenciatura),Darcy Ribeiro,Noturno,AC,1,2018-2020,2018-2020,0.0,,False
Biblioteconomia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI_PCD,1,2020-2022,2020-2022,0.0,,False
Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,2021-2023,2021-2023,0.0,,False
Biologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Biologia (Licenciatura),Darcy Ribeiro,Diurno,AC,1,2019-2021,2019-2021,0.0,,False
Biologia (Licenciatura),Darcy Ribeiro,Diurno,CN,1,2019-2021,2019-2021,0.0,,False
Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPI,1,2019-2021,2019-2021,0.0,,False
Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R1_PPI,1,2019-2021,2019-2021,,,False
Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,2019-2021,2019-2021,0.0,,False
Biologia (Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPI,1,2019-2021,2019-2021,0.0,,False
Biologia (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Biotecnologia (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Ciência Política (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,2023-2025,2023-2025,0.0,,False
Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI_PCD,1,2022-2024,2022-2024,0.0,,False
Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Ciência da Computação (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI_PCD,1,2018-2020,2018-2020,0.0,,False
Ciências Ambientais (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,2021-2023,2021-2023,0.0,,False
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI,4,2018-2020,2021-2023,-15.352999999999994,,False
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,3,2019-2021,2021-2023,,,False
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI,4,2018-2020,2021-2023,21.584,,False
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Ciências Contábeis (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Ciências Econômicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Ciências Econômicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Ciências Econômicas (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Ciências Naturais (Licenciatura),Planaltina,Noturno,CN,1,2019-2021,2019-2021,0.0,,False
Ciências Naturais (Licenciatura),Planaltina,Noturno,EP_R2_PPI,1,2020-2022,2020-2022,0.0,,False
Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Computação (Licenciatura),Darcy Ribeiro,Noturno,EP_R1_NPPI,1,2020-2022,2020-2022,0.0,,False
Computação (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Computação (Licenciatura),Darcy Ribeiro,Noturno,EP_R2_NPPI_PCD,1,2021-2023,2021-2023,0.0,,False
Comunicação Organizacional (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Comunicação Organizacional (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Comunicação Social - Publicidade e Propaganda (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Comunicação Social – Audiovisual (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPI_PCD,1,2021-2023,2021-2023,0.0,,False
Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,2022-2024,2022-2024,0.0,,False
Design – Programação Visual/Projeto do Produto (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPI_PCD,1,2020-2022,2020-2022,0.0,,False
Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPIQ,1,2023-2025,2023-2025,0.0,,False
Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI_PCD,1,2018-2020,2018-2020,0.0,,False
Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Direito (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R1_PPIQ,1,2023-2025,2023-2025,0.0,,False
Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Direito (Bacharelado),Darcy Ribeiro,Noturno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPI,1,2022-2024,2022-2024,0.0,,False
Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Educação Física Ciclo Básico (Bacharelado/Licenciatura),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R2_NPPIQ_PCD,1,2023-2025,2023-2025,0.0,,False
Enfermagem (Bacharelado),Ceilândia,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Enfermagem (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_PPI,1,2019-2021,2019-2021,0.0,,False
Engenharia Ambiental (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia Civil (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia Elétrica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia Florestal (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia Mecatrônica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_PPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R1_NPPIQ,1,2023-2025,2023-2025,0.0,,False
Engenharia Mecânica (Bacharelado),Darcy Ribeiro,Diurno,EP_R2_NPPIQ,1,2023-2025,2023-2025,0.0,,False
