Subprograma,Ano,Campus,Curso,Turno,Modalidade,modalidade_normalizada,escola_publica,faixa_renda,grupo_etnico,pcd,limite_salario_minimo,Nota Mínima,Nota Máxima
2018-2020,2020,Darcy Ribeiro,Ciência Política (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-6.36,63.804
2018-2020,2020,Darcy Ribeiro,Ciência Política (Bacharelado),Diurno,AC,AC,False,,,False,,-16.226,118.576
2018-2020,2020,Darcy Ribeiro,Artes Cênicas (Literatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-68.553,-68.553
2018-2020,2020,Darcy Ribeiro,Geofísica (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-20.904,-20.904
2018-2020,2020,Darcy Ribeiro,Geofísica (Bacharelado),Diurno,AC,AC,False,,,False,,-82.398,-2.424
2018-2020,2020,Darcy Ribeiro,Engenharia de Computação (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-44.598,18.4
2018-2020,2020,Darcy Ribeiro,Engenharia de Computação (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-31.837,53.774
2018-2020,2020,Darcy Ribeiro,Engenharia de Computação (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-63.631,29.797
2018-2020,2020,Darcy Ribeiro,Engenharia de Computação (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,21.015,92.852
2018-2020,2020,Darcy Ribeiro,Engenharia de Computação (Bacharelado),Diurno,AC,AC,False,,,False,,76.169,143.359
2018-2020,2020,Darcy Ribeiro,História (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-48.659,-25.066
2018-2020,2020,Darcy Ribeiro,História (Licenciatura),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-66.834,-66.834
2018-2020,2020,Darcy Ribeiro,História (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-61.065,15.096
2018-2020,2020,Darcy Ribeiro,História (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-68.468,42.212
2018-2020,2020,Darcy Ribeiro,História (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-59.895,-59.895
2018-2020,2020,Darcy Ribeiro,História (Licenciatura),Noturno,AC,AC,False,,,False,,-56.349,60.754
2018-2020,2020,Darcy Ribeiro,Química Tecnológica (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-45.547,-45.547
2018-2020,2020,Darcy Ribeiro,Química Tecnológica (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,26.655,26.655
2018-2020,2020,Darcy Ribeiro,Química Tecnológica (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-32.241,-32.241
2018-2020,2020,Darcy Ribeiro,Química Tecnológica (Bacharelado),Diurno,AC,AC,False,,,False,,-47.561,-17.112
2018-2020,2020,Darcy Ribeiro,Línguas Estrangeiras Aplicadas (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-25.614,-25.614
2018-2020,2020,Darcy Ribeiro,Línguas Estrangeiras Aplicadas (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-2.767,-2.767
2018-2020,2020,Darcy Ribeiro,Línguas Estrangeiras Aplicadas (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-48.698,-10.814
2018-2020,2020,Darcy Ribeiro,Línguas Estrangeiras Aplicadas (Bacharelado),Diurno,AC,AC,False,,,False,,-54.738,59.227
2018-2020,2020,Darcy Ribeiro,Engenharia Ambiental (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-15.863,-15.863
2018-2020,2020,Darcy Ribeiro,Engenharia Ambiental (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-45.951,-23.355
2018-2020,2020,Darcy Ribeiro,Engenharia Ambiental (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-14.794,1.282
2018-2020,2020,Darcy Ribeiro,Engenharia Ambiental (Bacharelado),Diurno,AC,AC,False,,,False,,-48.911,18.608
2018-2020,2020,Darcy Ribeiro,Saúde Coletiva (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-88.498,-45.444
2018-2020,2020,Darcy Ribeiro,Saúde Coletiva (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-11.312,-11.312
2018-2020,2020,Darcy Ribeiro,Saúde Coletiva (Bacharelado),Noturno,AC,AC,False,,,False,,-47.301,-5.412
2018-2020,2020,Darcy Ribeiro,Odontologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-48.765,42.043
2018-2020,2020,Darcy Ribeiro,Odontologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,21.849,57.888
2018-2020,2020,Darcy Ribeiro,Odontologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,29.357,66.986
2018-2020,2020,Darcy Ribeiro,Odontologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,30.482,58.714
2018-2020,2020,Darcy Ribeiro,Odontologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,78.514,98.713
2018-2020,2020,Darcy Ribeiro,Odontologia (Bacharelado),Diurno,AC,AC,False,,,False,,49.534,136.8
2018-2020,2020,Darcy Ribeiro,Comunicação Organizacional (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-24.715,-24.715
2018-2020,2020,Darcy Ribeiro,Comunicação Organizacional (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-41.513,4.914
2018-2020,2020,Darcy Ribeiro,Comunicação Organizacional (Bacharelado),Noturno,AC,AC,False,,,False,,-60.884,61.325
2018-2020,2020,Darcy Ribeiro,Biblioteconomia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-18.898,-18.898
2018-2020,2020,Darcy Ribeiro,Biblioteconomia (Bacharelado),Diurno,AC,AC,False,,,False,,-37.863,15.722
2018-2020,2020,Darcy Ribeiro,Nutrição (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-65.619,-1.114
2018-2020,2020,Darcy Ribeiro,Nutrição (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-16.923,-11.802
2018-2020,2020,Darcy Ribeiro,Nutrição (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-6.959,42.128
2018-2020,2020,Darcy Ribeiro,Nutrição (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,41.689,53.407
2018-2020,2020,Darcy Ribeiro,Nutrição (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,3.338,26.599
2018-2020,2020,Darcy Ribeiro,Nutrição (Bacharelado),Diurno,AC,AC,False,,,False,,26.002,130.595
2018-2020,2020,Darcy Ribeiro,Engenharia Química (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,38.999,38.999
2018-2020,2020,Darcy Ribeiro,Engenharia Química (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-14.085,-14.085
2018-2020,2020,Darcy Ribeiro,Engenharia Química (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-16.557,132.95
2018-2020,2020,Darcy Ribeiro,Engenharia Química (Bacharelado),Diurno,AC,AC,False,,,False,,-50.087,134.041
2018-2020,2020,Darcy Ribeiro,Medicina Veterinária (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-20.268,43.442
2018-2020,2020,Darcy Ribeiro,Medicina Veterinária (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,22.149,44.794
2018-2020,2020,Darcy Ribeiro,Medicina Veterinária (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,5.198,25.608
2018-2020,2020,Darcy Ribeiro,Medicina Veterinária (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,20.855,70.061
2018-2020,2020,Darcy Ribeiro,Medicina Veterinária (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,47.566,86.323
2018-2020,2020,Darcy Ribeiro,Medicina Veterinária (Bacharelado),Diurno,AC,AC,False,,,False,,50.187,118.151
2018-2020,2020,Darcy Ribeiro,Filosofia (Bacharelado/Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-16.795,-16.795
2018-2020,2020,Darcy Ribeiro,Filosofia (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-8.586,-8.586
2018-2020,2020,Darcy Ribeiro,Filosofia (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,7.704,29.933
2018-2020,2020,Darcy Ribeiro,Filosofia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-72.833,65.201
2018-2020,2020,Darcy Ribeiro,Música (Licenciatura),Diurno,AC,AC,False,,,False,,-66.315,-66.315
2018-2020,2020,Darcy Ribeiro,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-40.091,9.785
2018-2020,2020,Darcy Ribeiro,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-27.235,13.364
2018-2020,2020,Darcy Ribeiro,Comunicação Social – Audiovisual (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-30.985,9.153
2018-2020,2020,Darcy Ribeiro,Comunicação Social – Audiovisual (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-49.161,-49.161
2018-2020,2020,Darcy Ribeiro,Comunicação Social – Audiovisual (Bacharelado),Diurno,AC,AC,False,,,False,,47.993,110.494
2018-2020,2020,Darcy Ribeiro,Geografia (Bacharelado/Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-45.35,-45.35
2018-2020,2020,Darcy Ribeiro,Geografia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-54.684,-14.787
2018-2020,2020,Darcy Ribeiro,Geografia (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-51.632,-41.47
2018-2020,2020,Darcy Ribeiro,Geografia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-52.004,33.9
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-37.278,-37.278
2018-2020,2020,Darcy Ribeiro,Artes Visuais (Bacharelado),Diurno,AC,AC,False,,,False,,-54.583,41.796
2018-2020,2020,Darcy Ribeiro,Matemática (Licenciatura),Noturno,AC,AC,False,,,False,,-44.481,-44.481
2018-2020,2020,Darcy Ribeiro,Química (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-59.081,-1.061
2018-2020,2020,Darcy Ribeiro,Química (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-73.401,-15.838
2018-2020,2020,Darcy Ribeiro,Química (Licenciatura),Noturno,AC,AC,False,,,False,,-16.564,-16.564
2018-2020,2020,Darcy Ribeiro,Estatística (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,0.031,0.031
2018-2020,2020,Darcy Ribeiro,Estatística (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-0.124,-0.124
2018-2020,2020,Darcy Ribeiro,Estatística (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-42.667,-5.916
2018-2020,2020,Darcy Ribeiro,Estatística (Bacharelado),Diurno,AC,AC,False,,,False,,-72.065,57.878
2018-2020,2020,Darcy Ribeiro,Serviço Social (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-48.812,-28.138
2018-2020,2020,Darcy Ribeiro,Serviço Social (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-96.288,-53.106
2018-2020,2020,Darcy Ribeiro,Serviço Social (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-65.588,-13.972
2018-2020,2020,Darcy Ribeiro,Serviço Social (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-51.891,-31.824
2018-2020,2020,Darcy Ribeiro,Serviço Social (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,3.008,26.594
2018-2020,2020,Darcy Ribeiro,Serviço Social (Bacharelado),Diurno,AC,AC,False,,,False,,-58.484,45.897
2018-2020,2020,Darcy Ribeiro,Física (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-74.73,-74.73
2018-2020,2020,Darcy Ribeiro,Física (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-45.931,26.603
2018-2020,2020,Darcy Ribeiro,Física (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-11.788,-11.788
2018-2020,2020,Darcy Ribeiro,Física (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-10.52,128.902
2018-2020,2020,Darcy Ribeiro,Física (Bacharelado),Diurno,AC,AC,False,,,False,,-49.177,91.641
2018-2020,2020,Darcy Ribeiro,Ciências Ambientais (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-59.986,-33.277
2018-2020,2020,Darcy Ribeiro,Ciências Ambientais (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-49.599,-33.542
2018-2020,2020,Darcy Ribeiro,Ciências Ambientais (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-35.352,-30.498
2018-2020,2020,Darcy Ribeiro,Ciências Ambientais (Bacharelado),Noturno,AC,AC,False,,,False,,-86.73,22.379
2018-2020,2020,Darcy Ribeiro,Gestão de Agronegócio (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-71.314,-1.139
2018-2020,2020,Darcy Ribeiro,Gestão de Agronegócio (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-25.521,-25.521
2018-2020,2020,Darcy Ribeiro,Gestão de Agronegócio (Bacharelado),Noturno,AC,AC,False,,,False,,-93.752,-40.181
2018-2020,2020,Darcy Ribeiro,Letras – Português do Brasil como Segunda Língua (Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-17.594,-17.594
2018-2020,2020,Darcy Ribeiro,Letras – Português do Brasil como Segunda Língua (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-83.522,-50.615
2018-2020,2020,Darcy Ribeiro,Letras – Português do Brasil como Segunda Língua (Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-24.411,-24.411
2018-2020,2020,Darcy Ribeiro,Letras – Português do Brasil como Segunda Língua (Licenciatura),Diurno,AC,AC,False,,,False,,-65.683,30.297
2018-2020,2020,Darcy Ribeiro,Farmácia (Bacharelado),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-93.87,-50.055
2018-2020,2020,Darcy Ribeiro,Farmácia (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-77.467,14.729
2018-2020,2020,Darcy Ribeiro,Farmácia (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-84.214,-84.214
2018-2020,2020,Darcy Ribeiro,Farmácia (Bacharelado),Noturno,AC,AC,False,,,False,,-81.89,25.212
2018-2020,2020,Darcy Ribeiro,Farmácia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-56.072,-55.265
2018-2020,2020,Darcy Ribeiro,Farmácia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-11.157,1.525
2018-2020,2020,Darcy Ribeiro,Farmácia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-41.496,19.612
2018-2020,2020,Darcy Ribeiro,Farmácia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-9.63,67.493
2018-2020,2020,Darcy Ribeiro,Farmácia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,0.785,25.807
2018-2020,2020,Darcy Ribeiro,Farmácia (Bacharelado),Diurno,AC,AC,False,,,False,,13.016,75.783
2018-2020,2020,Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-95.963,-57.354
2018-2020,2020,Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-12.548,-12.548
