Subprograma,Ano,Campus,Curso,Turno,Modalidade,modalidade_normalizada,escola_publica,faixa_renda,grupo_etnico,pcd,limite_salario_minimo,Nota Mínima,Nota Máxima
2018-2020,2020,Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-60.85,-6.58
2018-2020,2020,Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-43.785,-6.373
2018-2020,2020,Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-20.13,24.96
2018-2020,2020,Darcy Ribeiro,Gestão de Políticas Públicas (Bacharelado),Noturno,AC,AC,False,,,False,,-72.389,73.386
2018-2020,2020,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-47.176,-47.176
2018-2020,2020,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-40.891,40.546
2018-2020,2020,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-60.398,32.963
2018-2020,2020,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-40.953,-1.459
2018-2020,2020,Darcy Ribeiro,Biotecnologia (Bacharelado),Diurno,AC,AC,False,,,False,,13.962,103.116
2018-2020,2020,Darcy Ribeiro,Ciência da Computação (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-34.939,-2.517
2018-2020,2020,Darcy Ribeiro,Ciência da Computação (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-75.28,-0.86
2018-2020,2020,Darcy Ribeiro,Ciência da Computação (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,12.338,54.187
2018-2020,2020,Darcy Ribeiro,Ciência da Computação (Bacharelado),Diurno,EP_R2_PPI_PCD,EP_R2_PPI_PCD,True,R2,PPI,True,1.5,-13.051,-13.051
2018-2020,2020,Darcy Ribeiro,Ciência da Computação (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,9.801,115.857
2018-2020,2020,Darcy Ribeiro,Ciência da Computação (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,44.904,57.682
2018-2020,2020,Darcy Ribeiro,Ciência da Computação (Bacharelado),Diurno,AC,AC,False,,,False,,78.303,141.416
2018-2020,2020,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,36.577,36.577
2018-2020,2020,Darcy Ribeiro,Computação (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-28.675,14.464
2018-2020,2020,Darcy Ribeiro,Computação (Licenciatura),Noturno,AC,AC,False,,,False,,-96.333,63.42
2018-2020,2020,Darcy Ribeiro,Biologia (Licenciatura),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-57.415,-43.489
2018-2020,2020,Darcy Ribeiro,Biologia (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-17.581,-17.581
2018-2020,2020,Darcy Ribeiro,Biologia (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-20.37,18.629
2018-2020,2020,Darcy Ribeiro,Biologia (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,9.788,35.977
2018-2020,2020,Darcy Ribeiro,Biologia (Licenciatura),Noturno,AC,AC,False,,,False,,-36.584,45.635
2018-2020,2020,Darcy Ribeiro,Filosofia (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-22.521,-22.521
2018-2020,2020,Darcy Ribeiro,Engenharia de Produção (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,13.105,18.914
2018-2020,2020,Darcy Ribeiro,Engenharia de Produção (Bacharelado),Noturno,AC,AC,False,,,False,,-45.285,97.751
2018-2020,2020,Darcy Ribeiro,Educação Física (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-25.052,-25.052
2018-2020,2020,Darcy Ribeiro,Educação Física (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-22.536,-22.536
2018-2020,2020,Darcy Ribeiro,Educação Física (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-94.317,2.411
2018-2020,2020,Darcy Ribeiro,Educação Física (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-84.571,3.39
2018-2020,2020,Darcy Ribeiro,Educação Física (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-14.695,27.052
2018-2020,2020,Darcy Ribeiro,Educação Física (Bacharelado),Diurno,AC,AC,False,,,False,,-33.049,44.232
2018-2020,2020,Darcy Ribeiro,Engenharia Civil (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,5.858,5.858
2018-2020,2020,Darcy Ribeiro,Engenharia Civil (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-10.46,-10.46
2018-2020,2020,Darcy Ribeiro,Engenharia Civil (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-27.977,1.668
2018-2020,2020,Darcy Ribeiro,Engenharia Civil (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-68.924,39.037
2018-2020,2020,Darcy Ribeiro,Engenharia Civil (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,66.75,101.479
2018-2020,2020,Darcy Ribeiro,Engenharia Civil (Bacharelado),Diurno,AC,AC,False,,,False,,-10.667,147.15
2018-2020,2020,Darcy Ribeiro,Engenharia Elétrica (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-62.725,10.242
2018-2020,2020,Darcy Ribeiro,Engenharia Elétrica (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-25.08,33.134
2018-2020,2020,Darcy Ribeiro,Engenharia Elétrica (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-45.468,145.719
2018-2020,2020,Darcy Ribeiro,Engenharia Elétrica (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-12.144,-12.144
2018-2020,2020,Darcy Ribeiro,Engenharia Elétrica (Bacharelado),Diurno,AC,AC,False,,,False,,-54.46,165.36
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-44.527,18.536
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-74.003,-50.838
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-33.644,16.99
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,23.187,39.321
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,46.911,54.412
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Diurno,AC,AC,False,,,False,,65.986,111.643
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-65.025,5.459
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-17.044,-17.044
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-25.804,12.181
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-66.223,-53.075
2018-2020,2020,Darcy Ribeiro,Arquitetura e Urbanismo (Bacharelado),Noturno,AC,AC,False,,,False,,-31.822,62.419
2018-2020,2020,Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-29.883,-29.883
2018-2020,2020,Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-50.627,3.941
2018-2020,2020,Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-66.201,-66.201
2018-2020,2020,Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-6.137,-4.801
2018-2020,2020,Darcy Ribeiro,Engenharia de Redes de Comunicação (Bacharelado),Diurno,AC,AC,False,,,False,,-31.904,55.127
2018-2020,2020,Darcy Ribeiro,Medicina (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,28.975,94.939
2018-2020,2020,Darcy Ribeiro,Medicina (Bacharelado),Diurno,EP_R1_PPI_PCD,EP_R1_PPI_PCD,True,R1,PPI,True,1.5,-40.024,-40.024
2018-2020,2020,Darcy Ribeiro,Medicina (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,93.731,117.434
2018-2020,2020,Darcy Ribeiro,Medicina (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,101.453,124.97
2018-2020,2020,Darcy Ribeiro,Medicina (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,137.999,190.592
2018-2020,2020,Darcy Ribeiro,Medicina (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,157.264,157.983
2018-2020,2020,Darcy Ribeiro,Medicina (Bacharelado),Diurno,AC,AC,False,,,False,,164.861,190.742
2018-2020,2020,Darcy Ribeiro,Geologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-28.409,-28.409
2018-2020,2020,Darcy Ribeiro,Geologia (Bacharelado),Diurno,AC,AC,False,,,False,,-96.644,38.599
2018-2020,2020,Darcy Ribeiro,Química (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,30.256,30.256
2018-2020,2020,Darcy Ribeiro,Química (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-23.583,22.033
2018-2020,2020,Darcy Ribeiro,Química (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,6.547,6.547
2018-2020,2020,Darcy Ribeiro,Química (Bacharelado),Diurno,AC,AC,False,,,False,,-58.334,47.376
2018-2020,2020,Darcy Ribeiro,Letras - Português (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-39.486,-31.425
2018-2020,2020,Darcy Ribeiro,Letras - Português (Bacharelado/Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-16.876,-16.876
2018-2020,2020,Darcy Ribeiro,Letras - Português (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-71.639,18.495
2018-2020,2020,Darcy Ribeiro,Letras - Português (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-29.217,73.365
2018-2020,2020,Darcy Ribeiro,Letras - Português (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-46.766,-21.415
2018-2020,2020,Darcy Ribeiro,Letras - Português (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-25.6,59.203
2018-2020,2020,Darcy Ribeiro,Letras - Português (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-3.889,18.043
2018-2020,2020,Darcy Ribeiro,Letras - Português (Licenciatura),Noturno,AC,AC,False,,,False,,-54.535,1.714
2018-2020,2020,Darcy Ribeiro,Letras - Francês (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-20.959,-20.877
2018-2020,2020,Darcy Ribeiro,Letras - Francês (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-20.18,-20.18
2018-2020,2020,Darcy Ribeiro,Letras - Francês (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-84.371,-84.371
2018-2020,2020,Darcy Ribeiro,Letras - Francês (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-55.891,5.252
2018-2020,2020,Darcy Ribeiro,Letras - Inglês (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,6.406,6.406
2018-2020,2020,Darcy Ribeiro,Letras - Inglês (Bacharelado/Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-17.712,25.713
2018-2020,2020,Darcy Ribeiro,Letras - Inglês (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-63.889,-9.992
2018-2020,2020,Darcy Ribeiro,Letras - Inglês (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,14.039,21.415
2018-2020,2020,Darcy Ribeiro,Letras - Inglês (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-52.719,-40.613
2018-2020,2020,Darcy Ribeiro,Letras - Inglês (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-10.253,20.671
2018-2020,2020,Darcy Ribeiro,Letras – Tradução – Espanhol (Bacharelado),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-45.083,-45.083
2018-2020,2020,Darcy Ribeiro,Letras – Tradução – Espanhol (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-26.219,-26.219
2018-2020,2020,Darcy Ribeiro,Letras – Tradução – Espanhol (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-49.61,-49.61
2018-2020,2020,Darcy Ribeiro,Letras – Tradução – Espanhol (Bacharelado),Noturno,AC,AC,False,,,False,,-37.809,-20.326
2018-2020,2020,Darcy Ribeiro,Engenharia Mecatrônica (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-37.722,54.405
2018-2020,2020,Darcy Ribeiro,Engenharia Mecatrônica (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-32.767,-32.767
2018-2020,2020,Darcy Ribeiro,Engenharia Mecatrônica (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-46.573,42.867
2018-2020,2020,Darcy Ribeiro,Engenharia Mecatrônica (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,19.302,65.536
2018-2020,2020,Darcy Ribeiro,Engenharia Mecatrônica (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-19.965,1.525
2018-2020,2020,Darcy Ribeiro,Engenharia Mecatrônica (Bacharelado),Diurno,AC,AC,False,,,False,,-40.37,134.759
2018-2020,2020,Darcy Ribeiro,Jornalismo (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-45.399,-22.287
2018-2020,2020,Darcy Ribeiro,Jornalismo (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-9.001,-8.705
2018-2020,2020,Darcy Ribeiro,Jornalismo (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-5.212,13.931
2018-2020,2020,Darcy Ribeiro,Jornalismo (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,7.89,26.716
2018-2020,2020,Darcy Ribeiro,Jornalismo (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,14.706,26.97
2018-2020,2020,Darcy Ribeiro,Jornalismo (Bacharelado),Diurno,AC,AC,False,,,False,,81.255,115.406
2018-2020,2020,Darcy Ribeiro,Pedagogia (Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-81.497,2.447
2018-2020,2020,Darcy Ribeiro,Pedagogia (Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-78.056,3.175
2018-2020,2020,Darcy Ribeiro,Pedagogia (Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-81.223,-8.872
2018-2020,2020,Darcy Ribeiro,Pedagogia (Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-76.273,-1.675
2018-2020,2020,Darcy Ribeiro,Pedagogia (Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-89.114,7.463
2018-2020,2020,Darcy Ribeiro,Pedagogia (Licenciatura),Diurno,AC,AC,False,,,False,,-65.666,20.859
2018-2020,2020,Darcy Ribeiro,Pedagogia (Licenciatura),Noturno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-55.369,-30.436
2018-2020,2020,Darcy Ribeiro,Pedagogia (Licenciatura),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-87.878,-15.856
2018-2020,2020,Darcy Ribeiro,Pedagogia (Licenciatura),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-62.118,-25.054
2018-2020,2020,Darcy Ribeiro,Pedagogia (Licenciatura),Noturno,CN,CN,False,,NEGROS,False,,-24.934,-16.109
2018-2020,2020,Darcy Ribeiro,Pedagogia (Licenciatura),Noturno,AC,AC,False,,,False,,-98.292,-22.179
2018-2020,2020,Darcy Ribeiro,Física (Licenciatura),Noturno,AC,AC,False,,,False,,-14.535,38.883
2018-2020,2020,Darcy Ribeiro,"Teoria, Crítica e História da Arte (Bacharelado)",Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,3.161,3.161
2018-2020,2020,Darcy Ribeiro,"Teoria, Crítica e História da Arte (Bacharelado)",Noturno,AC,AC,False,,,False,,-74.639,-74.639
2018-2020,2020,Darcy Ribeiro,Engenharia Florestal (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-72.218,20.162
2018-2020,2020,Darcy Ribeiro,Engenharia Florestal (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-42.766,-42.766
2018-2020,2020,Darcy Ribeiro,Engenharia Florestal (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-27.121,8.294
2018-2020,2020,Darcy Ribeiro,Engenharia Florestal (Bacharelado),Diurno,AC,AC,False,,,False,,-65.083,17.752
2018-2020,2020,Darcy Ribeiro,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-25.958,38.511
2018-2020,2020,Darcy Ribeiro,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-0.561,39.193
2018-2020,2020,Darcy Ribeiro,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,7.086,84.313
2018-2020,2020,Darcy Ribeiro,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,59.772,78.747
2018-2020,2020,Darcy Ribeiro,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,CN,CN,False,,NEGROS,False,,41.936,77.339
2018-2020,2020,Darcy Ribeiro,Psicologia (Bacharelado / Licenciatura / Psicólogo),Diurno,AC,AC,False,,,False,,80.474,117.229
2018-2020,2020,Darcy Ribeiro,Matemática (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-1.016,32.712
2018-2020,2020,Darcy Ribeiro,Matemática (Bacharelado/Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-96.948,-96.948
2018-2020,2020,Darcy Ribeiro,Matemática (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-54.452,-2.143
2018-2020,2020,Darcy Ribeiro,Matemática (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-42.476,6.428
2018-2020,2020,Darcy Ribeiro,Matemática (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-78.171,-78.171
2018-2020,2020,Darcy Ribeiro,Matemática (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-74.606,79.364
2018-2020,2020,Darcy Ribeiro,Biologia (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-42.429,-6.123
2018-2020,2020,Darcy Ribeiro,Biologia (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-58.578,-3.085
2018-2020,2020,Darcy Ribeiro,Biologia (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-40.62,42.573
2018-2020,2020,Darcy Ribeiro,Biologia (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,5.725,31.993
2018-2020,2020,Darcy Ribeiro,Biologia (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,-8.39,-0.152
2018-2020,2020,Darcy Ribeiro,Biologia (Bacharelado),Diurno,AC,AC,False,,,False,,47.639,102.589
2018-2020,2020,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-79.622,13.422
2018-2020,2020,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-58.842,12.31
2018-2020,2020,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-62.078,-12.864
2018-2020,2020,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-34.495,6.009
2018-2020,2020,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,-2.423,22.985
2018-2020,2020,Darcy Ribeiro,Ciências Sociais – Antropologia/ Sociologia (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,-73.444,63.097
2018-2020,2020,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-31.962,3.364
2018-2020,2020,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-19.708,37.407
2018-2020,2020,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-48.677,23.009
2018-2020,2020,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-31.155,71.256
2018-2020,2020,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,52.181,54.601
2018-2020,2020,Darcy Ribeiro,Ciências Econômicas (Bacharelado),Diurno,AC,AC,False,,,False,,39.606,170.983
2018-2020,2020,Darcy Ribeiro,História (Bacharelado/Licenciatura),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,5.759,24.413
2018-2020,2020,Darcy Ribeiro,História (Bacharelado/Licenciatura),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-8.107,18.517
2018-2020,2020,Darcy Ribeiro,História (Bacharelado/Licenciatura),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-17.943,11.17
2018-2020,2020,Darcy Ribeiro,História (Bacharelado/Licenciatura),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,6.108,45.889
2018-2020,2020,Darcy Ribeiro,História (Bacharelado/Licenciatura),Diurno,CN,CN,False,,NEGROS,False,,25.571,48.115
2018-2020,2020,Darcy Ribeiro,História (Bacharelado/Licenciatura),Diurno,AC,AC,False,,,False,,4.468,99.466
2018-2020,2020,Darcy Ribeiro,Serviço Social (Bacharelado),Noturno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-34.792,-34.792
2018-2020,2020,Darcy Ribeiro,Serviço Social (Bacharelado),Noturno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-54.902,-23.751
2018-2020,2020,Darcy Ribeiro,Serviço Social (Bacharelado),Noturno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,-33.578,-7.92
2018-2020,2020,Darcy Ribeiro,Serviço Social (Bacharelado),Noturno,CN,CN,False,,NEGROS,False,,-40.425,-31.165
2018-2020,2020,Darcy Ribeiro,Serviço Social (Bacharelado),Noturno,AC,AC,False,,,False,,-55.437,9.712
2018-2020,2020,Darcy Ribeiro,Relações Internacionais (Bacharelado),Diurno,EP_R1_PPI,EP_R1_PPI,True,R1,PPI,False,1.5,-37.873,-35.003
2018-2020,2020,Darcy Ribeiro,Relações Internacionais (Bacharelado),Diurno,EP_R1_NPPI,EP_R1_NPPI,True,R1,NPPI,False,1.5,-9.56,59.411
2018-2020,2020,Darcy Ribeiro,Relações Internacionais (Bacharelado),Diurno,EP_R2_PPI,EP_R2_PPI,True,R2,PPI,False,1.5,-23.088,43.825
2018-2020,2020,Darcy Ribeiro,Relações Internacionais (Bacharelado),Diurno,EP_R2_NPPI,EP_R2_NPPI,True,R2,NPPI,False,1.5,35.713,88.167
2018-2020,2020,Darcy Ribeiro,Relações Internacionais (Bacharelado),Diurno,CN,CN,False,,NEGROS,False,,39.989,43.033
2018-2020,2020,Darcy Ribeiro,Relações Internacionais (Bacharelado),Diurno,AC,AC,False,,,False,,73.157,133.87
