Curso	Turno	Sistema de Cotas para Escolas Públicas																Sistema de Cotas para Negros		Sistema Universal	
		Renda ≤ 1,5 salário mínimo								Renda > 1,5 salário mínino											
Arquivologia (Bacharelado)	Noturno	-	-	-	-	-	-	-	-	-36,220	-34,267	-	-	-55,757	-55,757	-	-	-71,228	-71,228	-46,303	-10,847
Ciência Política (Bacharelado)	Diurno	-20,735	4,398	-	-	-23,763	2,994	-	-	-68,378	55,251	-	-	-48,057	24,311	-	-	-6,360	63,804	-16,226	118,576
Licenciatura em Artes Cênicas*	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-68,553	-68,553	-	-	-	-	-	-
Geofísica (Bacharelado)	Diurno	-	-	-	-	-	-	-	-	-20,904	-20,904	-	-	-	-	-	-	-	-	-82,398	-2,424
Engenharia de Computação (Bacharelado)	Diurno	-44,598	18,400	-	-	-	-	-	-	-31,837	53,774	-	-	-63,631	29,797	-	-	21,015	92,852	76,169	143,359
História (Licenciatura)	Noturno	-48,659	-25,066	-	-	-66,834	-66,834	-	-	-61,065	15,096	-	-	-68,468	42,212	-	-	-59,895	-59,895	-56,349	60,754
Licenciatura em Música*	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Química Tecnológica (Bacharelado)	Diurno	-	-	-	-	-	-	-	-	-45,547	-45,547	-	-	26,655	26,655	-	-	-32,241	-32,241	-47,561	-17,112
Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado)	Diurno	-25,614	-25,614	-	-	-2,767	-2,767	-	-	-	-	-	-	-48,698	-10,814	-	-	-	-	-54,738	59,227
Engenharia Ambiental (Bacharelado)	Diurno	-	-	-	-	-15,863	-15,863	-	-	-45,951	-23,355	-	-	-14,794	1,282	-	-	-	-	-48,911	18,608
Saúde Coletiva (Bacharelado)	Noturno	-	-	-	-	-	-	-	-	-88,498	-45,444	-	-	-11,312	-11,312	-	-	-	-	-47,301	-5,412
Odontologia (Bacharelado)	Diurno	-48,765	42,043	-	-	21,849	57,888	-	-	29,357	66,986	-	-	30,482	58,714	-	-	78,514	98,713	49,534	136,800
Comunicação Organizacional (Bacharelado)	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-24,715	-24,715	-	-	-41,513	4,914	-60,884	61,325
Biblioteconomia (Bacharelado)	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-18,898	-18,898	-	-	-	-	-37,863	15,722
Nutrição (Bacharelado)	Diurno	-65,619	-1,114	-	-	-16,923	-11,802	-	-	-6,959	42,128	-	-	41,689	53,407	-	-	3,338	26,599	26,002	130,595
Engenharia Química (Bacharelado)	Diurno	38,999	38,999	-	-	-	-	-	-	-14,085	-14,085	-	-	-16,557	132,950	-	-	-	-	-50,087	134,041
Medicina Veterinária (Bacharelado)	Diurno	-20,268	43,442	-	-	22,149	44,794	-	-	5,198	25,608	-	-	20,855	70,061	-	-	47,566	86,323	50,187	118,151
Filosofia (Bacharelado/Licenciatura)	Diurno	-	-	-	-	-16,795	-16,795	-	-	-8,586	-8,586	-	-	-	-	-	-	7,704	29,933	-72,833	65,201
Música (Licenciatura)*	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-66,315	-66,315
Comunicação Social – Audiovisual (Bacharelado)	Diurno	-40,091	9,785	-	-	-	-	-	-	-27,235	13,364	-	-	-30,985	9,153	-	-	-49,161	-49,161	47,993	110,494
Geografia (Bacharelado/Licenciatura)	Diurno	-	-	-	-	-45,350	-45,350	-	-	-	-	-	-	-54,684	-14,787	-	-	-51,632	-41,470	-52,004	33,900
Artes Visuais (Bacharelado)*	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-37,278	-37,278	-	-	-	-	-54,583	41,796
Licenciatura em Matemática	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-44,481	-44,481
Licenciatura em Química	Noturno	-59,081	-1,061	-	-	-	-	-	-	-	-	-	-	-73,401	-15,838	-	-	-	-	-16,564	-16,564
Estatística (Bacharelado)	Diurno	-	-	-	-	-	-	-	-	0,031	0,031	-	-	-0,124	-0,124	-	-	-42,667	-5,916	-72,065	57,878
Serviço Social (Bacharelado)	Diurno	-48,812	-28,138	-	-	-96,288	-53,106	-	-	-65,588	-13,972	-	-	-51,891	-31,824	-	-	3,008	26,594	-58,484	45,897
Física (Bacharelado)	Diurno	-74,730	-74,730	-	-	-	-	-	-	-45,931	26,603	-	-	-11,788	-11,788	-	-	-10,520	128,902	-49,177	91,641
Ciências Ambientais (Bacharelado)	Noturno	-	-	-	-	-	-	-	-	-59,986	-33,277	-	-	-49,599	-33,542	-	-	-35,352	-30,498	-86,730	22,379
Gestão de Agronegócio (Bacharelado)	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-71,314	-1,139	-	-	-25,521	-25,521	-93,752	-40,181
Letras – Português do Brasil como Segunda Língua (Licenciatura)	Diurno	-	-	-	-	-17,594	-17,594	-	-	-83,522	-50,615	-	-	-24,411	-24,411	-	-	-	-	-65,683	30,297
Farmácia (Bacharelado)	Noturno	-93,870	-50,055	-	-	-	-	-	-	-77,467	14,729	-	-	-84,214	-84,214	-	-	-	-	-81,890	25,212
Farmácia (Bacharelado)	Diurno	-56,072	-55,265	-	-	-11,157	1,525	-	-	-41,496	19,612	-	-	-9,630	67,493	-	-	0,785	25,807	13,016	75,783
Gestão de Políticas Públicas (Bacharelado)	Noturno	-95,963	-57,354	-	-	-12,548	-12,548	-	-	-60,850	-6,580	-	-	-43,785	-6,373	-	-	-20,130	24,960	-72,389	73,386
Biotecnologia (Bacharelado)	Diurno	-47,176	-47,176	-	-	-	-	-	-	-40,891	40,546	-	-	-60,398	32,963	-	-	-40,953	-1,459	13,962	103,116
Ciência da Computação (Bacharelado)	Diurno	-34,939	-2,517	-	-	-75,280	-0,860	-	-	12,338	54,187	-13,051	-13,051	9,801	115,857	-	-	44,904	57,682	78,303	141,416
Computação (Licenciatura)	Noturno	36,577	36,577	-	-	-	-	-	-	-	-	-	-	-28,675	14,464	-	-	-	-	-96,333	63,420
Licenciatura em Ciências Biológicas	Noturno	-57,415	-43,489	-	-	-	-	-	-	-17,581	-17,581	-	-	-20,370	18,629	-	-	9,788	35,977	-36,584	45,635
Filosofia (Licenciatura)	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-22,521	-22,521	-	-	-	-	-	-
Engenharia de Produção (Bacharelado)	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	13,105	18,914	-45,285	97,751
Educação Física (Bacharelado)	Diurno	-25,052	-25,052	-	-	-22,536	-22,536	-	-	-94,317	2,411	-	-	-84,571	3,390	-	-	-14,695	27,052	-33,049	44,232
Engenharia Civil (Bacharelado)	Diurno	5,858	5,858	-	-	-10,460	-10,460	-	-	-27,977	1,668	-	-	-68,924	39,037	-	-	66,750	101,479	-10,667	147,150
Engenharia Elétrica (Bacharelado)	Diurno	-62,725	10,242	-	-	-	-	-	-	-25,080	33,134	-	-	-45,468	145,719	-	-	-12,144	-12,144	-54,460	165,360
Arquitetura e Urbanismo (Bacharelado)	Diurno	-44,527	18,536	-	-	-74,003	-50,838	-	-	-33,644	16,990	-	-	23,187	39,321	-	-	46,911	54,412	65,986	111,643
Arquitetura e Urbanismo (Bacharelado)	Noturno	-	-	-	-	-65,025	5,459	-	-	-17,044	-17,044	-	-	-25,804	12,181	-	-	-66,223	-53,075	-31,822	62,419
Engenharia de Redes de Comunicação (Bacharelado)	Diurno	-29,883	-29,883	-	-	-	-	-	-	-50,627	3,941	-	-	-66,201	-66,201	-	-	-6,137	-4,801	-31,904	55,127
Medicina (Bacharelado)	Diurno	28,975	94,939	-40,024	-40,024	93,731	117,434	-	-	101,453	124,970	-	-	137,999	190,592	-	-	157,264	157,983	164,861	190,742
Geologia (Bacharelado)	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-28,409	-28,409	-	-	-	-	-96,644	38,599
Química (Bacharelado)	Diurno	-	-	-	-	-	-	-	-	30,256	30,256	-	-	-23,583	22,033	-	-	6,547	6,547	-58,334	47,376
Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura)	Diurno	-39,486	-31,425	-	-	-16,876	-16,876	-	-	-71,639	18,495	-	-	-29,217	73,365	-	-	-46,766	-21,415	-25,600	59,203
Língua Portuguesa e Respectiva Literatura (Licenciatura)	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-3,889	18,043	-	-	-	-	-54,535	1,714
Língua Francesa e Respectiva Literatura (Bacharelado/Licenciatura)	Diurno	-	-	-	-	-	-	-	-	-20,959	-20,877	-	-	-20,180	-20,180	-	-	-84,371	-84,371	-55,891	5,252
Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura)	Diurno	6,406	6,406	-	-	-17,712	25,713	-	-	-63,889	-9,992	-	-	14,039	21,415	-	-	-52,719	-40,613	-10,253	20,671
Letras – Tradução Espanhol (Bacharelado)	Noturno	-45,083	-45,083	-	-	-	-	-	-	-26,219	-26,219	-	-	-49,610	-49,610	-	-	-	-	-37,809	-20,326
Engenharia Mecatrônica – Controle e Automação (Bacharelado)	Diurno	-37,722	54,405	-	-	-32,767	-32,767	-	-	-46,573	42,867	-	-	19,302	65,536	-	-	-19,965	1,525	-40,370	134,759
Jornalismo (Bacharelado)	Diurno	-45,399	-22,287	-	-	-9,001	-8,705	-	-	-5,212	13,931	-	-	7,890	26,716	-	-	14,706	26,970	81,255	115,406
Pedagogia (Licenciatura)	Diurno	-81,497	2,447	-	-	-78,056	3,175	-	-	-81,223	-8,872	-	-	-76,273	-1,675	-	-	-89,114	7,463	-65,666	20,859
Pedagogia (Licenciatura)	Noturno	-	-	-	-	-55,369	-30,436	-	-	-87,878	-15,856	-	-	-62,118	-25,054	-	-	-24,934	-16,109	-98,292	-22,179
Licenciatura em Física	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-14,535	38,883
Teoria, Crítica e História da Arte (Bacharelado)	Noturno	3,161	3,161	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-74,639	-74,639
Engenharia Florestal (Bacharelado)	Diurno	-72,218	20,162	-	-	-	-	-	-	-42,766	-42,766	-	-	-	-	-	-	-27,121	8,294	-65,083	17,752
Psicologia (Bacharelado / Licenciatura / Psicólogo)	Diurno	-25,958	38,511	-	-	-0,561	39,193	-	-	7,086	84,313	-	-	59,772	78,747	-	-	41,936	77,339	80,474	117,229
Matemática (Bacharelado/ Licenciatura)	Diurno	-1,016	32,712	-	-	-96,948	-96,948	-	-	-54,452	-2,143	-	-	-42,476	6,428	-	-	-78,171	-78,171	-74,606	79,364
Ciências Biológicas (Bacharelado)	Diurno	-42,429	-6,123	-	-	-58,578	-3,085	-	-	-40,620	42,573	-	-	5,725	31,993	-	-	-8,390	-0,152	47,639	102,589
Ciências Sociais – Antropologia / Sociologia (Bacharelado/ Licenciatura)	Diurno	-79,622	13,422	-	-	-58,842	12,310	-	-	-62,078	-12,864	-	-	-34,495	6,009	-	-	-2,423	22,985	-73,444	63,097
Ciências Econômicas (Bacharelado)	Diurno	-31,962	3,364	-	-	-19,708	37,407	-	-	-48,677	23,009	-	-	-31,155	71,256	-	-	52,181	54,601	39,606	170,983
História (Bacharelado/Licenciatura)	Diurno	5,759	24,413	-	-	-8,107	18,517	-	-	-17,943	11,170	-	-	6,108	45,889	-	-	25,571	48,115	4,468	99,466
Serviço Social (Bacharelado)	Noturno	-34,792	-34,792	-	-	-	-	-	-	-54,902	-23,751	-	-	-33,578	-7,920	-	-	-40,425	-31,165	-55,437	9,712
Relações Internacionais (Bacharelado)	Diurno	-37,873	-35,003	-	-	-9,560	59,411	-	-	-23,088	43,825	-	-	35,713	88,167	-	-	39,989	43,033	73,157	133,870
Artes Cênicas - Interpretação Teatral (Bacharelado) *	Diurno	-5,726	-5,726	-	-	-	-	-	-	-	-	-	-	19,746	19,746	-	-	-	-	-35,963	47,134
Design – Programação Visual/ Projeto do Produto (Bacharelado)	Diurno	-36,333	-11,018	-	-	-13,605	-0,286	-	-	-22,489	9,310	-	-	-	-	-	-	6,632	32,212	79,753	125,943
Turismo (Bacharelado)	Diurno	-	-	-	-	-35,506	-35,506	-	-	-68,241	-14,636	-	-	-64,299	-37,943	-	-	-	-	-101,482	-8,137
Administração (Bacharelado)	Diurno	-32,289	-1,110	-	-	-90,624	-3,524	-	-	-66,919	-1,149	-	-	-80,471	-26,835	-	-	-40,808	3,022	-5,813	69,035
Administração (Bacharelado)	Noturno	2,342	2,342	-	-	-64,264	-17,504	-	-	-74,731	-4,551	-	-	-30,302	31,847	-	-	-3,806	1,212	-98,900	38,986
Comunicação Social - Publicidade e Propaganda (Bacharelado)	Diurno	-43,640	29,027	-	-	-49,871	2,367	-	-	-26,233	8,751	-	-	-27,135	-14,554	-	-	39,163	52,808	42,875	95,093
Direito (Bacharelado)	Diurno	-16,819	65,641	-15,077	-15,077	35,037	69,129	-	-	16,331	49,195	-	-	26,201	124,283	-	-	67,814	109,896	101,827	146,068
Ciências Contábeis (Bacharelado)	Diurno	-	-	-	-	-33,950	-9,240	-	-	-43,271	60,116	-	-	-26,025	9,416	-	-	5,872	5,872	-77,991	70,338
Ciências Contábeis (Bacharelado)	Noturno	-	-	-	-	-54,029	-54,029	-	-	-37,932	-13,347	-	-	-	-	-	-	-	-	-71,302	44,077
Direito (Bacharelado)	Noturno	-26,837	12,579	-	-	-30,887	1,416	-	-	-10,395	45,688	-	-	20,260	66,642	-	-	54,940	84,963	56,835	124,602
Artes Visuais (Licenciatura)*	Diurno	-23,125	-23,125	-	-	-	-	-	-	-17,979	-17,979	-	-	29,145	29,145	-	-	-30,845	-30,845	-56,057	28,223
Licenciatura em Artes Cênicas*	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-52,165	19,702
Enfermagem (Bacharelado)	Diurno	-58,894	24,588	-	-	-26,556	13,018	-	-	-20,184	20,990	-	-	-12,543	16,446	-	-	31,111	61,195	6,734	93,171
Agronomia (Bacharelado)	Diurno	-73,408	-29,038	-	-	-64,547	-64,547	-	-	-67,906	-36,500	-	-	-58,889	21,927	-	-	-56,023	-9,606	-82,562	39,359
Música (Bacharelado)*	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-29,764	-29,764
Educação Física (Licenciatura)	Diurno	-101,251	-27,830	-	-	-43,227	-20,021	-	-	-91,266	22,938	-	-	-70,759	-0,024	-	-	-20,627	-2,822	-64,096	10,409
Campus UnB — Gama / DF																					
Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**	Diurno	-56,987	-0,878	-	-	-46,520	4,292	-	-	-80,254	1,161	-	-	-100,534	41,234	-	-	-57,125	76,031	-101,981	133,817
Campus UnB — Planaltina / DF																					
Gestão do Agronegócio (Bacharelado)	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-80,136	-49,865
Gestão Ambiental (Bacharelado)	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-62,155	-62,155
Ciências Naturais (Licenciatura)	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ciências Naturais (Licenciatura)	Diurno	-	-	-	-	-	-	-	-	-38,144	-7,442	-	-	-	-	-	-	-	-	-78,584	-15,361
