Curso	Turno	Sistema de Cotas para Escolas Públicas																Sistema de Cotas para Negros		Sistema Universal	
		Renda ≤ 1,5 salário mínimo								Renda > 1,5 salário mínino											
Artes Visuais (Bacharelado)*	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-73,314	-3,219	-	-	-	-	-13,782	47,739
Biblioteconomia (Bacharelado)	Diurno	-	-	-	-	-15,523	-15,523	-	-	-45,652	-45,652	-	-	-30,853	22,648	-	-	-34,372	-34,372	-82,692	28,164
Biotecnologia (Bacharelado)	Diurno	-	-	-	-	-35,358	22,414	-	-	-25,817	-25,817	-	-	2,909	28,978	-	-	64,750	64,750	68,301	132,613
Ciência da Computação (Bacharelado)	Diurno	-7,916	6,671	-	-	8,992	21,805	-	-	53,970	91,909	-	-	107,146	124,221	-	-	137,024	137,024	143,984	188,751
Ciência Política (Bacharelado)	Diurno	-15,546	-3,077	-	-	-21,736	15,499	-	-	-30,791	5,586	-	-	16,428	22,171	-	-	59,772	59,772	51,125	76,944
Ciências Ambientais (Bacharelado)	Noturno	-	-	-	-	-6,827	-6,827	-	-	-51,524	-51,524	-	-	-29,414	-13,823	-	-	-39,988	-39,988	-51,442	9,203
Ciências Biológicas (Bacharelado)	Diurno	-4,111	3,960	-	-	11,011	14,473	-	-	-50,159	-26,927	-	-	40,429	40,429	-25,671	-25,671	24,351	24,351	92,094	139,272
Ciências Contábeis (Bacharelado)	Diurno	-59,857	-59,857	-	-	-49,303	44,815	-	-	-21,687	-21,687	-	-	-50,174	55,242	-	-	-24,684	3,632	12,567	74,209
Ciências Contábeis (Bacharelado)	Noturno	-	-	-	-	-54,966	-29,047	-	-	-29,321	-6,142	-	-	-60,649	0,749	-	-	-70,205	-24,978	-69,227	45,134
Ciências Econômicas (Bacharelado)	Diurno	-	-	-	-	-37,553	35,066	-	-	-37,254	59,411	-	-	-8,931	73,774	-	-	13,260	13,260	105,597	150,500
Ciências Sociais – Antropologia / Sociologia (Bacharelado/ Licenciatura)	Diurno	-61,197	-32,867	-	-	-65,302	-5,054	-	-	-57,603	10,110	-	-	-37,615	33,041	-	-	-9,211	20,554	3,024	73,106
Computação (Licenciatura)	Noturno	-5,522	-5,522	-	-	-	-	-	-	-	-	-	-	-50,802	-11,640	18,874	18,874	35,660	35,660	-26,500	71,725
Comunicação Organizacional (Bacharelado)	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-56,789	-56,789	-	-	-9,150	-9,150	-28,122	57,848
Comunicação Social – Audiovisual (Bacharelado)	Diurno	-	-	-	-	-34,127	-10,753	-	-	-	-	-6,390	-6,390	-15,585	74,452	-	-	3,320	3,320	64,129	103,109
Comunicação Social - Publicidade e Propaganda (Bacharelado)	Diurno	-11,438	-1,404	-	-	28,907	28,907	-	-	-74,578	-74,578	-	-	22,817	31,547	-	-	66,561	66,561	69,286	79,509
Design – Programação Visual/ Projeto do Produto (Bacharelado)	Diurno	-10,378	1,203	-	-	-3,349	-3,349	-	-	-33,340	-24,481	-	-	-	-	-	-	61,424	61,424	72,512	107,697
Direito (Bacharelado)	Diurno	19,392	69,167	-	-	28,509	56,079	-	-	31,732	114,506	-	-	100,598	133,701	-	-	71,160	85,356	120,424	173,239
Direito (Bacharelado)	Noturno	-5,484	1,005	-	-	26,665	96,173	-	-	-10,725	9,184	-	-	74,138	94,779	-	-	66,815	97,600	101,522	131,453
Educação Física (Bacharelado)	Diurno	-62,949	11,211	-	-	-32,422	31,837	-	-	-24,980	-3,544	-	-	9,385	12,097	-	-	32,152	32,152	15,802	78,060
Educação Física (Licenciatura)	Diurno	-52,013	-31,870	-	-	-50,604	-24,864	-	-	-72,467	-34,575	-	-	-16,337	-15,772	-	-	20,087	20,087	-13,216	39,102
Enfermagem (Bacharelado)	Diurno	-7,654	20,717	-	-	6,742	13,820	-	-	-19,606	42,630	-	-	5,924	41,750	-	-	11,027	11,027	59,656	128,899
Engenharia Ambiental (Bacharelado)	Diurno	-	-	-	-	-53,536	-53,536	-	-	110,263	110,263	-	-	-58,071	12,011	-	-	70,353	70,353	18,395	67,115
Engenharia Civil (Bacharelado)	Diurno	-33,289	-33,289	-	-	-19,162	28,158	-	-	-	-	-	-	-29,887	76,766	-	-	39,079	39,079	66,769	120,301
Engenharia de Computação (Bacharelado)	Diurno	16,988	70,613	-	-	29,216	40,403	-	-	8,390	40,382	-	-	72,542	154,756	-	-	46,950	46,950	120,445	156,459
Engenharia de Produção (Bacharelado)	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-30,751	-18,063	-	-	-13,400	-13,400	-75,158	104,096
Engenharia de Redes de Comunicação (Bacharelado)	Diurno	-22,553	-22,553	-	-	-66,487	-9,020	-	-	-14,191	13,092	-	-	-25,064	7,869	-	-	59,299	59,299	17,816	61,652
Engenharia Elétrica (Bacharelado)	Diurno	21,442	51,500	-	-	-22,252	6,079	-	-	51,632	72,957	-	-	25,261	75,920	-	-	85,127	85,127	125,478	156,300
Engenharia Florestal (Bacharelado)	Diurno	-21,467	-21,467	-	-	-	-	-	-	-	-	-	-	-13,984	-13,984	-	-	-32,417	-32,417	-53,021	42,301
Engenharia Mecânica (Bacharelado)	Diurno	22,756	22,756	-	-	-32,365	-32,365	-	-	-68,903	42,090	-	-	-22,760	39,682	-	-	65,176	65,176	88,120	136,666
Engenharia Mecatrônica – Controle e Automação (Bacharelado)	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-40,631	71,731	-	-	139,153	139,153	71,137	156,247
Engenharia Química (Bacharelado)	Diurno	27,883	27,883	-	-	-55,770	-55,770	-	-	-	-	-	-	-42,449	125,822	-	-	56,973	56,973	61,647	136,761
Estatística (Bacharelado)	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-34,548	-13,142	-	-	-44,549	-44,549	30,096	136,549
Farmácia (Bacharelado)	Diurno	-30,833	-30,833	-	-	-19,548	56,659	-	-	-63,950	27,148	-	-	36,288	66,401	-	-	15,549	15,549	76,858	148,690
Farmácia (Bacharelado)	Noturno	-4,337	-4,337	-	-	-14,031	2,801	-	-	-	-	-	-	-37,354	5,191	-	-	25,623	25,623	19,242	88,621
Filosofia (Bacharelado/Licenciatura)	Diurno	-37,555	-37,555	-	-	-17,946	-17,946	-	-	-	-	-48,451	-48,451	-68,186	-15,966	-	-	-23,598	-23,598	-30,256	34,653
Filosofia (Licenciatura)	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-48,290	-48,290
Física (Bacharelado)	Diurno	-	-	-	-	-15,349	7,367	-	-	-	-	-	-	-57,411	41,027	-	-	37,136	37,136	-7,206	141,578
Geofísica (Bacharelado)	Diurno	-	-	-	-	-50,006	-50,006	-	-	-	-	-	-	-48,561	-48,561	-	-	-	-	-47,521	8,759
Geografia (Bacharelado/Licenciatura)	Diurno	-53,491	-53,491	-	-	7,666	7,666	-	-	-16,387	7,067	-	-	-8,190	18,368	-	-	-	-	-25,568	44,373
Geologia (Bacharelado)	Diurno	-3,498	-3,498	-	-	-	-	-	-	-	-	-	-	9,264	9,264	-	-	-	-	-56,763	97,846
Gestão de Agronegócio (Bacharelado)	Noturno	-	-	-	-	-32,966	-32,966	-	-	-	-	-	-	-48,114	-48,114	-	-	-12,020	-12,020	-83,888	-27,976
Gestão de Políticas Públicas (Bacharelado)	Noturno	-41,061	-34,960	-	-	-58,902	-41,161	-	-	-36,205	-36,205	-	-	-64,370	20,875	-	-	5,313	5,313	-19,441	89,961
História (Bacharelado/Licenciatura)	Diurno	-24,220	10,211	-	-	19,371	52,742	-	-	-41,891	-6,303	-	-	32,467	41,995	-	-	11,829	11,829	36,270	120,935
História (Licenciatura)	Noturno	-17,725	-17,725	-	-	-47,859	4,551	-	-	-	-	-	-	-25,475	-17,183	-	-	-	-	-69,357	12,295
Jornalismo (Bacharelado)	Diurno	18,926	19,950	-	-	9,810	9,810	-	-	4,081	44,224	-	-	21,437	21,437	-	-	53,554	53,554	95,519	130,233
Letras – Português do Brasil como Segunda Língua (Licenciatura)	Diurno	-48,360	-48,360	-	-	-41,555	-41,555	-	-	-	-	-	-	-	-	-	-	-45,762	-45,762	-49,960	58,052
Letras – Tradução – Francês (Bacharelado)	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-27,088	108,220
Letras – Tradução – Inglês (Bacharelado)	Diurno	-50,121	-0,815	-	-	-	-	-	-	-	-	-	-	-20,761	-20,341	-	-	8,667	8,667	-18,136	26,575
Letras – Tradução Espanhol (Bacharelado)	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-74,097	-24,363	-	-	-	-	-56,295	-56,295
Licenciatura em Artes Cênicas	Diurno	-	-	-	-	-42,056	-5,063	-	-	-	-	-	-	-	-	-	-	-	-	-1,077	21,881
Licenciatura em Artes Cênicas	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-68,863	25,467
Licenciatura em Ciências Biológicas	Noturno	-32,040	-17,529	-	-	-34,270	-8,304	-	-	-14,417	9,672	-	-	3,563	3,563	-	-	-	-	1,357	67,671
Licenciatura em Física	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	55,585	149,957
Licenciatura em Matemática	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	43,063	43,063	-73,474	22,858
Licenciatura em Química	Noturno	-	-	-	-	-30,874	-30,874	-	-	-	-	-	-	-22,384	-22,241	-	-	-	-	-21,346	1,634
Língua e Literatura Japonesa (Licenciatura)	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-18,525	-18,525	-	-	-	-	-5,043	5,755
Língua Espanhola e Literatura Espanhola e Hispano-Americana (Licenciatura)	Noturno	-	-	-	-	-	-	-	-	-14,494	-14,494	-	-	-	-	-	-	-	-	-46,586	-13,667
Língua Estrangeira Aplicada – Multilinguismo e Sociedade da Informação (Bacharelado)	Diurno	-45,996	-32,916	-	-	-	-	-	-	-15,779	-15,779	-	-	-	-	-	-	-	-	-47,775	48,385
Língua Francesa e Respectiva Literatura (Bacharelado/Licenciatura)	Diurno	-	-	-	-	-48,692	0,205	-	-	-	-	-	-	-33,805	-33,805	-	-	-	-	-	-
Língua Inglesa e Respectiva Literatura (Bacharelado/Licenciatura)	Diurno	-18,631	-17,678	-	-	-5,532	-5,532	-	-	-77,785	-77,785	-	-	3,014	11,995	-	-	-17,014	-17,014	32,247	72,620
Língua Portuguesa e Respectiva Literatura (Bacharelado/Licenciatura)	Diurno	-21,582	1,737	-	-	39,574	39,574	-	-	-23,758	9,729	-	-	17,882	34,783	-	-	35,734	35,734	52,636	82,448
Língua Portuguesa e Respectiva Literatura (Licenciatura)	Noturno	-	-	-	-	-45,745	14,783	-	-	-13,592	-13,592	-	-	-8,792	-7,475	-	-	-31,960	-31,960	-46,157	-9,045
Matemática (Bacharelado/ Licenciatura)	Diurno	-6,051	13,305	-	-	-20,208	8,078	-	-	-51,870	21,222	-	-	18,569	18,569	-	-	12,575	12,575	-2,875	75,036
Medicina (Bacharelado)	Diurno	43,826	86,390	-	-	93,632	98,249	-	-	107,578	134,438	-	-	175,472	175,472	107,509	107,509	171,622	171,622	177,881	211,738
Medicina Veterinária (Bacharelado)	Diurno	-33,589	27,235	-	-	20,167	56,233	-	-	16,694	78,776	-	-	49,328	58,293	-	-	73,643	73,643	93,664	127,484
Museologia (Bacharelado)	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-38,902	-38,902	-59,957	11,393
Música (Bacharelado)*	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-23,394	46,282
Música (Licenciatura)*	Diurno	-	-	-	-	-69,940	-69,940	-	-	-64,024	-64,024	-	-	30,345	41,995	-	-	-	-	-41,360	25,412
Nutrição (Bacharelado)	Diurno	-25,597	3,043	-	-	3,444	3,444	-	-	-29,919	47,747	-	-	24,985	24,985	-	-	31,750	31,750	66,130	101,845
Odontologia (Bacharelado)	Diurno	-2,387	50,584	-	-	51,880	51,880	-	-	-20,934	0,839	-	-	113,007	113,007	-	-	34,282	34,282	90,466	104,035
Pedagogia (Licenciatura)	Diurno	-69,472	-11,148	-	-	-2,290	26,289	-	-	-92,894	17,832	-	-	-8,669	16,663	-	-	0,572	9,731	-10,802	60,661
Pedagogia (Licenciatura)	Noturno	-96,102	-18,331	-	-	-65,559	-52,908	-	-	-16,966	-16,966	-	-	-66,338	-38,725	-	-	-52,111	-52,111	-59,858	5,534
Psicologia (Bacharelado / Licenciatura / Psicólogo)	Diurno	7,379	43,658	-	-	26,153	40,230	-11,536	-11,536	27,138	66,328	-	-	81,072	81,072	2,412	2,412	61,640	61,640	98,121	139,150
Química (Bacharelado)	Diurno	-	-	-	-	-57,812	20,502	-	-	-	-	-	-	-45,165	47,427	-	-	-1,973	-1,973	34,268	108,780
Química Tecnológica (Bacharelado)	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-53,722	-27,070	-	-	-	-	-67,895	53,064
Relações Internacionais (Bacharelado)	Diurno	-25,567	81,011	-	-	13,986	28,171	-	-	-10,252	10,138	-	-	68,634	73,110	-	-	94,164	94,164	92,834	138,473
Saúde Coletiva (Bacharelado)	Noturno	-78,911	-78,911	-	-	-5,497	-5,497	-	-	-	-	-	-	-85,042	-50,550	-	-	-37,506	-37,506	-90,691	-12,104
Serviço Social (Bacharelado)	Diurno	-21,301	-21,301	-	-	-19,616	-18,297	-	-	-	-	-	-	-61,490	-36,380	-	-	-22,493	-22,493	-26,943	26,034
Serviço Social (Bacharelado)	Noturno	-46,647	-46,647	-	-	-31,822	-31,822	-	-	-45,238	-45,238	-	-	-	-	-	-	-9,961	-9,961	-69,150	1,997
Teoria, Crítica e História da Arte (Bacharelado)	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4,736	4,736	-56,171	25,563
Turismo (Bacharelado)	Diurno	-	-	-	-	-13,362	-7,216	-	-	-	-	-	-	-70,349	-23,007	-	-	-47,957	-47,957	-95,121	-32,420
Campus UnB — Gama / DF																					
Engenharias – Aeroespacial / Automotiva / Eletrônica / Energia / Software (Bacharelados)**	Diurno	-48,142	32,607	-	-	-36,993	53,835	-	-	-44,055	107,386	-	-	13,073	93,718	-	-	33,370	77,805	70,386	144,063
Campus UnB — Planaltina / DF																					
Ciências Naturais (Licenciatura)	Diurno	-49,692	-49,692	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-85,110	9,258
Ciências Naturais (Licenciatura)	Noturno	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-52,216	9,125
Gestão do Agronegócio (Bacharelado)	Diurno	-	-	-	-	-	-	-	-	-	-	-	-	-54,109	-22,499	-	-	-	-	-56,321	-36,700
